feet,color,brightness,image_file,phase,rep,trial_num,fertility_score,category,relevant_dim,irrelevant_dim,color_high,color_low,feet_high,feet_low,participant_id,rep_image_file,images_list,testing_categories
C,G,L,G_C_L.png,training,1,1,7,high,color,feet,G,Y,F,C,18,7_score.png,"Resources/Y_C_L.png,Resources/G_F_D.png,Resources/G_C_D.png,Resources/G_F_L.png,Resources/Y_C_D.png,Resources/Y_F_D.png,Resources/Y_F_L.png,Resources/G_C_L.png","low,high,high,high,low,low,low,high"
F,G,D,G_F_D.png,training,1,2,6,high,color,feet,G,Y,F,C,18,6_score.png,"Resources/Y_C_L.png,Resources/G_F_D.png,Resources/G_C_D.png,Resources/G_F_L.png,Resources/Y_C_D.png,Resources/Y_F_D.png,Resources/Y_F_L.png,Resources/G_C_L.png","low,high,high,high,low,low,low,high"
C,Y,D,Y_C_D.png,training,1,3,4,low,color,feet,G,Y,F,C,18,4_score.png,"Resources/Y_C_L.png,Resources/G_F_D.png,Resources/G_C_D.png,Resources/G_F_L.png,Resources/Y_C_D.png,Resources/Y_F_D.png,Resources/Y_F_L.png,Resources/G_C_L.png","low,high,high,high,low,low,low,high"
F,Y,D,Y_F_D.png,training,1,4,5,low,color,feet,G,Y,F,C,18,5_score.png,"Resources/Y_C_L.png,Resources/G_F_D.png,Resources/G_C_D.png,Resources/G_F_L.png,Resources/Y_C_D.png,Resources/Y_F_D.png,Resources/Y_F_L.png,Resources/G_C_L.png","low,high,high,high,low,low,low,high"
F,Y,L,Y_F_L.png,training,1,5,7,low,color,feet,G,Y,F,C,18,7_score.png,"Resources/Y_C_L.png,Resources/G_F_D.png,Resources/G_C_D.png,Resources/G_F_L.png,Resources/Y_C_D.png,Resources/Y_F_D.png,Resources/Y_F_L.png,Resources/G_C_L.png","low,high,high,high,low,low,low,high"
F,G,L,G_F_L.png,training,1,6,5,high,color,feet,G,Y,F,C,18,5_score.png,"Resources/Y_C_L.png,Resources/G_F_D.png,Resources/G_C_D.png,Resources/G_F_L.png,Resources/Y_C_D.png,Resources/Y_F_D.png,Resources/Y_F_L.png,Resources/G_C_L.png","low,high,high,high,low,low,low,high"
C,G,D,G_C_D.png,training,1,7,9,high,color,feet,G,Y,F,C,18,9_score.png,"Resources/Y_C_L.png,Resources/G_F_D.png,Resources/G_C_D.png,Resources/G_F_L.png,Resources/Y_C_D.png,Resources/Y_F_D.png,Resources/Y_F_L.png,Resources/G_C_L.png","low,high,high,high,low,low,low,high"
C,Y,L,Y_C_L.png,training,1,8,2,low,color,feet,G,Y,F,C,18,2_score.png,"Resources/Y_C_L.png,Resources/G_F_D.png,Resources/G_C_D.png,Resources/G_F_L.png,Resources/Y_C_D.png,Resources/Y_F_D.png,Resources/Y_F_L.png,Resources/G_C_L.png","low,high,high,high,low,low,low,high"
C,Y,L,Y_C_L.png,training,2,9,4,low,color,feet,G,Y,F,C,18,4_score.png,"Resources/Y_C_L.png,Resources/G_F_D.png,Resources/G_C_D.png,Resources/G_F_L.png,Resources/Y_C_D.png,Resources/Y_F_D.png,Resources/Y_F_L.png,Resources/G_C_L.png","low,high,high,high,low,low,low,high"
F,Y,D,Y_F_D.png,training,2,10,6,low,color,feet,G,Y,F,C,18,6_score.png,"Resources/Y_C_L.png,Resources/G_F_D.png,Resources/G_C_D.png,Resources/G_F_L.png,Resources/Y_C_D.png,Resources/Y_F_D.png,Resources/Y_F_L.png,Resources/G_C_L.png","low,high,high,high,low,low,low,high"
