feet,color,brightness,image_file,phase,rep,trial_num,fertility_score,category,relevant_dim,irrelevant_dim,feet_high,feet_low,color_high,color_low,participant_id,rep_image_file,images_list,testing_categories
F,G,L,G_F_L.png,training,1,1,5,low,feet,color,C,F,G,Y,17,5_score.png,"Resources/Y_C_D.png,Resources/Y_F_L.png,Resources/Y_C_L.png,Resources/G_F_L.png,Resources/G_C_L.png,Resources/G_C_D.png,Resources/G_F_D.png,Resources/Y_F_D.png","high,low,high,low,high,high,low,low"
F,Y,D,Y_F_D.png,training,1,2,4,low,feet,color,C,F,G,Y,17,4_score.png,"Resources/Y_C_D.png,Resources/Y_F_L.png,Resources/Y_C_L.png,Resources/G_F_L.png,Resources/G_C_L.png,Resources/G_C_D.png,Resources/G_F_D.png,Resources/Y_F_D.png","high,low,high,low,high,high,low,low"
F,G,D,G_F_D.png,training,1,3,5,low,feet,color,C,F,G,Y,17,5_score.png,"Resources/Y_C_D.png,Resources/Y_F_L.png,Resources/Y_C_L.png,Resources/G_F_L.png,Resources/G_C_L.png,Resources/G_C_D.png,Resources/G_F_D.png,Resources/Y_F_D.png","high,low,high,low,high,high,low,low"
C,G,D,G_C_D.png,training,1,4,10,high,feet,color,C,F,G,Y,17,10_score.png,"Resources/Y_C_D.png,Resources/Y_F_L.png,Resources/Y_C_L.png,Resources/G_F_L.png,Resources/G_C_L.png,Resources/G_C_D.png,Resources/G_F_D.png,Resources/Y_F_D.png","high,low,high,low,high,high,low,low"
C,Y,L,Y_C_L.png,training,1,5,7,high,feet,color,C,F,G,Y,17,7_score.png,"Resources/Y_C_D.png,Resources/Y_F_L.png,Resources/Y_C_L.png,Resources/G_F_L.png,Resources/G_C_L.png,Resources/G_C_D.png,Resources/G_F_D.png,Resources/Y_F_D.png","high,low,high,low,high,high,low,low"
C,G,L,G_C_L.png,training,1,6,10,high,feet,color,C,F,G,Y,17,10_score.png,"Resources/Y_C_D.png,Resources/Y_F_L.png,Resources/Y_C_L.png,Resources/G_F_L.png,Resources/G_C_L.png,Resources/G_C_D.png,Resources/G_F_D.png,Resources/Y_F_D.png","high,low,high,low,high,high,low,low"
C,Y,D,Y_C_D.png,training,1,7,8,high,feet,color,C,F,G,Y,17,8_score.png,"Resources/Y_C_D.png,Resources/Y_F_L.png,Resources/Y_C_L.png,Resources/G_F_L.png,Resources/G_C_L.png,Resources/G_C_D.png,Resources/G_F_D.png,Resources/Y_F_D.png","high,low,high,low,high,high,low,low"
F,Y,L,Y_F_L.png,training,1,8,5,low,feet,color,C,F,G,Y,17,5_score.png,"Resources/Y_C_D.png,Resources/Y_F_L.png,Resources/Y_C_L.png,Resources/G_F_L.png,Resources/G_C_L.png,Resources/G_C_D.png,Resources/G_F_D.png,Resources/Y_F_D.png","high,low,high,low,high,high,low,low"
C,Y,L,Y_C_L.png,training,2,9,7,high,feet,color,C,F,G,Y,17,7_score.png,"Resources/Y_C_D.png,Resources/Y_F_L.png,Resources/Y_C_L.png,Resources/G_F_L.png,Resources/G_C_L.png,Resources/G_C_D.png,Resources/G_F_D.png,Resources/Y_F_D.png","high,low,high,low,high,high,low,low"
F,G,D,G_F_D.png,training,2,10,4,low,feet,color,C,F,G,Y,17,4_score.png,"Resources/Y_C_D.png,Resources/Y_F_L.png,Resources/Y_C_L.png,Resources/G_F_L.png,Resources/G_C_L.png,Resources/G_C_D.png,Resources/G_F_D.png,Resources/Y_F_D.png","high,low,high,low,high,high,low,low"
C,Y,D,Y_C_D.png,training,2,11,6,high,feet,color,C,F,G,Y,17,6_score.png,"Resources/Y_C_D.png,Resources/Y_F_L.png,Resources/Y_C_L.png,Resources/G_F_L.png,Resources/G_C_L.png,Resources/G_C_D.png,Resources/G_F_D.png,Resources/Y_F_D.png","high,low,high,low,high,high,low,low"
C,G,D,G_C_D.png,training,2,12,6,high,feet,color,C,F,G,Y,17,6_score.png,"Resources/Y_C_D.png,Resources/Y_F_L.png,Resources/Y_C_L.png,Resources/G_F_L.png,Resources/G_C_L.png,Resources/G_C_D.png,Resources/G_F_D.png,Resources/Y_F_D.png","high,low,high,low,high,high,low,low"
F,Y,L,Y_F_L.png,training,2,13,4,low,feet,color,C,F,G,Y,17,4_score.png,"Resources/Y_C_D.png,Resources/Y_F_L.png,Resources/Y_C_L.png,Resources/G_F_L.png,Resources/G_C_L.png,Resources/G_C_D.png,Resources/G_F_D.png,Resources/Y_F_D.png","high,low,high,low,high,high,low,low"
F,G,L,G_F_L.png,training,2,14,1,low,feet,color,C,F,G,Y,17,1_score.png,"Resources/Y_C_D.png,Resources/Y_F_L.png,Resources/Y_C_L.png,Resources/G_F_L.png,Resources/G_C_L.png,Resources/G_C_D.png,Resources/G_F_D.png,Resources/Y_F_D.png","high,low,high,low,high,high,low,low"
F,Y,D,Y_F_D.png,training,2,15,1,low,feet,color,C,F,G,Y,17,1_score.png,"Resources/Y_C_D.png,Resources/Y_F_L.png,Resources/Y_C_L.png,Resources/G_F_L.png,Resources/G_C_L.png,Resources/G_C_D.png,Resources/G_F_D.png,Resources/Y_F_D.png","high,low,high,low,high,high,low,low"
C,G,L,G_C_L.png,training,2,16,6,high,feet,color,C,F,G,Y,17,6_score.png,"Resources/Y_C_D.png,Resources/Y_F_L.png,Resources/Y_C_L.png,Resources/G_F_L.png,Resources/G_C_L.png,Resources/G_C_D.png,Resources/G_F_D.png,Resources/Y_F_D.png","high,low,high,low,high,high,low,low"
C,Y,L,Y_C_L.png,training,3,17,5,high,feet,color,C,F,G,Y,17,5_score.png,"Resources/Y_C_D.png,Resources/Y_F_L.png,Resources/Y_C_L.png,Resources/G_F_L.png,Resources/G_C_L.png,Resources/G_C_D.png,Resources/G_F_D.png,Resources/Y_F_D.png","high,low,high,low,high,high,low,low"
F,Y,D,Y_F_D.png,training,3,18,1,low,feet,color,C,F,G,Y,17,1_score.png,"Resources/Y_C_D.png,Resources/Y_F_L.png,Resources/Y_C_L.png,Resources/G_F_L.png,Resources/G_C_L.png,Resources/G_C_D.png,Resources/G_F_D.png,Resources/Y_F_D.png","high,low,high,low,high,high,low,low"
C,G,L,G_C_L.png,training,3,19,7,high,feet,color,C,F,G,Y,17,7_score.png,"Resources/Y_C_D.png,Resources/Y_F_L.png,Resources/Y_C_L.png,Resources/G_F_L.png,Resources/G_C_L.png,Resources/G_C_D.png,Resources/G_F_D.png,Resources/Y_F_D.png","high,low,high,low,high,high,low,low"
F,G,D,G_F_D.png,training,3,20,1,low,feet,color,C,F,G,Y,17,1_score.png,"Resources/Y_C_D.png,Resources/Y_F_L.png,Resources/Y_C_L.png,Resources/G_F_L.png,Resources/G_C_L.png,Resources/G_C_D.png,Resources/G_F_D.png,Resources/Y_F_D.png","high,low,high,low,high,high,low,low"
C,G,D,G_C_D.png,training,3,21,10,high,feet,color,C,F,G,Y,17,10_score.png,"Resources/Y_C_D.png,Resources/Y_F_L.png,Resources/Y_C_L.png,Resources/G_F_L.png,Resources/G_C_L.png,Resources/G_C_D.png,Resources/G_F_D.png,Resources/Y_F_D.png","high,low,high,low,high,high,low,low"
F,Y,L,Y_F_L.png,training,3,22,4,low,feet,color,C,F,G,Y,17,4_score.png,"Resources/Y_C_D.png,Resources/Y_F_L.png,Resources/Y_C_L.png,Resources/G_F_L.png,Resources/G_C_L.png,Resources/G_C_D.png,Resources/G_F_D.png,Resources/Y_F_D.png","high,low,high,low,high,high,low,low"
C,Y,D,Y_C_D.png,training,3,23,7,high,feet,color,C,F,G,Y,17,7_score.png,"Resources/Y_C_D.png,Resources/Y_F_L.png,Resources/Y_C_L.png,Resources/G_F_L.png,Resources/G_C_L.png,Resources/G_C_D.png,Resources/G_F_D.png,Resources/Y_F_D.png","high,low,high,low,high,high,low,low"
F,G,L,G_F_L.png,training,3,24,1,low,feet,color,C,F,G,Y,17,1_score.png,"Resources/Y_C_D.png,Resources/Y_F_L.png,Resources/Y_C_L.png,Resources/G_F_L.png,Resources/G_C_L.png,Resources/G_C_D.png,Resources/G_F_D.png,Resources/Y_F_D.png","high,low,high,low,high,high,low,low"
