feet,color,brightness,image_file,phase,rep,trial_num,fertility_score,category,relevant_dim,irrelevant_dim,feet_high,feet_low,color_high,color_low,participant_id,rep_image_file,images_list,testing_categories
F,Y,D,Y_F_D.png,training,1,1,5,low,feet,color,C,F,Y,G,25,5_score.png,"Resources/G_C_D.png,Resources/Y_F_L.png,Resources/G_F_L.png,Resources/Y_C_L.png,Resources/G_C_L.png,Resources/G_F_D.png,Resources/Y_C_D.png,Resources/Y_F_D.png","high,low,low,high,high,low,high,low"
F,G,D,G_F_D.png,training,1,2,6,low,feet,color,C,F,Y,G,25,6_score.png,"Resources/G_C_D.png,Resources/Y_F_L.png,Resources/G_F_L.png,Resources/Y_C_L.png,Resources/G_C_L.png,Resources/G_F_D.png,Resources/Y_C_D.png,Resources/Y_F_D.png","high,low,low,high,high,low,high,low"
C,Y,D,Y_C_D.png,training,1,3,10,high,feet,color,C,F,Y,G,25,10_score.png,"Resources/G_C_D.png,Resources/Y_F_L.png,Resources/G_F_L.png,Resources/Y_C_L.png,Resources/G_C_L.png,Resources/G_F_D.png,Resources/Y_C_D.png,Resources/Y_F_D.png","high,low,low,high,high,low,high,low"
F,Y,L,Y_F_L.png,training,1,4,2,low,feet,color,C,F,Y,G,25,2_score.png,"Resources/G_C_D.png,Resources/Y_F_L.png,Resources/G_F_L.png,Resources/Y_C_L.png,Resources/G_C_L.png,Resources/G_F_D.png,Resources/Y_C_D.png,Resources/Y_F_D.png","high,low,low,high,high,low,high,low"
F,G,L,G_F_L.png,training,1,5,1,low,feet,color,C,F,Y,G,25,1_score.png,"Resources/G_C_D.png,Resources/Y_F_L.png,Resources/G_F_L.png,Resources/Y_C_L.png,Resources/G_C_L.png,Resources/G_F_D.png,Resources/Y_C_D.png,Resources/Y_F_D.png","high,low,low,high,high,low,high,low"
C,G,L,G_C_L.png,training,1,6,9,high,feet,color,C,F,Y,G,25,9_score.png,"Resources/G_C_D.png,Resources/Y_F_L.png,Resources/G_F_L.png,Resources/Y_C_L.png,Resources/G_C_L.png,Resources/G_F_D.png,Resources/Y_C_D.png,Resources/Y_F_D.png","high,low,low,high,high,low,high,low"
C,G,D,G_C_D.png,training,1,7,8,high,feet,color,C,F,Y,G,25,8_score.png,"Resources/G_C_D.png,Resources/Y_F_L.png,Resources/G_F_L.png,Resources/Y_C_L.png,Resources/G_C_L.png,Resources/G_F_D.png,Resources/Y_C_D.png,Resources/Y_F_D.png","high,low,low,high,high,low,high,low"
C,Y,L,Y_C_L.png,training,1,8,7,high,feet,color,C,F,Y,G,25,7_score.png,"Resources/G_C_D.png,Resources/Y_F_L.png,Resources/G_F_L.png,Resources/Y_C_L.png,Resources/G_C_L.png,Resources/G_F_D.png,Resources/Y_C_D.png,Resources/Y_F_D.png","high,low,low,high,high,low,high,low"
F,Y,D,Y_F_D.png,training,2,9,5,low,feet,color,C,F,Y,G,25,5_score.png,"Resources/G_C_D.png,Resources/Y_F_L.png,Resources/G_F_L.png,Resources/Y_C_L.png,Resources/G_C_L.png,Resources/G_F_D.png,Resources/Y_C_D.png,Resources/Y_F_D.png","high,low,low,high,high,low,high,low"
C,Y,L,Y_C_L.png,training,2,10,10,high,feet,color,C,F,Y,G,25,10_score.png,"Resources/G_C_D.png,Resources/Y_F_L.png,Resources/G_F_L.png,Resources/Y_C_L.png,Resources/G_C_L.png,Resources/G_F_D.png,Resources/Y_C_D.png,Resources/Y_F_D.png","high,low,low,high,high,low,high,low"
F,G,D,G_F_D.png,training,2,11,3,low,feet,color,C,F,Y,G,25,3_score.png,"Resources/G_C_D.png,Resources/Y_F_L.png,Resources/G_F_L.png,Resources/Y_C_L.png,Resources/G_C_L.png,Resources/G_F_D.png,Resources/Y_C_D.png,Resources/Y_F_D.png","high,low,low,high,high,low,high,low"
C,G,D,G_C_D.png,training,2,12,9,high,feet,color,C,F,Y,G,25,9_score.png,"Resources/G_C_D.png,Resources/Y_F_L.png,Resources/G_F_L.png,Resources/Y_C_L.png,Resources/G_C_L.png,Resources/G_F_D.png,Resources/Y_C_D.png,Resources/Y_F_D.png","high,low,low,high,high,low,high,low"
F,G,L,G_F_L.png,training,2,13,3,low,feet,color,C,F,Y,G,25,3_score.png,"Resources/G_C_D.png,Resources/Y_F_L.png,Resources/G_F_L.png,Resources/Y_C_L.png,Resources/G_C_L.png,Resources/G_F_D.png,Resources/Y_C_D.png,Resources/Y_F_D.png","high,low,low,high,high,low,high,low"
C,G,L,G_C_L.png,training,2,14,5,high,feet,color,C,F,Y,G,25,5_score.png,"Resources/G_C_D.png,Resources/Y_F_L.png,Resources/G_F_L.png,Resources/Y_C_L.png,Resources/G_C_L.png,Resources/G_F_D.png,Resources/Y_C_D.png,Resources/Y_F_D.png","high,low,low,high,high,low,high,low"
F,Y,L,Y_F_L.png,training,2,15,3,low,feet,color,C,F,Y,G,25,3_score.png,"Resources/G_C_D.png,Resources/Y_F_L.png,Resources/G_F_L.png,Resources/Y_C_L.png,Resources/G_C_L.png,Resources/G_F_D.png,Resources/Y_C_D.png,Resources/Y_F_D.png","high,low,low,high,high,low,high,low"
