feet,color,brightness,image_file,phase,rep,trial_num,fertility_score,category,relevant_dim,irrelevant_dim,color_high,color_low,feet_high,feet_low,participant_id,rep_image_file,images_list,testing_categories
C,G,L,G_C_L.png,training,1,1,6,high,color,feet,G,Y,F,C,6,6_score.png,"Resources/G_F_L.png,Resources/Y_C_D.png,Resources/Y_F_D.png,Resources/Y_F_L.png,Resources/G_C_D.png,Resources/G_C_L.png,Resources/Y_C_L.png,Resources/G_F_D.png","high,low,low,low,high,high,low,high"
F,Y,L,Y_F_L.png,training,1,2,1,low,color,feet,G,Y,F,C,6,1_score.png,"Resources/G_F_L.png,Resources/Y_C_D.png,Resources/Y_F_D.png,Resources/Y_F_L.png,Resources/G_C_D.png,Resources/G_C_L.png,Resources/Y_C_L.png,Resources/G_F_D.png","high,low,low,low,high,high,low,high"
C,Y,D,Y_C_D.png,training,1,3,1,low,color,feet,G,Y,F,C,6,1_score.png,"Resources/G_F_L.png,Resources/Y_C_D.png,Resources/Y_F_D.png,Resources/Y_F_L.png,Resources/G_C_D.png,Resources/G_C_L.png,Resources/Y_C_L.png,Resources/G_F_D.png","high,low,low,low,high,high,low,high"
F,Y,D,Y_F_D.png,training,1,4,2,low,color,feet,G,Y,F,C,6,2_score.png,"Resources/G_F_L.png,Resources/Y_C_D.png,Resources/Y_F_D.png,Resources/Y_F_L.png,Resources/G_C_D.png,Resources/G_C_L.png,Resources/Y_C_L.png,Resources/G_F_D.png","high,low,low,low,high,high,low,high"
F,G,L,G_F_L.png,training,1,5,10,high,color,feet,G,Y,F,C,6,10_score.png,"Resources/G_F_L.png,Resources/Y_C_D.png,Resources/Y_F_D.png,Resources/Y_F_L.png,Resources/G_C_D.png,Resources/G_C_L.png,Resources/Y_C_L.png,Resources/G_F_D.png","high,low,low,low,high,high,low,high"
F,G,D,G_F_D.png,training,1,6,8,high,color,feet,G,Y,F,C,6,8_score.png,"Resources/G_F_L.png,Resources/Y_C_D.png,Resources/Y_F_D.png,Resources/Y_F_L.png,Resources/G_C_D.png,Resources/G_C_L.png,Resources/Y_C_L.png,Resources/G_F_D.png","high,low,low,low,high,high,low,high"
C,G,D,G_C_D.png,training,1,7,7,high,color,feet,G,Y,F,C,6,7_score.png,"Resources/G_F_L.png,Resources/Y_C_D.png,Resources/Y_F_D.png,Resources/Y_F_L.png,Resources/G_C_D.png,Resources/G_C_L.png,Resources/Y_C_L.png,Resources/G_F_D.png","high,low,low,low,high,high,low,high"
C,Y,L,Y_C_L.png,training,1,8,3,low,color,feet,G,Y,F,C,6,3_score.png,"Resources/G_F_L.png,Resources/Y_C_D.png,Resources/Y_F_D.png,Resources/Y_F_L.png,Resources/G_C_D.png,Resources/G_C_L.png,Resources/Y_C_L.png,Resources/G_F_D.png","high,low,low,low,high,high,low,high"
C,G,L,G_C_L.png,training,2,9,7,high,color,feet,G,Y,F,C,6,7_score.png,"Resources/G_F_L.png,Resources/Y_C_D.png,Resources/Y_F_D.png,Resources/Y_F_L.png,Resources/G_C_D.png,Resources/G_C_L.png,Resources/Y_C_L.png,Resources/G_F_D.png","high,low,low,low,high,high,low,high"
F,Y,L,Y_F_L.png,training,2,10,3,low,color,feet,G,Y,F,C,6,3_score.png,"Resources/G_F_L.png,Resources/Y_C_D.png,Resources/Y_F_D.png,Resources/Y_F_L.png,Resources/G_C_D.png,Resources/G_C_L.png,Resources/Y_C_L.png,Resources/G_F_D.png","high,low,low,low,high,high,low,high"
C,Y,L,Y_C_L.png,training,2,11,1,low,color,feet,G,Y,F,C,6,1_score.png,"Resources/G_F_L.png,Resources/Y_C_D.png,Resources/Y_F_D.png,Resources/Y_F_L.png,Resources/G_C_D.png,Resources/G_C_L.png,Resources/Y_C_L.png,Resources/G_F_D.png","high,low,low,low,high,high,low,high"
F,G,D,G_F_D.png,training,2,12,10,high,color,feet,G,Y,F,C,6,10_score.png,"Resources/G_F_L.png,Resources/Y_C_D.png,Resources/Y_F_D.png,Resources/Y_F_L.png,Resources/G_C_D.png,Resources/G_C_L.png,Resources/Y_C_L.png,Resources/G_F_D.png","high,low,low,low,high,high,low,high"
F,G,L,G_F_L.png,training,2,13,7,high,color,feet,G,Y,F,C,6,7_score.png,"Resources/G_F_L.png,Resources/Y_C_D.png,Resources/Y_F_D.png,Resources/Y_F_L.png,Resources/G_C_D.png,Resources/G_C_L.png,Resources/Y_C_L.png,Resources/G_F_D.png","high,low,low,low,high,high,low,high"
