feet,color,brightness,image_file,phase,rep,trial_num,fertility_score,category,relevant_dim,irrelevant_dim,feet_high,feet_low,color_high,color_low,participant_id,rep_image_file,images_list,testing_categories
F,G,D,G_F_D.png,training,1,1,1,low,feet,color,C,F,G,Y,13,1_score.png,"Resources/G_F_D.png,Resources/Y_C_D.png,Resources/G_C_D.png,Resources/Y_F_L.png,Resources/G_F_L.png,Resources/Y_F_D.png,Resources/G_C_L.png,Resources/Y_C_L.png","low,high,high,low,low,low,high,high"
C,Y,D,Y_C_D.png,training,1,2,6,high,feet,color,C,F,G,Y,13,6_score.png,"Resources/G_F_D.png,Resources/Y_C_D.png,Resources/G_C_D.png,Resources/Y_F_L.png,Resources/G_F_L.png,Resources/Y_F_D.png,Resources/G_C_L.png,Resources/Y_C_L.png","low,high,high,low,low,low,high,high"
F,Y,D,Y_F_D.png,training,1,3,4,low,feet,color,C,F,G,Y,13,4_score.png,"Resources/G_F_D.png,Resources/Y_C_D.png,Resources/G_C_D.png,Resources/Y_F_L.png,Resources/G_F_L.png,Resources/Y_F_D.png,Resources/G_C_L.png,Resources/Y_C_L.png","low,high,high,low,low,low,high,high"
C,Y,L,Y_C_L.png,training,1,4,4,high,feet,color,C,F,G,Y,13,4_score.png,"Resources/G_F_D.png,Resources/Y_C_D.png,Resources/G_C_D.png,Resources/Y_F_L.png,Resources/G_F_L.png,Resources/Y_F_D.png,Resources/G_C_L.png,Resources/Y_C_L.png","low,high,high,low,low,low,high,high"
F,G,L,G_F_L.png,training,1,5,5,low,feet,color,C,F,G,Y,13,5_score.png,"Resources/G_F_D.png,Resources/Y_C_D.png,Resources/G_C_D.png,Resources/Y_F_L.png,Resources/G_F_L.png,Resources/Y_F_D.png,Resources/G_C_L.png,Resources/Y_C_L.png","low,high,high,low,low,low,high,high"
C,G,L,G_C_L.png,training,1,6,6,high,feet,color,C,F,G,Y,13,6_score.png,"Resources/G_F_D.png,Resources/Y_C_D.png,Resources/G_C_D.png,Resources/Y_F_L.png,Resources/G_F_L.png,Resources/Y_F_D.png,Resources/G_C_L.png,Resources/Y_C_L.png","low,high,high,low,low,low,high,high"
F,Y,L,Y_F_L.png,training,1,7,3,low,feet,color,C,F,G,Y,13,3_score.png,"Resources/G_F_D.png,Resources/Y_C_D.png,Resources/G_C_D.png,Resources/Y_F_L.png,Resources/G_F_L.png,Resources/Y_F_D.png,Resources/G_C_L.png,Resources/Y_C_L.png","low,high,high,low,low,low,high,high"
C,G,D,G_C_D.png,training,1,8,9,high,feet,color,C,F,G,Y,13,9_score.png,"Resources/G_F_D.png,Resources/Y_C_D.png,Resources/G_C_D.png,Resources/Y_F_L.png,Resources/G_F_L.png,Resources/Y_F_D.png,Resources/G_C_L.png,Resources/Y_C_L.png","low,high,high,low,low,low,high,high"
C,Y,L,Y_C_L.png,training,2,9,6,high,feet,color,C,F,G,Y,13,6_score.png,"Resources/G_F_D.png,Resources/Y_C_D.png,Resources/G_C_D.png,Resources/Y_F_L.png,Resources/G_F_L.png,Resources/Y_F_D.png,Resources/G_C_L.png,Resources/Y_C_L.png","low,high,high,low,low,low,high,high"
F,Y,L,Y_F_L.png,training,2,10,3,low,feet,color,C,F,G,Y,13,3_score.png,"Resources/G_F_D.png,Resources/Y_C_D.png,Resources/G_C_D.png,Resources/Y_F_L.png,Resources/G_F_L.png,Resources/Y_F_D.png,Resources/G_C_L.png,Resources/Y_C_L.png","low,high,high,low,low,low,high,high"
