feet,color,brightness,image_file,phase,rep,trial_num,fertility_score,category,relevant_dim,irrelevant_dim,color_high,color_low,feet_high,feet_low,participant_id,rep_image_file,images_list,testing_categories
C,Y,L,Y_C_L.png,training,1,1,4,low,color,feet,G,Y,F,C,30,4_score.png,"Resources/G_C_D.png,Resources/G_F_L.png,Resources/Y_F_L.png,Resources/Y_F_D.png,Resources/G_C_L.png,Resources/Y_C_D.png,Resources/Y_C_L.png,Resources/G_F_D.png","high,high,low,low,high,low,low,high"
F,G,D,G_F_D.png,training,1,2,10,high,color,feet,G,Y,F,C,30,10_score.png,"Resources/G_C_D.png,Resources/G_F_L.png,Resources/Y_F_L.png,Resources/Y_F_D.png,Resources/G_C_L.png,Resources/Y_C_D.png,Resources/Y_C_L.png,Resources/G_F_D.png","high,high,low,low,high,low,low,high"
C,Y,D,Y_C_D.png,training,1,3,5,low,color,feet,G,Y,F,C,30,5_score.png,"Resources/G_C_D.png,Resources/G_F_L.png,Resources/Y_F_L.png,Resources/Y_F_D.png,Resources/G_C_L.png,Resources/Y_C_D.png,Resources/Y_C_L.png,Resources/G_F_D.png","high,high,low,low,high,low,low,high"
F,Y,D,Y_F_D.png,training,1,4,7,low,color,feet,G,Y,F,C,30,7_score.png,"Resources/G_C_D.png,Resources/G_F_L.png,Resources/Y_F_L.png,Resources/Y_F_D.png,Resources/G_C_L.png,Resources/Y_C_D.png,Resources/Y_C_L.png,Resources/G_F_D.png","high,high,low,low,high,low,low,high"
C,G,D,G_C_D.png,training,1,5,10,high,color,feet,G,Y,F,C,30,10_score.png,"Resources/G_C_D.png,Resources/G_F_L.png,Resources/Y_F_L.png,Resources/Y_F_D.png,Resources/G_C_L.png,Resources/Y_C_D.png,Resources/Y_C_L.png,Resources/G_F_D.png","high,high,low,low,high,low,low,high"
F,G,L,G_F_L.png,training,1,6,8,high,color,feet,G,Y,F,C,30,8_score.png,"Resources/G_C_D.png,Resources/G_F_L.png,Resources/Y_F_L.png,Resources/Y_F_D.png,Resources/G_C_L.png,Resources/Y_C_D.png,Resources/Y_C_L.png,Resources/G_F_D.png","high,high,low,low,high,low,low,high"
C,G,L,G_C_L.png,training,1,7,7,high,color,feet,G,Y,F,C,30,7_score.png,"Resources/G_C_D.png,Resources/G_F_L.png,Resources/Y_F_L.png,Resources/Y_F_D.png,Resources/G_C_L.png,Resources/Y_C_D.png,Resources/Y_C_L.png,Resources/G_F_D.png","high,high,low,low,high,low,low,high"
F,Y,L,Y_F_L.png,training,1,8,6,low,color,feet,G,Y,F,C,30,6_score.png,"Resources/G_C_D.png,Resources/G_F_L.png,Resources/Y_F_L.png,Resources/Y_F_D.png,Resources/G_C_L.png,Resources/Y_C_D.png,Resources/Y_C_L.png,Resources/G_F_D.png","high,high,low,low,high,low,low,high"
C,Y,D,Y_C_D.png,training,2,9,1,low,color,feet,G,Y,F,C,30,1_score.png,"Resources/G_C_D.png,Resources/G_F_L.png,Resources/Y_F_L.png,Resources/Y_F_D.png,Resources/G_C_L.png,Resources/Y_C_D.png,Resources/Y_C_L.png,Resources/G_F_D.png","high,high,low,low,high,low,low,high"
F,G,L,G_F_L.png,training,2,10,9,high,color,feet,G,Y,F,C,30,9_score.png,"Resources/G_C_D.png,Resources/G_F_L.png,Resources/Y_F_L.png,Resources/Y_F_D.png,Resources/G_C_L.png,Resources/Y_C_D.png,Resources/Y_C_L.png,Resources/G_F_D.png","high,high,low,low,high,low,low,high"
F,G,D,G_F_D.png,training,2,11,10,high,color,feet,G,Y,F,C,30,10_score.png,"Resources/G_C_D.png,Resources/G_F_L.png,Resources/Y_F_L.png,Resources/Y_F_D.png,Resources/G_C_L.png,Resources/Y_C_D.png,Resources/Y_C_L.png,Resources/G_F_D.png","high,high,low,low,high,low,low,high"
F,Y,D,Y_F_D.png,training,2,12,6,low,color,feet,G,Y,F,C,30,6_score.png,"Resources/G_C_D.png,Resources/G_F_L.png,Resources/Y_F_L.png,Resources/Y_F_D.png,Resources/G_C_L.png,Resources/Y_C_D.png,Resources/Y_C_L.png,Resources/G_F_D.png","high,high,low,low,high,low,low,high"
C,G,D,G_C_D.png,training,2,13,8,high,color,feet,G,Y,F,C,30,8_score.png,"Resources/G_C_D.png,Resources/G_F_L.png,Resources/Y_F_L.png,Resources/Y_F_D.png,Resources/G_C_L.png,Resources/Y_C_D.png,Resources/Y_C_L.png,Resources/G_F_D.png","high,high,low,low,high,low,low,high"
C,Y,L,Y_C_L.png,training,2,14,5,low,color,feet,G,Y,F,C,30,5_score.png,"Resources/G_C_D.png,Resources/G_F_L.png,Resources/Y_F_L.png,Resources/Y_F_D.png,Resources/G_C_L.png,Resources/Y_C_D.png,Resources/Y_C_L.png,Resources/G_F_D.png","high,high,low,low,high,low,low,high"
C,G,L,G_C_L.png,training,2,15,10,high,color,feet,G,Y,F,C,30,10_score.png,"Resources/G_C_D.png,Resources/G_F_L.png,Resources/Y_F_L.png,Resources/Y_F_D.png,Resources/G_C_L.png,Resources/Y_C_D.png,Resources/Y_C_L.png,Resources/G_F_D.png","high,high,low,low,high,low,low,high"
F,Y,L,Y_F_L.png,training,2,16,1,low,color,feet,G,Y,F,C,30,1_score.png,"Resources/G_C_D.png,Resources/G_F_L.png,Resources/Y_F_L.png,Resources/Y_F_D.png,Resources/G_C_L.png,Resources/Y_C_D.png,Resources/Y_C_L.png,Resources/G_F_D.png","high,high,low,low,high,low,low,high"
F,G,D,G_F_D.png,training,3,17,10,high,color,feet,G,Y,F,C,30,10_score.png,"Resources/G_C_D.png,Resources/G_F_L.png,Resources/Y_F_L.png,Resources/Y_F_D.png,Resources/G_C_L.png,Resources/Y_C_D.png,Resources/Y_C_L.png,Resources/G_F_D.png","high,high,low,low,high,low,low,high"
C,Y,D,Y_C_D.png,training,3,18,5,low,color,feet,G,Y,F,C,30,5_score.png,"Resources/G_C_D.png,Resources/G_F_L.png,Resources/Y_F_L.png,Resources/Y_F_D.png,Resources/G_C_L.png,Resources/Y_C_D.png,Resources/Y_C_L.png,Resources/G_F_D.png","high,high,low,low,high,low,low,high"
C,G,D,G_C_D.png,training,3,19,9,high,color,feet,G,Y,F,C,30,9_score.png,"Resources/G_C_D.png,Resources/G_F_L.png,Resources/Y_F_L.png,Resources/Y_F_D.png,Resources/G_C_L.png,Resources/Y_C_D.png,Resources/Y_C_L.png,Resources/G_F_D.png","high,high,low,low,high,low,low,high"
F,Y,L,Y_F_L.png,training,3,20,4,low,color,feet,G,Y,F,C,30,4_score.png,"Resources/G_C_D.png,Resources/G_F_L.png,Resources/Y_F_L.png,Resources/Y_F_D.png,Resources/G_C_L.png,Resources/Y_C_D.png,Resources/Y_C_L.png,Resources/G_F_D.png","high,high,low,low,high,low,low,high"
F,Y,D,Y_F_D.png,training,3,21,5,low,color,feet,G,Y,F,C,30,5_score.png,"Resources/G_C_D.png,Resources/G_F_L.png,Resources/Y_F_L.png,Resources/Y_F_D.png,Resources/G_C_L.png,Resources/Y_C_D.png,Resources/Y_C_L.png,Resources/G_F_D.png","high,high,low,low,high,low,low,high"
C,G,L,G_C_L.png,training,3,22,7,high,color,feet,G,Y,F,C,30,7_score.png,"Resources/G_C_D.png,Resources/G_F_L.png,Resources/Y_F_L.png,Resources/Y_F_D.png,Resources/G_C_L.png,Resources/Y_C_D.png,Resources/Y_C_L.png,Resources/G_F_D.png","high,high,low,low,high,low,low,high"
C,Y,L,Y_C_L.png,training,3,23,4,low,color,feet,G,Y,F,C,30,4_score.png,"Resources/G_C_D.png,Resources/G_F_L.png,Resources/Y_F_L.png,Resources/Y_F_D.png,Resources/G_C_L.png,Resources/Y_C_D.png,Resources/Y_C_L.png,Resources/G_F_D.png","high,high,low,low,high,low,low,high"
F,G,L,G_F_L.png,training,3,24,7,high,color,feet,G,Y,F,C,30,7_score.png,"Resources/G_C_D.png,Resources/G_F_L.png,Resources/Y_F_L.png,Resources/Y_F_D.png,Resources/G_C_L.png,Resources/Y_C_D.png,Resources/Y_C_L.png,Resources/G_F_D.png","high,high,low,low,high,low,low,high"
