feet,color,brightness,image_file,phase,rep,trial_num,fertility_score,category,relevant_dim,irrelevant_dim,feet_high,feet_low,color_high,color_low,participant_id,rep_image_file,images_list,testing_categories
F,G,L,G_F_L.png,training,1,1,10,high,feet,color,F,C,G,Y,15,10_score.png,"Resources/Y_F_D.png,Resources/G_F_D.png,Resources/G_C_D.png,Resources/Y_F_L.png,Resources/Y_C_D.png,Resources/G_F_L.png,Resources/Y_C_L.png,Resources/G_C_L.png","high,high,low,high,low,high,low,low"
F,Y,L,Y_F_L.png,training,1,2,9,high,feet,color,F,C,G,Y,15,9_score.png,"Resources/Y_F_D.png,Resources/G_F_D.png,Resources/G_C_D.png,Resources/Y_F_L.png,Resources/Y_C_D.png,Resources/G_F_L.png,Resources/Y_C_L.png,Resources/G_C_L.png","high,high,low,high,low,high,low,low"
F,G,D,G_F_D.png,training,1,3,10,high,feet,color,F,C,G,Y,15,10_score.png,"Resources/Y_F_D.png,Resources/G_F_D.png,Resources/G_C_D.png,Resources/Y_F_L.png,Resources/Y_C_D.png,Resources/G_F_L.png,Resources/Y_C_L.png,Resources/G_C_L.png","high,high,low,high,low,high,low,low"
C,G,D,G_C_D.png,training,1,4,5,low,feet,color,F,C,G,Y,15,5_score.png,"Resources/Y_F_D.png,Resources/G_F_D.png,Resources/G_C_D.png,Resources/Y_F_L.png,Resources/Y_C_D.png,Resources/G_F_L.png,Resources/Y_C_L.png,Resources/G_C_L.png","high,high,low,high,low,high,low,low"
F,Y,D,Y_F_D.png,training,1,5,9,high,feet,color,F,C,G,Y,15,9_score.png,"Resources/Y_F_D.png,Resources/G_F_D.png,Resources/G_C_D.png,Resources/Y_F_L.png,Resources/Y_C_D.png,Resources/G_F_L.png,Resources/Y_C_L.png,Resources/G_C_L.png","high,high,low,high,low,high,low,low"
C,Y,L,Y_C_L.png,training,1,6,4,low,feet,color,F,C,G,Y,15,4_score.png,"Resources/Y_F_D.png,Resources/G_F_D.png,Resources/G_C_D.png,Resources/Y_F_L.png,Resources/Y_C_D.png,Resources/G_F_L.png,Resources/Y_C_L.png,Resources/G_C_L.png","high,high,low,high,low,high,low,low"
C,Y,D,Y_C_D.png,training,1,7,2,low,feet,color,F,C,G,Y,15,2_score.png,"Resources/Y_F_D.png,Resources/G_F_D.png,Resources/G_C_D.png,Resources/Y_F_L.png,Resources/Y_C_D.png,Resources/G_F_L.png,Resources/Y_C_L.png,Resources/G_C_L.png","high,high,low,high,low,high,low,low"
C,G,L,G_C_L.png,training,1,8,5,low,feet,color,F,C,G,Y,15,5_score.png,"Resources/Y_F_D.png,Resources/G_F_D.png,Resources/G_C_D.png,Resources/Y_F_L.png,Resources/Y_C_D.png,Resources/G_F_L.png,Resources/Y_C_L.png,Resources/G_C_L.png","high,high,low,high,low,high,low,low"
C,G,L,G_C_L.png,training,2,9,5,low,feet,color,F,C,G,Y,15,5_score.png,"Resources/Y_F_D.png,Resources/G_F_D.png,Resources/G_C_D.png,Resources/Y_F_L.png,Resources/Y_C_D.png,Resources/G_F_L.png,Resources/Y_C_L.png,Resources/G_C_L.png","high,high,low,high,low,high,low,low"
C,Y,D,Y_C_D.png,training,2,10,2,low,feet,color,F,C,G,Y,15,2_score.png,"Resources/Y_F_D.png,Resources/G_F_D.png,Resources/G_C_D.png,Resources/Y_F_L.png,Resources/Y_C_D.png,Resources/G_F_L.png,Resources/Y_C_L.png,Resources/G_C_L.png","high,high,low,high,low,high,low,low"
F,G,L,G_F_L.png,training,2,11,9,high,feet,color,F,C,G,Y,15,9_score.png,"Resources/Y_F_D.png,Resources/G_F_D.png,Resources/G_C_D.png,Resources/Y_F_L.png,Resources/Y_C_D.png,Resources/G_F_L.png,Resources/Y_C_L.png,Resources/G_C_L.png","high,high,low,high,low,high,low,low"
C,G,D,G_C_D.png,training,2,12,6,low,feet,color,F,C,G,Y,15,6_score.png,"Resources/Y_F_D.png,Resources/G_F_D.png,Resources/G_C_D.png,Resources/Y_F_L.png,Resources/Y_C_D.png,Resources/G_F_L.png,Resources/Y_C_L.png,Resources/G_C_L.png","high,high,low,high,low,high,low,low"
F,Y,D,Y_F_D.png,training,2,13,7,high,feet,color,F,C,G,Y,15,7_score.png,"Resources/Y_F_D.png,Resources/G_F_D.png,Resources/G_C_D.png,Resources/Y_F_L.png,Resources/Y_C_D.png,Resources/G_F_L.png,Resources/Y_C_L.png,Resources/G_C_L.png","high,high,low,high,low,high,low,low"
C,Y,L,Y_C_L.png,training,2,14,6,low,feet,color,F,C,G,Y,15,6_score.png,"Resources/Y_F_D.png,Resources/G_F_D.png,Resources/G_C_D.png,Resources/Y_F_L.png,Resources/Y_C_D.png,Resources/G_F_L.png,Resources/Y_C_L.png,Resources/G_C_L.png","high,high,low,high,low,high,low,low"
F,G,D,G_F_D.png,training,2,15,8,high,feet,color,F,C,G,Y,15,8_score.png,"Resources/Y_F_D.png,Resources/G_F_D.png,Resources/G_C_D.png,Resources/Y_F_L.png,Resources/Y_C_D.png,Resources/G_F_L.png,Resources/Y_C_L.png,Resources/G_C_L.png","high,high,low,high,low,high,low,low"
F,Y,L,Y_F_L.png,training,2,16,7,high,feet,color,F,C,G,Y,15,7_score.png,"Resources/Y_F_D.png,Resources/G_F_D.png,Resources/G_C_D.png,Resources/Y_F_L.png,Resources/Y_C_D.png,Resources/G_F_L.png,Resources/Y_C_L.png,Resources/G_C_L.png","high,high,low,high,low,high,low,low"
F,G,L,G_F_L.png,training,3,17,9,high,feet,color,F,C,G,Y,15,9_score.png,"Resources/Y_F_D.png,Resources/G_F_D.png,Resources/G_C_D.png,Resources/Y_F_L.png,Resources/Y_C_D.png,Resources/G_F_L.png,Resources/Y_C_L.png,Resources/G_C_L.png","high,high,low,high,low,high,low,low"
C,G,L,G_C_L.png,training,3,18,3,low,feet,color,F,C,G,Y,15,3_score.png,"Resources/Y_F_D.png,Resources/G_F_D.png,Resources/G_C_D.png,Resources/Y_F_L.png,Resources/Y_C_D.png,Resources/G_F_L.png,Resources/Y_C_L.png,Resources/G_C_L.png","high,high,low,high,low,high,low,low"
C,Y,L,Y_C_L.png,training,3,19,6,low,feet,color,F,C,G,Y,15,6_score.png,"Resources/Y_F_D.png,Resources/G_F_D.png,Resources/G_C_D.png,Resources/Y_F_L.png,Resources/Y_C_D.png,Resources/G_F_L.png,Resources/Y_C_L.png,Resources/G_C_L.png","high,high,low,high,low,high,low,low"
F,G,D,G_F_D.png,training,3,20,10,high,feet,color,F,C,G,Y,15,10_score.png,"Resources/Y_F_D.png,Resources/G_F_D.png,Resources/G_C_D.png,Resources/Y_F_L.png,Resources/Y_C_D.png,Resources/G_F_L.png,Resources/Y_C_L.png,Resources/G_C_L.png","high,high,low,high,low,high,low,low"
F,Y,D,Y_F_D.png,training,3,21,8,high,feet,color,F,C,G,Y,15,8_score.png,"Resources/Y_F_D.png,Resources/G_F_D.png,Resources/G_C_D.png,Resources/Y_F_L.png,Resources/Y_C_D.png,Resources/G_F_L.png,Resources/Y_C_L.png,Resources/G_C_L.png","high,high,low,high,low,high,low,low"
