feet,color,brightness,image_file,phase,rep,trial_num,fertility_score,category,relevant_dim,irrelevant_dim,feet_high,feet_low,color_high,color_low,participant_id,rep_image_file,images_list,testing_categories
C,Y,L,Y_C_L.png,training,1,1,8,high,feet,color,C,F,Y,G,1,8_score.png,"Resources/Y_C_D.png,Resources/Y_F_L.png,Resources/G_F_L.png,Resources/G_C_L.png,Resources/G_C_D.png,Resources/G_F_D.png,Resources/Y_F_D.png,Resources/Y_C_L.png","high,low,low,high,high,low,low,high"
F,G,D,G_F_D.png,training,1,2,2,low,feet,color,C,F,Y,G,1,2_score.png,"Resources/Y_C_D.png,Resources/Y_F_L.png,Resources/G_F_L.png,Resources/G_C_L.png,Resources/G_C_D.png,Resources/G_F_D.png,Resources/Y_F_D.png,Resources/Y_C_L.png","high,low,low,high,high,low,low,high"
C,G,D,G_C_D.png,training,1,3,6,high,feet,color,C,F,Y,G,1,6_score.png,"Resources/Y_C_D.png,Resources/Y_F_L.png,Resources/G_F_L.png,Resources/G_C_L.png,Resources/G_C_D.png,Resources/G_F_D.png,Resources/Y_F_D.png,Resources/Y_C_L.png","high,low,low,high,high,low,low,high"
F,G,L,G_F_L.png,training,1,4,5,low,feet,color,C,F,Y,G,1,5_score.png,"Resources/Y_C_D.png,Resources/Y_F_L.png,Resources/G_F_L.png,Resources/G_C_L.png,Resources/G_C_D.png,Resources/G_F_D.png,Resources/Y_F_D.png,Resources/Y_C_L.png","high,low,low,high,high,low,low,high"
C,Y,D,Y_C_D.png,training,1,5,7,high,feet,color,C,F,Y,G,1,7_score.png,"Resources/Y_C_D.png,Resources/Y_F_L.png,Resources/G_F_L.png,Resources/G_C_L.png,Resources/G_C_D.png,Resources/G_F_D.png,Resources/Y_F_D.png,Resources/Y_C_L.png","high,low,low,high,high,low,low,high"
F,Y,D,Y_F_D.png,training,1,6,7,low,feet,color,C,F,Y,G,1,7_score.png,"Resources/Y_C_D.png,Resources/Y_F_L.png,Resources/G_F_L.png,Resources/G_C_L.png,Resources/G_C_D.png,Resources/G_F_D.png,Resources/Y_F_D.png,Resources/Y_C_L.png","high,low,low,high,high,low,low,high"
C,G,L,G_C_L.png,training,1,7,9,high,feet,color,C,F,Y,G,1,9_score.png,"Resources/Y_C_D.png,Resources/Y_F_L.png,Resources/G_F_L.png,Resources/G_C_L.png,Resources/G_C_D.png,Resources/G_F_D.png,Resources/Y_F_D.png,Resources/Y_C_L.png","high,low,low,high,high,low,low,high"
F,Y,L,Y_F_L.png,training,1,8,1,low,feet,color,C,F,Y,G,1,1_score.png,"Resources/Y_C_D.png,Resources/Y_F_L.png,Resources/G_F_L.png,Resources/G_C_L.png,Resources/G_C_D.png,Resources/G_F_D.png,Resources/Y_F_D.png,Resources/Y_C_L.png","high,low,low,high,high,low,low,high"
F,Y,D,Y_F_D.png,training,2,9,6,low,feet,color,C,F,Y,G,1,6_score.png,"Resources/Y_C_D.png,Resources/Y_F_L.png,Resources/G_F_L.png,Resources/G_C_L.png,Resources/G_C_D.png,Resources/G_F_D.png,Resources/Y_F_D.png,Resources/Y_C_L.png","high,low,low,high,high,low,low,high"
C,Y,D,Y_C_D.png,training,2,10,7,high,feet,color,C,F,Y,G,1,7_score.png,"Resources/Y_C_D.png,Resources/Y_F_L.png,Resources/G_F_L.png,Resources/G_C_L.png,Resources/G_C_D.png,Resources/G_F_D.png,Resources/Y_F_D.png,Resources/Y_C_L.png","high,low,low,high,high,low,low,high"
