feet,color,brightness,image_file,phase,rep,trial_num,fertility_score,category,relevant_dim,irrelevant_dim,feet_high,feet_low,color_high,color_low,participant_id,rep_image_file,images_list,testing_categories
F,G,D,G_F_D.png,training,1,1,6,high,feet,color,F,C,Y,G,11,6_score.png,"Resources/Y_C_D.png,Resources/Y_C_L.png,Resources/Y_F_L.png,Resources/G_F_L.png,Resources/G_C_D.png,Resources/G_F_D.png,Resources/Y_F_D.png,Resources/G_C_L.png","low,low,high,high,low,high,high,low"
F,Y,D,Y_F_D.png,training,1,2,8,high,feet,color,F,C,Y,G,11,8_score.png,"Resources/Y_C_D.png,Resources/Y_C_L.png,Resources/Y_F_L.png,Resources/G_F_L.png,Resources/G_C_D.png,Resources/G_F_D.png,Resources/Y_F_D.png,Resources/G_C_L.png","low,low,high,high,low,high,high,low"
F,Y,L,Y_F_L.png,training,1,3,8,high,feet,color,F,C,Y,G,11,8_score.png,"Resources/Y_C_D.png,Resources/Y_C_L.png,Resources/Y_F_L.png,Resources/G_F_L.png,Resources/G_C_D.png,Resources/G_F_D.png,Resources/Y_F_D.png,Resources/G_C_L.png","low,low,high,high,low,high,high,low"
C,G,L,G_C_L.png,training,1,4,3,low,feet,color,F,C,Y,G,11,3_score.png,"Resources/Y_C_D.png,Resources/Y_C_L.png,Resources/Y_F_L.png,Resources/G_F_L.png,Resources/G_C_D.png,Resources/G_F_D.png,Resources/Y_F_D.png,Resources/G_C_L.png","low,low,high,high,low,high,high,low"
C,Y,D,Y_C_D.png,training,1,5,3,low,feet,color,F,C,Y,G,11,3_score.png,"Resources/Y_C_D.png,Resources/Y_C_L.png,Resources/Y_F_L.png,Resources/G_F_L.png,Resources/G_C_D.png,Resources/G_F_D.png,Resources/Y_F_D.png,Resources/G_C_L.png","low,low,high,high,low,high,high,low"
F,G,L,G_F_L.png,training,1,6,7,high,feet,color,F,C,Y,G,11,7_score.png,"Resources/Y_C_D.png,Resources/Y_C_L.png,Resources/Y_F_L.png,Resources/G_F_L.png,Resources/G_C_D.png,Resources/G_F_D.png,Resources/Y_F_D.png,Resources/G_C_L.png","low,low,high,high,low,high,high,low"
C,Y,L,Y_C_L.png,training,1,7,4,low,feet,color,F,C,Y,G,11,4_score.png,"Resources/Y_C_D.png,Resources/Y_C_L.png,Resources/Y_F_L.png,Resources/G_F_L.png,Resources/G_C_D.png,Resources/G_F_D.png,Resources/Y_F_D.png,Resources/G_C_L.png","low,low,high,high,low,high,high,low"
C,G,D,G_C_D.png,training,1,8,5,low,feet,color,F,C,Y,G,11,5_score.png,"Resources/Y_C_D.png,Resources/Y_C_L.png,Resources/Y_F_L.png,Resources/G_F_L.png,Resources/G_C_D.png,Resources/G_F_D.png,Resources/Y_F_D.png,Resources/G_C_L.png","low,low,high,high,low,high,high,low"
F,G,L,G_F_L.png,training,2,9,7,high,feet,color,F,C,Y,G,11,7_score.png,"Resources/Y_C_D.png,Resources/Y_C_L.png,Resources/Y_F_L.png,Resources/G_F_L.png,Resources/G_C_D.png,Resources/G_F_D.png,Resources/Y_F_D.png,Resources/G_C_L.png","low,low,high,high,low,high,high,low"
C,Y,L,Y_C_L.png,training,2,10,2,low,feet,color,F,C,Y,G,11,2_score.png,"Resources/Y_C_D.png,Resources/Y_C_L.png,Resources/Y_F_L.png,Resources/G_F_L.png,Resources/G_C_D.png,Resources/G_F_D.png,Resources/Y_F_D.png,Resources/G_C_L.png","low,low,high,high,low,high,high,low"
C,G,D,G_C_D.png,training,2,11,2,low,feet,color,F,C,Y,G,11,2_score.png,"Resources/Y_C_D.png,Resources/Y_C_L.png,Resources/Y_F_L.png,Resources/G_F_L.png,Resources/G_C_D.png,Resources/G_F_D.png,Resources/Y_F_D.png,Resources/G_C_L.png","low,low,high,high,low,high,high,low"
C,Y,D,Y_C_D.png,training,2,12,1,low,feet,color,F,C,Y,G,11,1_score.png,"Resources/Y_C_D.png,Resources/Y_C_L.png,Resources/Y_F_L.png,Resources/G_F_L.png,Resources/G_C_D.png,Resources/G_F_D.png,Resources/Y_F_D.png,Resources/G_C_L.png","low,low,high,high,low,high,high,low"
F,Y,L,Y_F_L.png,training,2,13,8,high,feet,color,F,C,Y,G,11,8_score.png,"Resources/Y_C_D.png,Resources/Y_C_L.png,Resources/Y_F_L.png,Resources/G_F_L.png,Resources/G_C_D.png,Resources/G_F_D.png,Resources/Y_F_D.png,Resources/G_C_L.png","low,low,high,high,low,high,high,low"
F,G,D,G_F_D.png,training,2,14,7,high,feet,color,F,C,Y,G,11,7_score.png,"Resources/Y_C_D.png,Resources/Y_C_L.png,Resources/Y_F_L.png,Resources/G_F_L.png,Resources/G_C_D.png,Resources/G_F_D.png,Resources/Y_F_D.png,Resources/G_C_L.png","low,low,high,high,low,high,high,low"
F,Y,D,Y_F_D.png,training,2,15,6,high,feet,color,F,C,Y,G,11,6_score.png,"Resources/Y_C_D.png,Resources/Y_C_L.png,Resources/Y_F_L.png,Resources/G_F_L.png,Resources/G_C_D.png,Resources/G_F_D.png,Resources/Y_F_D.png,Resources/G_C_L.png","low,low,high,high,low,high,high,low"
C,G,L,G_C_L.png,training,2,16,2,low,feet,color,F,C,Y,G,11,2_score.png,"Resources/Y_C_D.png,Resources/Y_C_L.png,Resources/Y_F_L.png,Resources/G_F_L.png,Resources/G_C_D.png,Resources/G_F_D.png,Resources/Y_F_D.png,Resources/G_C_L.png","low,low,high,high,low,high,high,low"
