feet,color,brightness,image_file,phase,rep,trial_num,fertility_score,category,relevant_dim,irrelevant_dim,feet_high,feet_low,color_high,color_low,participant_id,rep_image_file,images_list,testing_categories
F,Y,D,Y_F_D.png,training,1,1,8,high,feet,color,F,C,G,Y,39,8_score.png,"Resources/Y_C_L.png,Resources/G_F_D.png,Resources/G_C_L.png,Resources/G_F_L.png,Resources/Y_F_D.png,Resources/Y_C_D.png,Resources/Y_F_L.png,Resources/G_C_D.png","low,high,low,high,high,low,high,low"
C,Y,D,Y_C_D.png,training,1,2,5,low,feet,color,F,C,G,Y,39,5_score.png,"Resources/Y_C_L.png,Resources/G_F_D.png,Resources/G_C_L.png,Resources/G_F_L.png,Resources/Y_F_D.png,Resources/Y_C_D.png,Resources/Y_F_L.png,Resources/G_C_D.png","low,high,low,high,high,low,high,low"
C,G,D,G_C_D.png,training,1,3,2,low,feet,color,F,C,G,Y,39,2_score.png,"Resources/Y_C_L.png,Resources/G_F_D.png,Resources/G_C_L.png,Resources/G_F_L.png,Resources/Y_F_D.png,Resources/Y_C_D.png,Resources/Y_F_L.png,Resources/G_C_D.png","low,high,low,high,high,low,high,low"
F,G,D,G_F_D.png,training,1,4,6,high,feet,color,F,C,G,Y,39,6_score.png,"Resources/Y_C_L.png,Resources/G_F_D.png,Resources/G_C_L.png,Resources/G_F_L.png,Resources/Y_F_D.png,Resources/Y_C_D.png,Resources/Y_F_L.png,Resources/G_C_D.png","low,high,low,high,high,low,high,low"
C,G,L,G_C_L.png,training,1,5,6,low,feet,color,F,C,G,Y,39,6_score.png,"Resources/Y_C_L.png,Resources/G_F_D.png,Resources/G_C_L.png,Resources/G_F_L.png,Resources/Y_F_D.png,Resources/Y_C_D.png,Resources/Y_F_L.png,Resources/G_C_D.png","low,high,low,high,high,low,high,low"
F,Y,L,Y_F_L.png,training,1,6,6,high,feet,color,F,C,G,Y,39,6_score.png,"Resources/Y_C_L.png,Resources/G_F_D.png,Resources/G_C_L.png,Resources/G_F_L.png,Resources/Y_F_D.png,Resources/Y_C_D.png,Resources/Y_F_L.png,Resources/G_C_D.png","low,high,low,high,high,low,high,low"
F,G,L,G_F_L.png,training,1,7,8,high,feet,color,F,C,G,Y,39,8_score.png,"Resources/Y_C_L.png,Resources/G_F_D.png,Resources/G_C_L.png,Resources/G_F_L.png,Resources/Y_F_D.png,Resources/Y_C_D.png,Resources/Y_F_L.png,Resources/G_C_D.png","low,high,low,high,high,low,high,low"
C,Y,L,Y_C_L.png,training,1,8,5,low,feet,color,F,C,G,Y,39,5_score.png,"Resources/Y_C_L.png,Resources/G_F_D.png,Resources/G_C_L.png,Resources/G_F_L.png,Resources/Y_F_D.png,Resources/Y_C_D.png,Resources/Y_F_L.png,Resources/G_C_D.png","low,high,low,high,high,low,high,low"
F,Y,L,Y_F_L.png,training,2,9,7,high,feet,color,F,C,G,Y,39,7_score.png,"Resources/Y_C_L.png,Resources/G_F_D.png,Resources/G_C_L.png,Resources/G_F_L.png,Resources/Y_F_D.png,Resources/Y_C_D.png,Resources/Y_F_L.png,Resources/G_C_D.png","low,high,low,high,high,low,high,low"
F,Y,D,Y_F_D.png,training,2,10,5,high,feet,color,F,C,G,Y,39,5_score.png,"Resources/Y_C_L.png,Resources/G_F_D.png,Resources/G_C_L.png,Resources/G_F_L.png,Resources/Y_F_D.png,Resources/Y_C_D.png,Resources/Y_F_L.png,Resources/G_C_D.png","low,high,low,high,high,low,high,low"
C,G,L,G_C_L.png,training,2,11,5,low,feet,color,F,C,G,Y,39,5_score.png,"Resources/Y_C_L.png,Resources/G_F_D.png,Resources/G_C_L.png,Resources/G_F_L.png,Resources/Y_F_D.png,Resources/Y_C_D.png,Resources/Y_F_L.png,Resources/G_C_D.png","low,high,low,high,high,low,high,low"
C,Y,D,Y_C_D.png,training,2,12,3,low,feet,color,F,C,G,Y,39,3_score.png,"Resources/Y_C_L.png,Resources/G_F_D.png,Resources/G_C_L.png,Resources/G_F_L.png,Resources/Y_F_D.png,Resources/Y_C_D.png,Resources/Y_F_L.png,Resources/G_C_D.png","low,high,low,high,high,low,high,low"
F,G,D,G_F_D.png,training,2,13,10,high,feet,color,F,C,G,Y,39,10_score.png,"Resources/Y_C_L.png,Resources/G_F_D.png,Resources/G_C_L.png,Resources/G_F_L.png,Resources/Y_F_D.png,Resources/Y_C_D.png,Resources/Y_F_L.png,Resources/G_C_D.png","low,high,low,high,high,low,high,low"
C,Y,L,Y_C_L.png,training,2,14,5,low,feet,color,F,C,G,Y,39,5_score.png,"Resources/Y_C_L.png,Resources/G_F_D.png,Resources/G_C_L.png,Resources/G_F_L.png,Resources/Y_F_D.png,Resources/Y_C_D.png,Resources/Y_F_L.png,Resources/G_C_D.png","low,high,low,high,high,low,high,low"
F,G,L,G_F_L.png,training,2,15,7,high,feet,color,F,C,G,Y,39,7_score.png,"Resources/Y_C_L.png,Resources/G_F_D.png,Resources/G_C_L.png,Resources/G_F_L.png,Resources/Y_F_D.png,Resources/Y_C_D.png,Resources/Y_F_L.png,Resources/G_C_D.png","low,high,low,high,high,low,high,low"
C,G,D,G_C_D.png,training,2,16,7,low,feet,color,F,C,G,Y,39,7_score.png,"Resources/Y_C_L.png,Resources/G_F_D.png,Resources/G_C_L.png,Resources/G_F_L.png,Resources/Y_F_D.png,Resources/Y_C_D.png,Resources/Y_F_L.png,Resources/G_C_D.png","low,high,low,high,high,low,high,low"
F,G,L,G_F_L.png,training,3,17,9,high,feet,color,F,C,G,Y,39,9_score.png,"Resources/Y_C_L.png,Resources/G_F_D.png,Resources/G_C_L.png,Resources/G_F_L.png,Resources/Y_F_D.png,Resources/Y_C_D.png,Resources/Y_F_L.png,Resources/G_C_D.png","low,high,low,high,high,low,high,low"
F,Y,L,Y_F_L.png,training,3,18,10,high,feet,color,F,C,G,Y,39,10_score.png,"Resources/Y_C_L.png,Resources/G_F_D.png,Resources/G_C_L.png,Resources/G_F_L.png,Resources/Y_F_D.png,Resources/Y_C_D.png,Resources/Y_F_L.png,Resources/G_C_D.png","low,high,low,high,high,low,high,low"
C,Y,D,Y_C_D.png,training,3,19,2,low,feet,color,F,C,G,Y,39,2_score.png,"Resources/Y_C_L.png,Resources/G_F_D.png,Resources/G_C_L.png,Resources/G_F_L.png,Resources/Y_F_D.png,Resources/Y_C_D.png,Resources/Y_F_L.png,Resources/G_C_D.png","low,high,low,high,high,low,high,low"
F,G,D,G_F_D.png,training,3,20,7,high,feet,color,F,C,G,Y,39,7_score.png,"Resources/Y_C_L.png,Resources/G_F_D.png,Resources/G_C_L.png,Resources/G_F_L.png,Resources/Y_F_D.png,Resources/Y_C_D.png,Resources/Y_F_L.png,Resources/G_C_D.png","low,high,low,high,high,low,high,low"
C,G,D,G_C_D.png,training,3,21,2,low,feet,color,F,C,G,Y,39,2_score.png,"Resources/Y_C_L.png,Resources/G_F_D.png,Resources/G_C_L.png,Resources/G_F_L.png,Resources/Y_F_D.png,Resources/Y_C_D.png,Resources/Y_F_L.png,Resources/G_C_D.png","low,high,low,high,high,low,high,low"
F,Y,D,Y_F_D.png,training,3,22,8,high,feet,color,F,C,G,Y,39,8_score.png,"Resources/Y_C_L.png,Resources/G_F_D.png,Resources/G_C_L.png,Resources/G_F_L.png,Resources/Y_F_D.png,Resources/Y_C_D.png,Resources/Y_F_L.png,Resources/G_C_D.png","low,high,low,high,high,low,high,low"
C,G,L,G_C_L.png,training,3,23,3,low,feet,color,F,C,G,Y,39,3_score.png,"Resources/Y_C_L.png,Resources/G_F_D.png,Resources/G_C_L.png,Resources/G_F_L.png,Resources/Y_F_D.png,Resources/Y_C_D.png,Resources/Y_F_L.png,Resources/G_C_D.png","low,high,low,high,high,low,high,low"
C,Y,L,Y_C_L.png,training,3,24,1,low,feet,color,F,C,G,Y,39,1_score.png,"Resources/Y_C_L.png,Resources/G_F_D.png,Resources/G_C_L.png,Resources/G_F_L.png,Resources/Y_F_D.png,Resources/Y_C_D.png,Resources/Y_F_L.png,Resources/G_C_D.png","low,high,low,high,high,low,high,low"
