feet,color,brightness,image_file,phase,rep,trial_num,fertility_score,category,relevant_dim,irrelevant_dim,feet_high,feet_low,color_high,color_low,participant_id,rep_image_file,images_list,testing_categories
F,G,D,G_F_D.png,training,1,1,4,low,feet,color,C,F,G,Y,29,4_score.png,"Resources/Y_C_L.png,Resources/Y_F_L.png,Resources/G_C_D.png,Resources/G_C_L.png,Resources/Y_C_D.png,Resources/Y_F_D.png,Resources/G_F_D.png,Resources/G_F_L.png","high,low,high,high,high,low,low,low"
F,Y,L,Y_F_L.png,training,1,2,1,low,feet,color,C,F,G,Y,29,1_score.png,"Resources/Y_C_L.png,Resources/Y_F_L.png,Resources/G_C_D.png,Resources/G_C_L.png,Resources/Y_C_D.png,Resources/Y_F_D.png,Resources/G_F_D.png,Resources/G_F_L.png","high,low,high,high,high,low,low,low"
C,Y,L,Y_C_L.png,training,1,3,5,high,feet,color,C,F,G,Y,29,5_score.png,"Resources/Y_C_L.png,Resources/Y_F_L.png,Resources/G_C_D.png,Resources/G_C_L.png,Resources/Y_C_D.png,Resources/Y_F_D.png,Resources/G_F_D.png,Resources/G_F_L.png","high,low,high,high,high,low,low,low"
C,Y,D,Y_C_D.png,training,1,4,6,high,feet,color,C,F,G,Y,29,6_score.png,"Resources/Y_C_L.png,Resources/Y_F_L.png,Resources/G_C_D.png,Resources/G_C_L.png,Resources/Y_C_D.png,Resources/Y_F_D.png,Resources/G_F_D.png,Resources/G_F_L.png","high,low,high,high,high,low,low,low"
C,G,D,G_C_D.png,training,1,5,8,high,feet,color,C,F,G,Y,29,8_score.png,"Resources/Y_C_L.png,Resources/Y_F_L.png,Resources/G_C_D.png,Resources/G_C_L.png,Resources/Y_C_D.png,Resources/Y_F_D.png,Resources/G_F_D.png,Resources/G_F_L.png","high,low,high,high,high,low,low,low"
F,G,L,G_F_L.png,training,1,6,4,low,feet,color,C,F,G,Y,29,4_score.png,"Resources/Y_C_L.png,Resources/Y_F_L.png,Resources/G_C_D.png,Resources/G_C_L.png,Resources/Y_C_D.png,Resources/Y_F_D.png,Resources/G_F_D.png,Resources/G_F_L.png","high,low,high,high,high,low,low,low"
F,Y,D,Y_F_D.png,training,1,7,3,low,feet,color,C,F,G,Y,29,3_score.png,"Resources/Y_C_L.png,Resources/Y_F_L.png,Resources/G_C_D.png,Resources/G_C_L.png,Resources/Y_C_D.png,Resources/Y_F_D.png,Resources/G_F_D.png,Resources/G_F_L.png","high,low,high,high,high,low,low,low"
C,G,L,G_C_L.png,training,1,8,10,high,feet,color,C,F,G,Y,29,10_score.png,"Resources/Y_C_L.png,Resources/Y_F_L.png,Resources/G_C_D.png,Resources/G_C_L.png,Resources/Y_C_D.png,Resources/Y_F_D.png,Resources/G_F_D.png,Resources/G_F_L.png","high,low,high,high,high,low,low,low"
F,Y,D,Y_F_D.png,training,2,9,3,low,feet,color,C,F,G,Y,29,3_score.png,"Resources/Y_C_L.png,Resources/Y_F_L.png,Resources/G_C_D.png,Resources/G_C_L.png,Resources/Y_C_D.png,Resources/Y_F_D.png,Resources/G_F_D.png,Resources/G_F_L.png","high,low,high,high,high,low,low,low"
C,G,D,G_C_D.png,training,2,10,10,high,feet,color,C,F,G,Y,29,10_score.png,"Resources/Y_C_L.png,Resources/Y_F_L.png,Resources/G_C_D.png,Resources/G_C_L.png,Resources/Y_C_D.png,Resources/Y_F_D.png,Resources/G_F_D.png,Resources/G_F_L.png","high,low,high,high,high,low,low,low"
