feet,color,brightness,image_file,phase,rep,trial_num,fertility_score,category,relevant_dim,irrelevant_dim,color_high,color_low,feet_high,feet_low,participant_id,rep_image_file,images_list,testing_categories
C,G,D,G_C_D.png,training,1,1,4,low,color,feet,Y,G,C,F,4,4_score.png,"Resources/G_C_L.png,Resources/Y_F_D.png,Resources/Y_F_L.png,Resources/G_C_D.png,Resources/Y_C_D.png,Resources/G_F_D.png,Resources/Y_C_L.png,Resources/G_F_L.png","low,high,high,low,high,low,high,low"
F,G,D,G_F_D.png,training,1,2,1,low,color,feet,Y,G,C,F,4,1_score.png,"Resources/G_C_L.png,Resources/Y_F_D.png,Resources/Y_F_L.png,Resources/G_C_D.png,Resources/Y_C_D.png,Resources/G_F_D.png,Resources/Y_C_L.png,Resources/G_F_L.png","low,high,high,low,high,low,high,low"
C,Y,L,Y_C_L.png,training,1,3,8,high,color,feet,Y,G,C,F,4,8_score.png,"Resources/G_C_L.png,Resources/Y_F_D.png,Resources/Y_F_L.png,Resources/G_C_D.png,Resources/Y_C_D.png,Resources/G_F_D.png,Resources/Y_C_L.png,Resources/G_F_L.png","low,high,high,low,high,low,high,low"
F,Y,L,Y_F_L.png,training,1,4,5,high,color,feet,Y,G,C,F,4,5_score.png,"Resources/G_C_L.png,Resources/Y_F_D.png,Resources/Y_F_L.png,Resources/G_C_D.png,Resources/Y_C_D.png,Resources/G_F_D.png,Resources/Y_C_L.png,Resources/G_F_L.png","low,high,high,low,high,low,high,low"
C,Y,D,Y_C_D.png,training,1,5,10,high,color,feet,Y,G,C,F,4,10_score.png,"Resources/G_C_L.png,Resources/Y_F_D.png,Resources/Y_F_L.png,Resources/G_C_D.png,Resources/Y_C_D.png,Resources/G_F_D.png,Resources/Y_C_L.png,Resources/G_F_L.png","low,high,high,low,high,low,high,low"
C,G,L,G_C_L.png,training,1,6,3,low,color,feet,Y,G,C,F,4,3_score.png,"Resources/G_C_L.png,Resources/Y_F_D.png,Resources/Y_F_L.png,Resources/G_C_D.png,Resources/Y_C_D.png,Resources/G_F_D.png,Resources/Y_C_L.png,Resources/G_F_L.png","low,high,high,low,high,low,high,low"
F,Y,D,Y_F_D.png,training,1,7,7,high,color,feet,Y,G,C,F,4,7_score.png,"Resources/G_C_L.png,Resources/Y_F_D.png,Resources/Y_F_L.png,Resources/G_C_D.png,Resources/Y_C_D.png,Resources/G_F_D.png,Resources/Y_C_L.png,Resources/G_F_L.png","low,high,high,low,high,low,high,low"
F,G,L,G_F_L.png,training,1,8,4,low,color,feet,Y,G,C,F,4,4_score.png,"Resources/G_C_L.png,Resources/Y_F_D.png,Resources/Y_F_L.png,Resources/G_C_D.png,Resources/Y_C_D.png,Resources/G_F_D.png,Resources/Y_C_L.png,Resources/G_F_L.png","low,high,high,low,high,low,high,low"
C,Y,L,Y_C_L.png,training,2,9,6,high,color,feet,Y,G,C,F,4,6_score.png,"Resources/G_C_L.png,Resources/Y_F_D.png,Resources/Y_F_L.png,Resources/G_C_D.png,Resources/Y_C_D.png,Resources/G_F_D.png,Resources/Y_C_L.png,Resources/G_F_L.png","low,high,high,low,high,low,high,low"
C,G,L,G_C_L.png,training,2,10,5,low,color,feet,Y,G,C,F,4,5_score.png,"Resources/G_C_L.png,Resources/Y_F_D.png,Resources/Y_F_L.png,Resources/G_C_D.png,Resources/Y_C_D.png,Resources/G_F_D.png,Resources/Y_C_L.png,Resources/G_F_L.png","low,high,high,low,high,low,high,low"
F,G,D,G_F_D.png,training,2,11,1,low,color,feet,Y,G,C,F,4,1_score.png,"Resources/G_C_L.png,Resources/Y_F_D.png,Resources/Y_F_L.png,Resources/G_C_D.png,Resources/Y_C_D.png,Resources/G_F_D.png,Resources/Y_C_L.png,Resources/G_F_L.png","low,high,high,low,high,low,high,low"
C,G,D,G_C_D.png,training,2,12,2,low,color,feet,Y,G,C,F,4,2_score.png,"Resources/G_C_L.png,Resources/Y_F_D.png,Resources/Y_F_L.png,Resources/G_C_D.png,Resources/Y_C_D.png,Resources/G_F_D.png,Resources/Y_C_L.png,Resources/G_F_L.png","low,high,high,low,high,low,high,low"
