feet,color,brightness,image_file,phase,rep,trial_num,fertility_score,category,relevant_dim,irrelevant_dim,color_high,color_low,feet_high,feet_low,participant_id,rep_image_file,images_list,testing_categories
F,Y,L,Y_F_L.png,training,1,1,1,low,color,feet,G,Y,C,F,26,1_score.png,"Resources/Y_F_D.png,Resources/Y_C_L.png,Resources/G_F_L.png,Resources/G_C_D.png,Resources/G_F_D.png,Resources/Y_F_L.png,Resources/Y_C_D.png,Resources/G_C_L.png","low,low,high,high,high,low,low,high"
C,G,L,G_C_L.png,training,1,2,10,high,color,feet,G,Y,C,F,26,10_score.png,"Resources/Y_F_D.png,Resources/Y_C_L.png,Resources/G_F_L.png,Resources/G_C_D.png,Resources/G_F_D.png,Resources/Y_F_L.png,Resources/Y_C_D.png,Resources/G_C_L.png","low,low,high,high,high,low,low,high"
C,Y,D,Y_C_D.png,training,1,3,2,low,color,feet,G,Y,C,F,26,2_score.png,"Resources/Y_F_D.png,Resources/Y_C_L.png,Resources/G_F_L.png,Resources/G_C_D.png,Resources/G_F_D.png,Resources/Y_F_L.png,Resources/Y_C_D.png,Resources/G_C_L.png","low,low,high,high,high,low,low,high"
C,Y,L,Y_C_L.png,training,1,4,4,low,color,feet,G,Y,C,F,26,4_score.png,"Resources/Y_F_D.png,Resources/Y_C_L.png,Resources/G_F_L.png,Resources/G_C_D.png,Resources/G_F_D.png,Resources/Y_F_L.png,Resources/Y_C_D.png,Resources/G_C_L.png","low,low,high,high,high,low,low,high"
F,Y,D,Y_F_D.png,training,1,5,3,low,color,feet,G,Y,C,F,26,3_score.png,"Resources/Y_F_D.png,Resources/Y_C_L.png,Resources/G_F_L.png,Resources/G_C_D.png,Resources/G_F_D.png,Resources/Y_F_L.png,Resources/Y_C_D.png,Resources/G_C_L.png","low,low,high,high,high,low,low,high"
C,G,D,G_C_D.png,training,1,6,9,high,color,feet,G,Y,C,F,26,9_score.png,"Resources/Y_F_D.png,Resources/Y_C_L.png,Resources/G_F_L.png,Resources/G_C_D.png,Resources/G_F_D.png,Resources/Y_F_L.png,Resources/Y_C_D.png,Resources/G_C_L.png","low,low,high,high,high,low,low,high"
F,G,D,G_F_D.png,training,1,7,8,high,color,feet,G,Y,C,F,26,8_score.png,"Resources/Y_F_D.png,Resources/Y_C_L.png,Resources/G_F_L.png,Resources/G_C_D.png,Resources/G_F_D.png,Resources/Y_F_L.png,Resources/Y_C_D.png,Resources/G_C_L.png","low,low,high,high,high,low,low,high"
F,G,L,G_F_L.png,training,1,8,8,high,color,feet,G,Y,C,F,26,8_score.png,"Resources/Y_F_D.png,Resources/Y_C_L.png,Resources/G_F_L.png,Resources/G_C_D.png,Resources/G_F_D.png,Resources/Y_F_L.png,Resources/Y_C_D.png,Resources/G_C_L.png","low,low,high,high,high,low,low,high"
C,Y,D,Y_C_D.png,training,2,9,4,low,color,feet,G,Y,C,F,26,4_score.png,"Resources/Y_F_D.png,Resources/Y_C_L.png,Resources/G_F_L.png,Resources/G_C_D.png,Resources/G_F_D.png,Resources/Y_F_L.png,Resources/Y_C_D.png,Resources/G_C_L.png","low,low,high,high,high,low,low,high"
C,G,D,G_C_D.png,training,2,10,8,high,color,feet,G,Y,C,F,26,8_score.png,"Resources/Y_F_D.png,Resources/Y_C_L.png,Resources/G_F_L.png,Resources/G_C_D.png,Resources/G_F_D.png,Resources/Y_F_L.png,Resources/Y_C_D.png,Resources/G_C_L.png","low,low,high,high,high,low,low,high"
F,Y,D,Y_F_D.png,training,2,11,1,low,color,feet,G,Y,C,F,26,1_score.png,"Resources/Y_F_D.png,Resources/Y_C_L.png,Resources/G_F_L.png,Resources/G_C_D.png,Resources/G_F_D.png,Resources/Y_F_L.png,Resources/Y_C_D.png,Resources/G_C_L.png","low,low,high,high,high,low,low,high"
C,G,L,G_C_L.png,training,2,12,9,high,color,feet,G,Y,C,F,26,9_score.png,"Resources/Y_F_D.png,Resources/Y_C_L.png,Resources/G_F_L.png,Resources/G_C_D.png,Resources/G_F_D.png,Resources/Y_F_L.png,Resources/Y_C_D.png,Resources/G_C_L.png","low,low,high,high,high,low,low,high"
F,G,D,G_F_D.png,training,2,13,10,high,color,feet,G,Y,C,F,26,10_score.png,"Resources/Y_F_D.png,Resources/Y_C_L.png,Resources/G_F_L.png,Resources/G_C_D.png,Resources/G_F_D.png,Resources/Y_F_L.png,Resources/Y_C_D.png,Resources/G_C_L.png","low,low,high,high,high,low,low,high"
F,Y,L,Y_F_L.png,training,2,14,3,low,color,feet,G,Y,C,F,26,3_score.png,"Resources/Y_F_D.png,Resources/Y_C_L.png,Resources/G_F_L.png,Resources/G_C_D.png,Resources/G_F_D.png,Resources/Y_F_L.png,Resources/Y_C_D.png,Resources/G_C_L.png","low,low,high,high,high,low,low,high"
F,G,L,G_F_L.png,training,2,15,8,high,color,feet,G,Y,C,F,26,8_score.png,"Resources/Y_F_D.png,Resources/Y_C_L.png,Resources/G_F_L.png,Resources/G_C_D.png,Resources/G_F_D.png,Resources/Y_F_L.png,Resources/Y_C_D.png,Resources/G_C_L.png","low,low,high,high,high,low,low,high"
C,Y,L,Y_C_L.png,training,2,16,3,low,color,feet,G,Y,C,F,26,3_score.png,"Resources/Y_F_D.png,Resources/Y_C_L.png,Resources/G_F_L.png,Resources/G_C_D.png,Resources/G_F_D.png,Resources/Y_F_L.png,Resources/Y_C_D.png,Resources/G_C_L.png","low,low,high,high,high,low,low,high"
F,Y,L,Y_F_L.png,training,3,17,1,low,color,feet,G,Y,C,F,26,1_score.png,"Resources/Y_F_D.png,Resources/Y_C_L.png,Resources/G_F_L.png,Resources/G_C_D.png,Resources/G_F_D.png,Resources/Y_F_L.png,Resources/Y_C_D.png,Resources/G_C_L.png","low,low,high,high,high,low,low,high"
C,Y,D,Y_C_D.png,training,3,18,8,low,color,feet,G,Y,C,F,26,8_score.png,"Resources/Y_F_D.png,Resources/Y_C_L.png,Resources/G_F_L.png,Resources/G_C_D.png,Resources/G_F_D.png,Resources/Y_F_L.png,Resources/Y_C_D.png,Resources/G_C_L.png","low,low,high,high,high,low,low,high"
C,G,D,G_C_D.png,training,3,19,4,high,color,feet,G,Y,C,F,26,4_score.png,"Resources/Y_F_D.png,Resources/Y_C_L.png,Resources/G_F_L.png,Resources/G_C_D.png,Resources/G_F_D.png,Resources/Y_F_L.png,Resources/Y_C_D.png,Resources/G_C_L.png","low,low,high,high,high,low,low,high"
F,G,D,G_F_D.png,training,3,20,10,high,color,feet,G,Y,C,F,26,10_score.png,"Resources/Y_F_D.png,Resources/Y_C_L.png,Resources/G_F_L.png,Resources/G_C_D.png,Resources/G_F_D.png,Resources/Y_F_L.png,Resources/Y_C_D.png,Resources/G_C_L.png","low,low,high,high,high,low,low,high"
