feet,color,image_file,phase,rep,trial_num,fertility_score,category,relevant_dim,irrelevant_dim,feet_high,feet_low,color_high,color_low,participant_id,rep_image_file,images_list,testing_categories
F,G,G_F.png,training,1,1,5,high,feet,color,F,C,Y,G,27,5_score.png,"Resources/Y_F.png,Resources/Y_C.png,Resources/G_C.png,Resources/G_F.png","high,low,low,high"
C,Y,Y_C.png,training,1,2,3,low,feet,color,F,C,Y,G,27,3_score.png,"Resources/Y_F.png,Resources/Y_C.png,Resources/G_C.png,Resources/G_F.png","high,low,low,high"
C,G,G_C.png,training,1,3,1,low,feet,color,F,C,Y,G,27,1_score.png,"Resources/Y_F.png,Resources/Y_C.png,Resources/G_C.png,Resources/G_F.png","high,low,low,high"
F,Y,Y_F.png,training,1,4,7,high,feet,color,F,C,Y,G,27,7_score.png,"Resources/Y_F.png,Resources/Y_C.png,Resources/G_C.png,Resources/G_F.png","high,low,low,high"
F,G,G_F.png,training,2,5,4,high,feet,color,F,C,Y,G,27,4_score.png,"Resources/Y_F.png,Resources/Y_C.png,Resources/G_C.png,Resources/G_F.png","high,low,low,high"
C,Y,Y_C.png,training,2,6,6,low,feet,color,F,C,Y,G,27,6_score.png,"Resources/Y_F.png,Resources/Y_C.png,Resources/G_C.png,Resources/G_F.png","high,low,low,high"
C,G,G_C.png,training,2,7,4,low,feet,color,F,C,Y,G,27,4_score.png,"Resources/Y_F.png,Resources/Y_C.png,Resources/G_C.png,Resources/G_F.png","high,low,low,high"
F,Y,Y_F.png,training,2,8,7,high,feet,color,F,C,Y,G,27,7_score.png,"Resources/Y_F.png,Resources/Y_C.png,Resources/G_C.png,Resources/G_F.png","high,low,low,high"
C,Y,Y_C.png,training,3,9,2,low,feet,color,F,C,Y,G,27,2_score.png,"Resources/Y_F.png,Resources/Y_C.png,Resources/G_C.png,Resources/G_F.png","high,low,low,high"
F,Y,Y_F.png,training,3,10,8,high,feet,color,F,C,Y,G,27,8_score.png,"Resources/Y_F.png,Resources/Y_C.png,Resources/G_C.png,Resources/G_F.png","high,low,low,high"
F,G,G_F.png,training,3,11,10,high,feet,color,F,C,Y,G,27,10_score.png,"Resources/Y_F.png,Resources/Y_C.png,Resources/G_C.png,Resources/G_F.png","high,low,low,high"
C,G,G_C.png,training,3,12,3,low,feet,color,F,C,Y,G,27,3_score.png,"Resources/Y_F.png,Resources/Y_C.png,Resources/G_C.png,Resources/G_F.png","high,low,low,high"
