feet,color,image_file,phase,rep,trial_num,fertility_score,category,relevant_dim,irrelevant_dim,feet_high,feet_low,color_high,color_low,participant_id,rep_image_file,images_list,testing_categories
C,G,G_C.png,training,1,1,1,low,feet,color,F,C,G,Y,31,1_score.png,"Resources/Y_C.png,Resources/G_C.png,Resources/Y_F.png,Resources/G_F.png","low,low,high,high"
C,Y,Y_C.png,training,1,2,5,low,feet,color,F,C,G,Y,31,5_score.png,"Resources/Y_C.png,Resources/G_C.png,Resources/Y_F.png,Resources/G_F.png","low,low,high,high"
F,Y,Y_F.png,training,1,3,5,high,feet,color,F,C,G,Y,31,5_score.png,"Resources/Y_C.png,Resources/G_C.png,Resources/Y_F.png,Resources/G_F.png","low,low,high,high"
F,G,G_F.png,training,1,4,6,high,feet,color,F,C,G,Y,31,6_score.png,"Resources/Y_C.png,Resources/G_C.png,Resources/Y_F.png,Resources/G_F.png","low,low,high,high"
F,Y,Y_F.png,training,2,5,10,high,feet,color,F,C,G,Y,31,10_score.png,"Resources/Y_C.png,Resources/G_C.png,Resources/Y_F.png,Resources/G_F.png","low,low,high,high"
C,G,G_C.png,training,2,6,6,low,feet,color,F,C,G,Y,31,6_score.png,"Resources/Y_C.png,Resources/G_C.png,Resources/Y_F.png,Resources/G_F.png","low,low,high,high"
F,G,G_F.png,training,2,7,9,high,feet,color,F,C,G,Y,31,9_score.png,"Resources/Y_C.png,Resources/G_C.png,Resources/Y_F.png,Resources/G_F.png","low,low,high,high"
C,Y,Y_C.png,training,2,8,4,low,feet,color,F,C,G,Y,31,4_score.png,"Resources/Y_C.png,Resources/G_C.png,Resources/Y_F.png,Resources/G_F.png","low,low,high,high"
F,G,G_F.png,training,3,9,9,high,feet,color,F,C,G,Y,31,9_score.png,"Resources/Y_C.png,Resources/G_C.png,Resources/Y_F.png,Resources/G_F.png","low,low,high,high"
C,G,G_C.png,training,3,10,4,low,feet,color,F,C,G,Y,31,4_score.png,"Resources/Y_C.png,Resources/G_C.png,Resources/Y_F.png,Resources/G_F.png","low,low,high,high"
C,Y,Y_C.png,training,3,11,1,low,feet,color,F,C,G,Y,31,1_score.png,"Resources/Y_C.png,Resources/G_C.png,Resources/Y_F.png,Resources/G_F.png","low,low,high,high"
F,Y,Y_F.png,training,3,12,7,high,feet,color,F,C,G,Y,31,7_score.png,"Resources/Y_C.png,Resources/G_C.png,Resources/Y_F.png,Resources/G_F.png","low,low,high,high"
