feet,color,image_file,phase,rep,trial_num,fertility_score,category,relevant_dim,irrelevant_dim,feet_high,feet_low,color_high,color_low,participant_id,rep_image_file,images_list,testing_categories
F,G,G_F.png,training,1,1,4,low,feet,color,C,F,G,Y,29,4_score.png,"Resources/G_F.png,Resources/Y_C.png,Resources/G_C.png,Resources/Y_F.png","low,high,high,low"
F,Y,Y_F.png,training,1,2,6,low,feet,color,C,F,G,Y,29,6_score.png,"Resources/G_F.png,Resources/Y_C.png,Resources/G_C.png,Resources/Y_F.png","low,high,high,low"
C,Y,Y_C.png,training,1,3,6,high,feet,color,C,F,G,Y,29,6_score.png,"Resources/G_F.png,Resources/Y_C.png,Resources/G_C.png,Resources/Y_F.png","low,high,high,low"
C,G,G_C.png,training,1,4,8,high,feet,color,C,F,G,Y,29,8_score.png,"Resources/G_F.png,Resources/Y_C.png,Resources/G_C.png,Resources/Y_F.png","low,high,high,low"
C,Y,Y_C.png,training,2,5,2,high,feet,color,C,F,G,Y,29,2_score.png,"Resources/G_F.png,Resources/Y_C.png,Resources/G_C.png,Resources/Y_F.png","low,high,high,low"
F,Y,Y_F.png,training,2,6,4,low,feet,color,C,F,G,Y,29,4_score.png,"Resources/G_F.png,Resources/Y_C.png,Resources/G_C.png,Resources/Y_F.png","low,high,high,low"
C,G,G_C.png,training,2,7,4,high,feet,color,C,F,G,Y,29,4_score.png,"Resources/G_F.png,Resources/Y_C.png,Resources/G_C.png,Resources/Y_F.png","low,high,high,low"
F,G,G_F.png,training,2,8,6,low,feet,color,C,F,G,Y,29,6_score.png,"Resources/G_F.png,Resources/Y_C.png,Resources/G_C.png,Resources/Y_F.png","low,high,high,low"
C,Y,Y_C.png,training,3,9,8,high,feet,color,C,F,G,Y,29,8_score.png,"Resources/G_F.png,Resources/Y_C.png,Resources/G_C.png,Resources/Y_F.png","low,high,high,low"
F,Y,Y_F.png,training,3,10,4,low,feet,color,C,F,G,Y,29,4_score.png,"Resources/G_F.png,Resources/Y_C.png,Resources/G_C.png,Resources/Y_F.png","low,high,high,low"
C,G,G_C.png,training,3,11,9,high,feet,color,C,F,G,Y,29,9_score.png,"Resources/G_F.png,Resources/Y_C.png,Resources/G_C.png,Resources/Y_F.png","low,high,high,low"
F,G,G_F.png,training,3,12,3,low,feet,color,C,F,G,Y,29,3_score.png,"Resources/G_F.png,Resources/Y_C.png,Resources/G_C.png,Resources/Y_F.png","low,high,high,low"
