feet,color,image_file,phase,rep,trial_num,fertility_score,category,relevant_dim,irrelevant_dim,feet_high,feet_low,color_high,color_low,participant_id,rep_image_file,images_list,testing_categories
C,G,G_C.png,training,1,1,8,high,feet,color,C,F,G,Y,37,8_score.png,"Resources/Y_F.png,Resources/G_C.png,Resources/Y_C.png,Resources/G_F.png","low,high,high,low"
F,G,G_F.png,training,1,2,6,low,feet,color,C,F,G,Y,37,6_score.png,"Resources/Y_F.png,Resources/G_C.png,Resources/Y_C.png,Resources/G_F.png","low,high,high,low"
C,Y,Y_C.png,training,1,3,8,high,feet,color,C,F,G,Y,37,8_score.png,"Resources/Y_F.png,Resources/G_C.png,Resources/Y_C.png,Resources/G_F.png","low,high,high,low"
F,Y,Y_F.png,training,1,4,5,low,feet,color,C,F,G,Y,37,5_score.png,"Resources/Y_F.png,Resources/G_C.png,Resources/Y_C.png,Resources/G_F.png","low,high,high,low"
C,G,G_C.png,training,2,5,9,high,feet,color,C,F,G,Y,37,9_score.png,"Resources/Y_F.png,Resources/G_C.png,Resources/Y_C.png,Resources/G_F.png","low,high,high,low"
F,G,G_F.png,training,2,6,7,low,feet,color,C,F,G,Y,37,7_score.png,"Resources/Y_F.png,Resources/G_C.png,Resources/Y_C.png,Resources/G_F.png","low,high,high,low"
C,Y,Y_C.png,training,2,7,6,high,feet,color,C,F,G,Y,37,6_score.png,"Resources/Y_F.png,Resources/G_C.png,Resources/Y_C.png,Resources/G_F.png","low,high,high,low"
F,Y,Y_F.png,training,2,8,8,low,feet,color,C,F,G,Y,37,8_score.png,"Resources/Y_F.png,Resources/G_C.png,Resources/Y_C.png,Resources/G_F.png","low,high,high,low"
F,Y,Y_F.png,training,3,9,3,low,feet,color,C,F,G,Y,37,3_score.png,"Resources/Y_F.png,Resources/G_C.png,Resources/Y_C.png,Resources/G_F.png","low,high,high,low"
C,Y,Y_C.png,training,3,10,5,high,feet,color,C,F,G,Y,37,5_score.png,"Resources/Y_F.png,Resources/G_C.png,Resources/Y_C.png,Resources/G_F.png","low,high,high,low"
C,G,G_C.png,training,3,11,7,high,feet,color,C,F,G,Y,37,7_score.png,"Resources/Y_F.png,Resources/G_C.png,Resources/Y_C.png,Resources/G_F.png","low,high,high,low"
F,G,G_F.png,training,3,12,5,low,feet,color,C,F,G,Y,37,5_score.png,"Resources/Y_F.png,Resources/G_C.png,Resources/Y_C.png,Resources/G_F.png","low,high,high,low"
