wing,color,tail,image_file,phase,rep,trial_num,food_amount,category,relevant_dim_1,relevant_dim_2,irrelevant_dim,tail_high,tail_low,wing_high,wing_low,wing_rel,color_rel,tail_rel,color_high,color_low,participant_id,food_image_file,images_list,testing_categories
T,B,S,T_B_S.png,training,1,1,4,medium,tail,wing,color,C,S,T,N,H2,I2,L1,B,Y,125,4_food.png,"Resources/T_Y_C.png,Resources/T_B_C.png,Resources/N_Y_C.png,Resources/T_B_S.png,Resources/N_B_C.png,Resources/T_Y_S.png,Resources/N_B_S.png,Resources/N_Y_S.png","high,high,medium,medium,medium,medium,low,low"
N,Y,S,N_Y_S.png,training,1,2,3,low,tail,wing,color,C,S,T,N,L2,I1,L1,B,Y,125,3_food.png,"Resources/T_Y_C.png,Resources/T_B_C.png,Resources/N_Y_C.png,Resources/T_B_S.png,Resources/N_B_C.png,Resources/T_Y_S.png,Resources/N_B_S.png,Resources/N_Y_S.png","high,high,medium,medium,medium,medium,low,low"
T,Y,S,T_Y_S.png,training,1,3,4,medium,tail,wing,color,C,S,T,N,H2,I1,L1,B,Y,125,4_food.png,"Resources/T_Y_C.png,Resources/T_B_C.png,Resources/N_Y_C.png,Resources/T_B_S.png,Resources/N_B_C.png,Resources/T_Y_S.png,Resources/N_B_S.png,Resources/N_Y_S.png","high,high,medium,medium,medium,medium,low,low"
T,Y,C,T_Y_C.png,training,1,4,4,high,tail,wing,color,C,S,T,N,H2,I1,H1,B,Y,125,4_food.png,"Resources/T_Y_C.png,Resources/T_B_C.png,Resources/N_Y_C.png,Resources/T_B_S.png,Resources/N_B_C.png,Resources/T_Y_S.png,Resources/N_B_S.png,Resources/N_Y_S.png","high,high,medium,medium,medium,medium,low,low"
N,Y,C,N_Y_C.png,training,1,5,6,medium,tail,wing,color,C,S,T,N,L2,I1,H1,B,Y,125,6_food.png,"Resources/T_Y_C.png,Resources/T_B_C.png,Resources/N_Y_C.png,Resources/T_B_S.png,Resources/N_B_C.png,Resources/T_Y_S.png,Resources/N_B_S.png,Resources/N_Y_S.png","high,high,medium,medium,medium,medium,low,low"
N,B,C,N_B_C.png,training,1,6,8,medium,tail,wing,color,C,S,T,N,L2,I2,H1,B,Y,125,8_food.png,"Resources/T_Y_C.png,Resources/T_B_C.png,Resources/N_Y_C.png,Resources/T_B_S.png,Resources/N_B_C.png,Resources/T_Y_S.png,Resources/N_B_S.png,Resources/N_Y_S.png","high,high,medium,medium,medium,medium,low,low"
T,B,C,T_B_C.png,training,1,7,4,high,tail,wing,color,C,S,T,N,H2,I2,H1,B,Y,125,4_food.png,"Resources/T_Y_C.png,Resources/T_B_C.png,Resources/N_Y_C.png,Resources/T_B_S.png,Resources/N_B_C.png,Resources/T_Y_S.png,Resources/N_B_S.png,Resources/N_Y_S.png","high,high,medium,medium,medium,medium,low,low"
N,B,S,N_B_S.png,training,1,8,4,low,tail,wing,color,C,S,T,N,L2,I2,L1,B,Y,125,4_food.png,"Resources/T_Y_C.png,Resources/T_B_C.png,Resources/N_Y_C.png,Resources/T_B_S.png,Resources/N_B_C.png,Resources/T_Y_S.png,Resources/N_B_S.png,Resources/N_Y_S.png","high,high,medium,medium,medium,medium,low,low"
N,B,S,N_B_S.png,training,2,9,3,low,tail,wing,color,C,S,T,N,L2,I2,L1,B,Y,125,3_food.png,"Resources/T_Y_C.png,Resources/T_B_C.png,Resources/N_Y_C.png,Resources/T_B_S.png,Resources/N_B_C.png,Resources/T_Y_S.png,Resources/N_B_S.png,Resources/N_Y_S.png","high,high,medium,medium,medium,medium,low,low"
N,Y,S,N_Y_S.png,training,2,10,1,low,tail,wing,color,C,S,T,N,L2,I1,L1,B,Y,125,1_food.png,"Resources/T_Y_C.png,Resources/T_B_C.png,Resources/N_Y_C.png,Resources/T_B_S.png,Resources/N_B_C.png,Resources/T_Y_S.png,Resources/N_B_S.png,Resources/N_Y_S.png","high,high,medium,medium,medium,medium,low,low"
T,B,C,T_B_C.png,training,2,11,7,high,tail,wing,color,C,S,T,N,H2,I2,H1,B,Y,125,7_food.png,"Resources/T_Y_C.png,Resources/T_B_C.png,Resources/N_Y_C.png,Resources/T_B_S.png,Resources/N_B_C.png,Resources/T_Y_S.png,Resources/N_B_S.png,Resources/N_Y_S.png","high,high,medium,medium,medium,medium,low,low"
T,B,S,T_B_S.png,training,2,12,6,medium,tail,wing,color,C,S,T,N,H2,I2,L1,B,Y,125,6_food.png,"Resources/T_Y_C.png,Resources/T_B_C.png,Resources/N_Y_C.png,Resources/T_B_S.png,Resources/N_B_C.png,Resources/T_Y_S.png,Resources/N_B_S.png,Resources/N_Y_S.png","high,high,medium,medium,medium,medium,low,low"
N,Y,C,N_Y_C.png,training,2,13,4,medium,tail,wing,color,C,S,T,N,L2,I1,H1,B,Y,125,4_food.png,"Resources/T_Y_C.png,Resources/T_B_C.png,Resources/N_Y_C.png,Resources/T_B_S.png,Resources/N_B_C.png,Resources/T_Y_S.png,Resources/N_B_S.png,Resources/N_Y_S.png","high,high,medium,medium,medium,medium,low,low"
N,B,C,N_B_C.png,training,2,14,6,medium,tail,wing,color,C,S,T,N,L2,I2,H1,B,Y,125,6_food.png,"Resources/T_Y_C.png,Resources/T_B_C.png,Resources/N_Y_C.png,Resources/T_B_S.png,Resources/N_B_C.png,Resources/T_Y_S.png,Resources/N_B_S.png,Resources/N_Y_S.png","high,high,medium,medium,medium,medium,low,low"
T,Y,C,T_Y_C.png,training,2,15,8,high,tail,wing,color,C,S,T,N,H2,I1,H1,B,Y,125,8_food.png,"Resources/T_Y_C.png,Resources/T_B_C.png,Resources/N_Y_C.png,Resources/T_B_S.png,Resources/N_B_C.png,Resources/T_Y_S.png,Resources/N_B_S.png,Resources/N_Y_S.png","high,high,medium,medium,medium,medium,low,low"
T,Y,S,T_Y_S.png,training,2,16,4,medium,tail,wing,color,C,S,T,N,H2,I1,L1,B,Y,125,4_food.png,"Resources/T_Y_C.png,Resources/T_B_C.png,Resources/N_Y_C.png,Resources/T_B_S.png,Resources/N_B_C.png,Resources/T_Y_S.png,Resources/N_B_S.png,Resources/N_Y_S.png","high,high,medium,medium,medium,medium,low,low"
T,Y,C,T_Y_C.png,training,3,17,4,high,tail,wing,color,C,S,T,N,H2,I1,H1,B,Y,125,4_food.png,"Resources/T_Y_C.png,Resources/T_B_C.png,Resources/N_Y_C.png,Resources/T_B_S.png,Resources/N_B_C.png,Resources/T_Y_S.png,Resources/N_B_S.png,Resources/N_Y_S.png","high,high,medium,medium,medium,medium,low,low"
T,B,S,T_B_S.png,training,3,18,3,medium,tail,wing,color,C,S,T,N,H2,I2,L1,B,Y,125,3_food.png,"Resources/T_Y_C.png,Resources/T_B_C.png,Resources/N_Y_C.png,Resources/T_B_S.png,Resources/N_B_C.png,Resources/T_Y_S.png,Resources/N_B_S.png,Resources/N_Y_S.png","high,high,medium,medium,medium,medium,low,low"
T,Y,S,T_Y_S.png,training,3,19,6,medium,tail,wing,color,C,S,T,N,H2,I1,L1,B,Y,125,6_food.png,"Resources/T_Y_C.png,Resources/T_B_C.png,Resources/N_Y_C.png,Resources/T_B_S.png,Resources/N_B_C.png,Resources/T_Y_S.png,Resources/N_B_S.png,Resources/N_Y_S.png","high,high,medium,medium,medium,medium,low,low"
N,B,S,N_B_S.png,training,3,20,1,low,tail,wing,color,C,S,T,N,L2,I2,L1,B,Y,125,1_food.png,"Resources/T_Y_C.png,Resources/T_B_C.png,Resources/N_Y_C.png,Resources/T_B_S.png,Resources/N_B_C.png,Resources/T_Y_S.png,Resources/N_B_S.png,Resources/N_Y_S.png","high,high,medium,medium,medium,medium,low,low"
N,Y,S,N_Y_S.png,training,3,21,2,low,tail,wing,color,C,S,T,N,L2,I1,L1,B,Y,125,2_food.png,"Resources/T_Y_C.png,Resources/T_B_C.png,Resources/N_Y_C.png,Resources/T_B_S.png,Resources/N_B_C.png,Resources/T_Y_S.png,Resources/N_B_S.png,Resources/N_Y_S.png","high,high,medium,medium,medium,medium,low,low"
N,Y,C,N_Y_C.png,training,3,22,5,medium,tail,wing,color,C,S,T,N,L2,I1,H1,B,Y,125,5_food.png,"Resources/T_Y_C.png,Resources/T_B_C.png,Resources/N_Y_C.png,Resources/T_B_S.png,Resources/N_B_C.png,Resources/T_Y_S.png,Resources/N_B_S.png,Resources/N_Y_S.png","high,high,medium,medium,medium,medium,low,low"
