wing,color,tail,image_file,phase,rep,trial_num,food_amount,category,relevant_dim_1,relevant_dim_2,irrelevant_dim,color_high,color_low,wing_high,wing_low,wing_rel,color_rel,tail_rel,tail_high,tail_low,participant_id,food_image_file,images_list,testing_categories
T,Y,S,T_Y_S.png,training,1,1,6,medium,color,wing,tail,Y,B,N,T,L2,H1,I2,C,S,155,6_food.png,"Resources/N_B_C.png,Resources/T_B_C.png,Resources/T_B_S.png,Resources/T_Y_S.png,Resources/N_B_S.png,Resources/N_Y_C.png,Resources/N_Y_S.png,Resources/T_Y_C.png","medium,low,low,medium,medium,high,high,medium"
T,B,C,T_B_C.png,training,1,2,4,low,color,wing,tail,Y,B,N,T,L2,L1,I1,C,S,155,4_food.png,"Resources/N_B_C.png,Resources/T_B_C.png,Resources/T_B_S.png,Resources/T_Y_S.png,Resources/N_B_S.png,Resources/N_Y_C.png,Resources/N_Y_S.png,Resources/T_Y_C.png","medium,low,low,medium,medium,high,high,medium"
N,B,C,N_B_C.png,training,1,3,7,medium,color,wing,tail,Y,B,N,T,H2,L1,I1,C,S,155,7_food.png,"Resources/N_B_C.png,Resources/T_B_C.png,Resources/T_B_S.png,Resources/T_Y_S.png,Resources/N_B_S.png,Resources/N_Y_C.png,Resources/N_Y_S.png,Resources/T_Y_C.png","medium,low,low,medium,medium,high,high,medium"
N,B,S,N_B_S.png,training,1,4,5,medium,color,wing,tail,Y,B,N,T,H2,L1,I2,C,S,155,5_food.png,"Resources/N_B_C.png,Resources/T_B_C.png,Resources/T_B_S.png,Resources/T_Y_S.png,Resources/N_B_S.png,Resources/N_Y_C.png,Resources/N_Y_S.png,Resources/T_Y_C.png","medium,low,low,medium,medium,high,high,medium"
T,B,S,T_B_S.png,training,1,5,6,low,color,wing,tail,Y,B,N,T,L2,L1,I2,C,S,155,6_food.png,"Resources/N_B_C.png,Resources/T_B_C.png,Resources/T_B_S.png,Resources/T_Y_S.png,Resources/N_B_S.png,Resources/N_Y_C.png,Resources/N_Y_S.png,Resources/T_Y_C.png","medium,low,low,medium,medium,high,high,medium"
N,Y,C,N_Y_C.png,training,1,6,9,high,color,wing,tail,Y,B,N,T,H2,H1,I1,C,S,155,9_food.png,"Resources/N_B_C.png,Resources/T_B_C.png,Resources/T_B_S.png,Resources/T_Y_S.png,Resources/N_B_S.png,Resources/N_Y_C.png,Resources/N_Y_S.png,Resources/T_Y_C.png","medium,low,low,medium,medium,high,high,medium"
N,Y,S,N_Y_S.png,training,1,7,8,high,color,wing,tail,Y,B,N,T,H2,H1,I2,C,S,155,8_food.png,"Resources/N_B_C.png,Resources/T_B_C.png,Resources/T_B_S.png,Resources/T_Y_S.png,Resources/N_B_S.png,Resources/N_Y_C.png,Resources/N_Y_S.png,Resources/T_Y_C.png","medium,low,low,medium,medium,high,high,medium"
T,Y,C,T_Y_C.png,training,1,8,6,medium,color,wing,tail,Y,B,N,T,L2,H1,I1,C,S,155,6_food.png,"Resources/N_B_C.png,Resources/T_B_C.png,Resources/T_B_S.png,Resources/T_Y_S.png,Resources/N_B_S.png,Resources/N_Y_C.png,Resources/N_Y_S.png,Resources/T_Y_C.png","medium,low,low,medium,medium,high,high,medium"
T,Y,S,T_Y_S.png,training,2,9,2,medium,color,wing,tail,Y,B,N,T,L2,H1,I2,C,S,155,2_food.png,"Resources/N_B_C.png,Resources/T_B_C.png,Resources/T_B_S.png,Resources/T_Y_S.png,Resources/N_B_S.png,Resources/N_Y_C.png,Resources/N_Y_S.png,Resources/T_Y_C.png","medium,low,low,medium,medium,high,high,medium"
T,B,S,T_B_S.png,training,2,10,3,low,color,wing,tail,Y,B,N,T,L2,L1,I2,C,S,155,3_food.png,"Resources/N_B_C.png,Resources/T_B_C.png,Resources/T_B_S.png,Resources/T_Y_S.png,Resources/N_B_S.png,Resources/N_Y_C.png,Resources/N_Y_S.png,Resources/T_Y_C.png","medium,low,low,medium,medium,high,high,medium"
T,B,C,T_B_C.png,training,2,11,1,low,color,wing,tail,Y,B,N,T,L2,L1,I1,C,S,155,1_food.png,"Resources/N_B_C.png,Resources/T_B_C.png,Resources/T_B_S.png,Resources/T_Y_S.png,Resources/N_B_S.png,Resources/N_Y_C.png,Resources/N_Y_S.png,Resources/T_Y_C.png","medium,low,low,medium,medium,high,high,medium"
T,Y,C,T_Y_C.png,training,2,12,6,medium,color,wing,tail,Y,B,N,T,L2,H1,I1,C,S,155,6_food.png,"Resources/N_B_C.png,Resources/T_B_C.png,Resources/T_B_S.png,Resources/T_Y_S.png,Resources/N_B_S.png,Resources/N_Y_C.png,Resources/N_Y_S.png,Resources/T_Y_C.png","medium,low,low,medium,medium,high,high,medium"
N,Y,S,N_Y_S.png,training,2,13,6,high,color,wing,tail,Y,B,N,T,H2,H1,I2,C,S,155,6_food.png,"Resources/N_B_C.png,Resources/T_B_C.png,Resources/T_B_S.png,Resources/T_Y_S.png,Resources/N_B_S.png,Resources/N_Y_C.png,Resources/N_Y_S.png,Resources/T_Y_C.png","medium,low,low,medium,medium,high,high,medium"
N,B,C,N_B_C.png,training,2,14,5,medium,color,wing,tail,Y,B,N,T,H2,L1,I1,C,S,155,5_food.png,"Resources/N_B_C.png,Resources/T_B_C.png,Resources/T_B_S.png,Resources/T_Y_S.png,Resources/N_B_S.png,Resources/N_Y_C.png,Resources/N_Y_S.png,Resources/T_Y_C.png","medium,low,low,medium,medium,high,high,medium"
N,Y,C,N_Y_C.png,training,2,15,10,high,color,wing,tail,Y,B,N,T,H2,H1,I1,C,S,155,10_food.png,"Resources/N_B_C.png,Resources/T_B_C.png,Resources/T_B_S.png,Resources/T_Y_S.png,Resources/N_B_S.png,Resources/N_Y_C.png,Resources/N_Y_S.png,Resources/T_Y_C.png","medium,low,low,medium,medium,high,high,medium"
N,B,S,N_B_S.png,training,2,16,5,medium,color,wing,tail,Y,B,N,T,H2,L1,I2,C,S,155,5_food.png,"Resources/N_B_C.png,Resources/T_B_C.png,Resources/T_B_S.png,Resources/T_Y_S.png,Resources/N_B_S.png,Resources/N_Y_C.png,Resources/N_Y_S.png,Resources/T_Y_C.png","medium,low,low,medium,medium,high,high,medium"
N,B,S,N_B_S.png,training,3,17,4,medium,color,wing,tail,Y,B,N,T,H2,L1,I2,C,S,155,4_food.png,"Resources/N_B_C.png,Resources/T_B_C.png,Resources/T_B_S.png,Resources/T_Y_S.png,Resources/N_B_S.png,Resources/N_Y_C.png,Resources/N_Y_S.png,Resources/T_Y_C.png","medium,low,low,medium,medium,high,high,medium"
T,B,S,T_B_S.png,training,3,18,4,low,color,wing,tail,Y,B,N,T,L2,L1,I2,C,S,155,4_food.png,"Resources/N_B_C.png,Resources/T_B_C.png,Resources/T_B_S.png,Resources/T_Y_S.png,Resources/N_B_S.png,Resources/N_Y_C.png,Resources/N_Y_S.png,Resources/T_Y_C.png","medium,low,low,medium,medium,high,high,medium"
T,B,C,T_B_C.png,training,3,19,4,low,color,wing,tail,Y,B,N,T,L2,L1,I1,C,S,155,4_food.png,"Resources/N_B_C.png,Resources/T_B_C.png,Resources/T_B_S.png,Resources/T_Y_S.png,Resources/N_B_S.png,Resources/N_Y_C.png,Resources/N_Y_S.png,Resources/T_Y_C.png","medium,low,low,medium,medium,high,high,medium"
N,Y,C,N_Y_C.png,training,3,20,9,high,color,wing,tail,Y,B,N,T,H2,H1,I1,C,S,155,9_food.png,"Resources/N_B_C.png,Resources/T_B_C.png,Resources/T_B_S.png,Resources/T_Y_S.png,Resources/N_B_S.png,Resources/N_Y_C.png,Resources/N_Y_S.png,Resources/T_Y_C.png","medium,low,low,medium,medium,high,high,medium"
T,Y,C,T_Y_C.png,training,3,21,4,medium,color,wing,tail,Y,B,N,T,L2,H1,I1,C,S,155,4_food.png,"Resources/N_B_C.png,Resources/T_B_C.png,Resources/T_B_S.png,Resources/T_Y_S.png,Resources/N_B_S.png,Resources/N_Y_C.png,Resources/N_Y_S.png,Resources/T_Y_C.png","medium,low,low,medium,medium,high,high,medium"
N,Y,S,N_Y_S.png,training,3,22,7,high,color,wing,tail,Y,B,N,T,H2,H1,I2,C,S,155,7_food.png,"Resources/N_B_C.png,Resources/T_B_C.png,Resources/T_B_S.png,Resources/T_Y_S.png,Resources/N_B_S.png,Resources/N_Y_C.png,Resources/N_Y_S.png,Resources/T_Y_C.png","medium,low,low,medium,medium,high,high,medium"
T,Y,S,T_Y_S.png,training,3,23,6,medium,color,wing,tail,Y,B,N,T,L2,H1,I2,C,S,155,6_food.png,"Resources/N_B_C.png,Resources/T_B_C.png,Resources/T_B_S.png,Resources/T_Y_S.png,Resources/N_B_S.png,Resources/N_Y_C.png,Resources/N_Y_S.png,Resources/T_Y_C.png","medium,low,low,medium,medium,high,high,medium"
N,B,C,N_B_C.png,training,3,24,5,medium,color,wing,tail,Y,B,N,T,H2,L1,I1,C,S,155,5_food.png,"Resources/N_B_C.png,Resources/T_B_C.png,Resources/T_B_S.png,Resources/T_Y_S.png,Resources/N_B_S.png,Resources/N_Y_C.png,Resources/N_Y_S.png,Resources/T_Y_C.png","medium,low,low,medium,medium,high,high,medium"
