wing,color,tail,image_file,phase,rep,trial_num,food_amount,category,relevant_dim_1,relevant_dim_2,irrelevant_dim,color_high,color_low,wing_high,wing_low,wing_rel,color_rel,tail_rel,tail_high,tail_low,participant_id,food_image_file,images_list,testing_categories
T,Y,S,T_Y_S.png,training,1,1,7,medium,color,wing,tail,Y,B,N,T,L2,H1,I1,C,S,135,7_food.png,"Resources/N_Y_C.png,Resources/T_B_C.png,Resources/T_B_S.png,Resources/N_Y_S.png,Resources/N_B_S.png,Resources/N_B_C.png,Resources/T_Y_S.png,Resources/T_Y_C.png","high,low,low,high,medium,medium,medium,medium"
T,Y,C,T_Y_C.png,training,1,2,5,medium,color,wing,tail,Y,B,N,T,L2,H1,I2,C,S,135,5_food.png,"Resources/N_Y_C.png,Resources/T_B_C.png,Resources/T_B_S.png,Resources/N_Y_S.png,Resources/N_B_S.png,Resources/N_B_C.png,Resources/T_Y_S.png,Resources/T_Y_C.png","high,low,low,high,medium,medium,medium,medium"
N,B,C,N_B_C.png,training,1,3,3,medium,color,wing,tail,Y,B,N,T,H2,L1,I2,C,S,135,3_food.png,"Resources/N_Y_C.png,Resources/T_B_C.png,Resources/T_B_S.png,Resources/N_Y_S.png,Resources/N_B_S.png,Resources/N_B_C.png,Resources/T_Y_S.png,Resources/T_Y_C.png","high,low,low,high,medium,medium,medium,medium"
N,B,S,N_B_S.png,training,1,4,6,medium,color,wing,tail,Y,B,N,T,H2,L1,I1,C,S,135,6_food.png,"Resources/N_Y_C.png,Resources/T_B_C.png,Resources/T_B_S.png,Resources/N_Y_S.png,Resources/N_B_S.png,Resources/N_B_C.png,Resources/T_Y_S.png,Resources/T_Y_C.png","high,low,low,high,medium,medium,medium,medium"
T,B,S,T_B_S.png,training,1,5,1,low,color,wing,tail,Y,B,N,T,L2,L1,I1,C,S,135,1_food.png,"Resources/N_Y_C.png,Resources/T_B_C.png,Resources/T_B_S.png,Resources/N_Y_S.png,Resources/N_B_S.png,Resources/N_B_C.png,Resources/T_Y_S.png,Resources/T_Y_C.png","high,low,low,high,medium,medium,medium,medium"
N,Y,C,N_Y_C.png,training,1,6,5,high,color,wing,tail,Y,B,N,T,H2,H1,I2,C,S,135,5_food.png,"Resources/N_Y_C.png,Resources/T_B_C.png,Resources/T_B_S.png,Resources/N_Y_S.png,Resources/N_B_S.png,Resources/N_B_C.png,Resources/T_Y_S.png,Resources/T_Y_C.png","high,low,low,high,medium,medium,medium,medium"
N,Y,S,N_Y_S.png,training,1,7,5,high,color,wing,tail,Y,B,N,T,H2,H1,I1,C,S,135,5_food.png,"Resources/N_Y_C.png,Resources/T_B_C.png,Resources/T_B_S.png,Resources/N_Y_S.png,Resources/N_B_S.png,Resources/N_B_C.png,Resources/T_Y_S.png,Resources/T_Y_C.png","high,low,low,high,medium,medium,medium,medium"
T,B,C,T_B_C.png,training,1,8,5,low,color,wing,tail,Y,B,N,T,L2,L1,I2,C,S,135,5_food.png,"Resources/N_Y_C.png,Resources/T_B_C.png,Resources/T_B_S.png,Resources/N_Y_S.png,Resources/N_B_S.png,Resources/N_B_C.png,Resources/T_Y_S.png,Resources/T_Y_C.png","high,low,low,high,medium,medium,medium,medium"
N,B,C,N_B_C.png,training,2,9,5,medium,color,wing,tail,Y,B,N,T,H2,L1,I2,C,S,135,5_food.png,"Resources/N_Y_C.png,Resources/T_B_C.png,Resources/T_B_S.png,Resources/N_Y_S.png,Resources/N_B_S.png,Resources/N_B_C.png,Resources/T_Y_S.png,Resources/T_Y_C.png","high,low,low,high,medium,medium,medium,medium"
T,B,C,T_B_C.png,training,2,10,4,low,color,wing,tail,Y,B,N,T,L2,L1,I2,C,S,135,4_food.png,"Resources/N_Y_C.png,Resources/T_B_C.png,Resources/T_B_S.png,Resources/N_Y_S.png,Resources/N_B_S.png,Resources/N_B_C.png,Resources/T_Y_S.png,Resources/T_Y_C.png","high,low,low,high,medium,medium,medium,medium"
T,Y,C,T_Y_C.png,training,2,11,6,medium,color,wing,tail,Y,B,N,T,L2,H1,I2,C,S,135,6_food.png,"Resources/N_Y_C.png,Resources/T_B_C.png,Resources/T_B_S.png,Resources/N_Y_S.png,Resources/N_B_S.png,Resources/N_B_C.png,Resources/T_Y_S.png,Resources/T_Y_C.png","high,low,low,high,medium,medium,medium,medium"
N,Y,S,N_Y_S.png,training,2,12,6,high,color,wing,tail,Y,B,N,T,H2,H1,I1,C,S,135,6_food.png,"Resources/N_Y_C.png,Resources/T_B_C.png,Resources/T_B_S.png,Resources/N_Y_S.png,Resources/N_B_S.png,Resources/N_B_C.png,Resources/T_Y_S.png,Resources/T_Y_C.png","high,low,low,high,medium,medium,medium,medium"
T,Y,S,T_Y_S.png,training,2,13,3,medium,color,wing,tail,Y,B,N,T,L2,H1,I1,C,S,135,3_food.png,"Resources/N_Y_C.png,Resources/T_B_C.png,Resources/T_B_S.png,Resources/N_Y_S.png,Resources/N_B_S.png,Resources/N_B_C.png,Resources/T_Y_S.png,Resources/T_Y_C.png","high,low,low,high,medium,medium,medium,medium"
T,B,S,T_B_S.png,training,2,14,2,low,color,wing,tail,Y,B,N,T,L2,L1,I1,C,S,135,2_food.png,"Resources/N_Y_C.png,Resources/T_B_C.png,Resources/T_B_S.png,Resources/N_Y_S.png,Resources/N_B_S.png,Resources/N_B_C.png,Resources/T_Y_S.png,Resources/T_Y_C.png","high,low,low,high,medium,medium,medium,medium"
N,Y,C,N_Y_C.png,training,2,15,8,high,color,wing,tail,Y,B,N,T,H2,H1,I2,C,S,135,8_food.png,"Resources/N_Y_C.png,Resources/T_B_C.png,Resources/T_B_S.png,Resources/N_Y_S.png,Resources/N_B_S.png,Resources/N_B_C.png,Resources/T_Y_S.png,Resources/T_Y_C.png","high,low,low,high,medium,medium,medium,medium"
