wing,color,tail,image_file,phase,rep,trial_num,food_amount,category,relevant_dim_1,relevant_dim_2,irrelevant_dim,wing_high,wing_low,tail_high,tail_low,wing_rel,color_rel,tail_rel,color_high,color_low,participant_id,food_image_file,images_list,testing_categories
N,Y,C,N_Y_C.png,training,1,1,4,medium,wing,tail,color,T,N,C,S,L1,I2,H2,B,Y,57,4_food.png,"Resources/N_B_C.png,Resources/N_B_S.png,Resources/T_B_S.png,Resources/T_Y_S.png,Resources/N_Y_C.png,Resources/N_Y_S.png,Resources/T_B_C.png,Resources/T_Y_C.png","medium,low,medium,medium,medium,low,high,high"
T,B,C,T_B_C.png,training,1,2,6,high,wing,tail,color,T,N,C,S,H1,I1,H2,B,Y,57,6_food.png,"Resources/N_B_C.png,Resources/N_B_S.png,Resources/T_B_S.png,Resources/T_Y_S.png,Resources/N_Y_C.png,Resources/N_Y_S.png,Resources/T_B_C.png,Resources/T_Y_C.png","medium,low,medium,medium,medium,low,high,high"
T,B,S,T_B_S.png,training,1,3,8,medium,wing,tail,color,T,N,C,S,H1,I1,L2,B,Y,57,8_food.png,"Resources/N_B_C.png,Resources/N_B_S.png,Resources/T_B_S.png,Resources/T_Y_S.png,Resources/N_Y_C.png,Resources/N_Y_S.png,Resources/T_B_C.png,Resources/T_Y_C.png","medium,low,medium,medium,medium,low,high,high"
N,B,S,N_B_S.png,training,1,4,3,low,wing,tail,color,T,N,C,S,L1,I1,L2,B,Y,57,3_food.png,"Resources/N_B_C.png,Resources/N_B_S.png,Resources/T_B_S.png,Resources/T_Y_S.png,Resources/N_Y_C.png,Resources/N_Y_S.png,Resources/T_B_C.png,Resources/T_Y_C.png","medium,low,medium,medium,medium,low,high,high"
T,Y,S,T_Y_S.png,training,1,5,7,medium,wing,tail,color,T,N,C,S,H1,I2,L2,B,Y,57,7_food.png,"Resources/N_B_C.png,Resources/N_B_S.png,Resources/T_B_S.png,Resources/T_Y_S.png,Resources/N_Y_C.png,Resources/N_Y_S.png,Resources/T_B_C.png,Resources/T_Y_C.png","medium,low,medium,medium,medium,low,high,high"
N,Y,S,N_Y_S.png,training,1,6,3,low,wing,tail,color,T,N,C,S,L1,I2,L2,B,Y,57,3_food.png,"Resources/N_B_C.png,Resources/N_B_S.png,Resources/T_B_S.png,Resources/T_Y_S.png,Resources/N_Y_C.png,Resources/N_Y_S.png,Resources/T_B_C.png,Resources/T_Y_C.png","medium,low,medium,medium,medium,low,high,high"
T,Y,C,T_Y_C.png,training,1,7,7,high,wing,tail,color,T,N,C,S,H1,I2,H2,B,Y,57,7_food.png,"Resources/N_B_C.png,Resources/N_B_S.png,Resources/T_B_S.png,Resources/T_Y_S.png,Resources/N_Y_C.png,Resources/N_Y_S.png,Resources/T_B_C.png,Resources/T_Y_C.png","medium,low,medium,medium,medium,low,high,high"
N,B,C,N_B_C.png,training,1,8,4,medium,wing,tail,color,T,N,C,S,L1,I1,H2,B,Y,57,4_food.png,"Resources/N_B_C.png,Resources/N_B_S.png,Resources/T_B_S.png,Resources/T_Y_S.png,Resources/N_Y_C.png,Resources/N_Y_S.png,Resources/T_B_C.png,Resources/T_Y_C.png","medium,low,medium,medium,medium,low,high,high"
T,B,S,T_B_S.png,training,2,9,3,medium,wing,tail,color,T,N,C,S,H1,I1,L2,B,Y,57,3_food.png,"Resources/N_B_C.png,Resources/N_B_S.png,Resources/T_B_S.png,Resources/T_Y_S.png,Resources/N_Y_C.png,Resources/N_Y_S.png,Resources/T_B_C.png,Resources/T_Y_C.png","medium,low,medium,medium,medium,low,high,high"
N,B,S,N_B_S.png,training,2,10,7,low,wing,tail,color,T,N,C,S,L1,I1,L2,B,Y,57,7_food.png,"Resources/N_B_C.png,Resources/N_B_S.png,Resources/T_B_S.png,Resources/T_Y_S.png,Resources/N_Y_C.png,Resources/N_Y_S.png,Resources/T_B_C.png,Resources/T_Y_C.png","medium,low,medium,medium,medium,low,high,high"
N,Y,C,N_Y_C.png,training,2,11,5,medium,wing,tail,color,T,N,C,S,L1,I2,H2,B,Y,57,5_food.png,"Resources/N_B_C.png,Resources/N_B_S.png,Resources/T_B_S.png,Resources/T_Y_S.png,Resources/N_Y_C.png,Resources/N_Y_S.png,Resources/T_B_C.png,Resources/T_Y_C.png","medium,low,medium,medium,medium,low,high,high"
T,Y,S,T_Y_S.png,training,2,12,5,medium,wing,tail,color,T,N,C,S,H1,I2,L2,B,Y,57,5_food.png,"Resources/N_B_C.png,Resources/N_B_S.png,Resources/T_B_S.png,Resources/T_Y_S.png,Resources/N_Y_C.png,Resources/N_Y_S.png,Resources/T_B_C.png,Resources/T_Y_C.png","medium,low,medium,medium,medium,low,high,high"
T,B,C,T_B_C.png,training,2,13,7,high,wing,tail,color,T,N,C,S,H1,I1,H2,B,Y,57,7_food.png,"Resources/N_B_C.png,Resources/N_B_S.png,Resources/T_B_S.png,Resources/T_Y_S.png,Resources/N_Y_C.png,Resources/N_Y_S.png,Resources/T_B_C.png,Resources/T_Y_C.png","medium,low,medium,medium,medium,low,high,high"
N,Y,S,N_Y_S.png,training,2,14,3,low,wing,tail,color,T,N,C,S,L1,I2,L2,B,Y,57,3_food.png,"Resources/N_B_C.png,Resources/N_B_S.png,Resources/T_B_S.png,Resources/T_Y_S.png,Resources/N_Y_C.png,Resources/N_Y_S.png,Resources/T_B_C.png,Resources/T_Y_C.png","medium,low,medium,medium,medium,low,high,high"
N,B,C,N_B_C.png,training,2,15,6,medium,wing,tail,color,T,N,C,S,L1,I1,H2,B,Y,57,6_food.png,"Resources/N_B_C.png,Resources/N_B_S.png,Resources/T_B_S.png,Resources/T_Y_S.png,Resources/N_Y_C.png,Resources/N_Y_S.png,Resources/T_B_C.png,Resources/T_Y_C.png","medium,low,medium,medium,medium,low,high,high"
T,Y,C,T_Y_C.png,training,2,16,7,high,wing,tail,color,T,N,C,S,H1,I2,H2,B,Y,57,7_food.png,"Resources/N_B_C.png,Resources/N_B_S.png,Resources/T_B_S.png,Resources/T_Y_S.png,Resources/N_Y_C.png,Resources/N_Y_S.png,Resources/T_B_C.png,Resources/T_Y_C.png","medium,low,medium,medium,medium,low,high,high"
T,B,S,T_B_S.png,training,3,17,5,medium,wing,tail,color,T,N,C,S,H1,I1,L2,B,Y,57,5_food.png,"Resources/N_B_C.png,Resources/N_B_S.png,Resources/T_B_S.png,Resources/T_Y_S.png,Resources/N_Y_C.png,Resources/N_Y_S.png,Resources/T_B_C.png,Resources/T_Y_C.png","medium,low,medium,medium,medium,low,high,high"
N,Y,C,N_Y_C.png,training,3,18,3,medium,wing,tail,color,T,N,C,S,L1,I2,H2,B,Y,57,3_food.png,"Resources/N_B_C.png,Resources/N_B_S.png,Resources/T_B_S.png,Resources/T_Y_S.png,Resources/N_Y_C.png,Resources/N_Y_S.png,Resources/T_B_C.png,Resources/T_Y_C.png","medium,low,medium,medium,medium,low,high,high"
T,B,C,T_B_C.png,training,3,19,5,high,wing,tail,color,T,N,C,S,H1,I1,H2,B,Y,57,5_food.png,"Resources/N_B_C.png,Resources/N_B_S.png,Resources/T_B_S.png,Resources/T_Y_S.png,Resources/N_Y_C.png,Resources/N_Y_S.png,Resources/T_B_C.png,Resources/T_Y_C.png","medium,low,medium,medium,medium,low,high,high"
N,B,S,N_B_S.png,training,3,20,4,low,wing,tail,color,T,N,C,S,L1,I1,L2,B,Y,57,4_food.png,"Resources/N_B_C.png,Resources/N_B_S.png,Resources/T_B_S.png,Resources/T_Y_S.png,Resources/N_Y_C.png,Resources/N_Y_S.png,Resources/T_B_C.png,Resources/T_Y_C.png","medium,low,medium,medium,medium,low,high,high"
N,Y,S,N_Y_S.png,training,3,21,3,low,wing,tail,color,T,N,C,S,L1,I2,L2,B,Y,57,3_food.png,"Resources/N_B_C.png,Resources/N_B_S.png,Resources/T_B_S.png,Resources/T_Y_S.png,Resources/N_Y_C.png,Resources/N_Y_S.png,Resources/T_B_C.png,Resources/T_Y_C.png","medium,low,medium,medium,medium,low,high,high"
N,B,C,N_B_C.png,training,3,22,4,medium,wing,tail,color,T,N,C,S,L1,I1,H2,B,Y,57,4_food.png,"Resources/N_B_C.png,Resources/N_B_S.png,Resources/T_B_S.png,Resources/T_Y_S.png,Resources/N_Y_C.png,Resources/N_Y_S.png,Resources/T_B_C.png,Resources/T_Y_C.png","medium,low,medium,medium,medium,low,high,high"
T,Y,C,T_Y_C.png,training,3,23,6,high,wing,tail,color,T,N,C,S,H1,I2,H2,B,Y,57,6_food.png,"Resources/N_B_C.png,Resources/N_B_S.png,Resources/T_B_S.png,Resources/T_Y_S.png,Resources/N_Y_C.png,Resources/N_Y_S.png,Resources/T_B_C.png,Resources/T_Y_C.png","medium,low,medium,medium,medium,low,high,high"
T,Y,S,T_Y_S.png,training,3,24,3,medium,wing,tail,color,T,N,C,S,H1,I2,L2,B,Y,57,3_food.png,"Resources/N_B_C.png,Resources/N_B_S.png,Resources/T_B_S.png,Resources/T_Y_S.png,Resources/N_Y_C.png,Resources/N_Y_S.png,Resources/T_B_C.png,Resources/T_Y_C.png","medium,low,medium,medium,medium,low,high,high"
