wing,color,tail,image_file,phase,rep,trial_num,food_amount,category,relevant_dim_1,relevant_dim_2,irrelevant_dim,tail_high,tail_low,wing_high,wing_low,wing_rel,color_rel,tail_rel,color_high,color_low,participant_id,food_image_file,images_list,testing_categories
N,B,C,N_B_C.png,training,1,1,5,medium,tail,wing,color,C,S,T,N,L2,I2,H1,Y,B,189,5_food.png,"Resources/T_Y_C.png,Resources/T_B_S.png,Resources/T_B_C.png,Resources/N_B_C.png,Resources/N_Y_S.png,Resources/T_Y_S.png,Resources/N_B_S.png,Resources/N_Y_C.png","high,medium,high,medium,low,medium,low,medium"
T,Y,C,T_Y_C.png,training,1,2,8,high,tail,wing,color,C,S,T,N,H2,I1,H1,Y,B,189,8_food.png,"Resources/T_Y_C.png,Resources/T_B_S.png,Resources/T_B_C.png,Resources/N_B_C.png,Resources/N_Y_S.png,Resources/T_Y_S.png,Resources/N_B_S.png,Resources/N_Y_C.png","high,medium,high,medium,low,medium,low,medium"
N,Y,S,N_Y_S.png,training,1,3,4,low,tail,wing,color,C,S,T,N,L2,I1,L1,Y,B,189,4_food.png,"Resources/T_Y_C.png,Resources/T_B_S.png,Resources/T_B_C.png,Resources/N_B_C.png,Resources/N_Y_S.png,Resources/T_Y_S.png,Resources/N_B_S.png,Resources/N_Y_C.png","high,medium,high,medium,low,medium,low,medium"
T,Y,S,T_Y_S.png,training,1,4,4,medium,tail,wing,color,C,S,T,N,H2,I1,L1,Y,B,189,4_food.png,"Resources/T_Y_C.png,Resources/T_B_S.png,Resources/T_B_C.png,Resources/N_B_C.png,Resources/N_Y_S.png,Resources/T_Y_S.png,Resources/N_B_S.png,Resources/N_Y_C.png","high,medium,high,medium,low,medium,low,medium"
T,B,C,T_B_C.png,training,1,5,8,high,tail,wing,color,C,S,T,N,H2,I2,H1,Y,B,189,8_food.png,"Resources/T_Y_C.png,Resources/T_B_S.png,Resources/T_B_C.png,Resources/N_B_C.png,Resources/N_Y_S.png,Resources/T_Y_S.png,Resources/N_B_S.png,Resources/N_Y_C.png","high,medium,high,medium,low,medium,low,medium"
T,B,S,T_B_S.png,training,1,6,6,medium,tail,wing,color,C,S,T,N,H2,I2,L1,Y,B,189,6_food.png,"Resources/T_Y_C.png,Resources/T_B_S.png,Resources/T_B_C.png,Resources/N_B_C.png,Resources/N_Y_S.png,Resources/T_Y_S.png,Resources/N_B_S.png,Resources/N_Y_C.png","high,medium,high,medium,low,medium,low,medium"
N,B,S,N_B_S.png,training,1,7,3,low,tail,wing,color,C,S,T,N,L2,I2,L1,Y,B,189,3_food.png,"Resources/T_Y_C.png,Resources/T_B_S.png,Resources/T_B_C.png,Resources/N_B_C.png,Resources/N_Y_S.png,Resources/T_Y_S.png,Resources/N_B_S.png,Resources/N_Y_C.png","high,medium,high,medium,low,medium,low,medium"
N,Y,C,N_Y_C.png,training,1,8,6,medium,tail,wing,color,C,S,T,N,L2,I1,H1,Y,B,189,6_food.png,"Resources/T_Y_C.png,Resources/T_B_S.png,Resources/T_B_C.png,Resources/N_B_C.png,Resources/N_Y_S.png,Resources/T_Y_S.png,Resources/N_B_S.png,Resources/N_Y_C.png","high,medium,high,medium,low,medium,low,medium"
T,Y,S,T_Y_S.png,training,2,9,5,medium,tail,wing,color,C,S,T,N,H2,I1,L1,Y,B,189,5_food.png,"Resources/T_Y_C.png,Resources/T_B_S.png,Resources/T_B_C.png,Resources/N_B_C.png,Resources/N_Y_S.png,Resources/T_Y_S.png,Resources/N_B_S.png,Resources/N_Y_C.png","high,medium,high,medium,low,medium,low,medium"
N,B,C,N_B_C.png,training,2,10,6,medium,tail,wing,color,C,S,T,N,L2,I2,H1,Y,B,189,6_food.png,"Resources/T_Y_C.png,Resources/T_B_S.png,Resources/T_B_C.png,Resources/N_B_C.png,Resources/N_Y_S.png,Resources/T_Y_S.png,Resources/N_B_S.png,Resources/N_Y_C.png","high,medium,high,medium,low,medium,low,medium"
T,B,S,T_B_S.png,training,2,11,6,medium,tail,wing,color,C,S,T,N,H2,I2,L1,Y,B,189,6_food.png,"Resources/T_Y_C.png,Resources/T_B_S.png,Resources/T_B_C.png,Resources/N_B_C.png,Resources/N_Y_S.png,Resources/T_Y_S.png,Resources/N_B_S.png,Resources/N_Y_C.png","high,medium,high,medium,low,medium,low,medium"
N,Y,C,N_Y_C.png,training,2,12,7,medium,tail,wing,color,C,S,T,N,L2,I1,H1,Y,B,189,7_food.png,"Resources/T_Y_C.png,Resources/T_B_S.png,Resources/T_B_C.png,Resources/N_B_C.png,Resources/N_Y_S.png,Resources/T_Y_S.png,Resources/N_B_S.png,Resources/N_Y_C.png","high,medium,high,medium,low,medium,low,medium"
T,B,C,T_B_C.png,training,2,13,4,high,tail,wing,color,C,S,T,N,H2,I2,H1,Y,B,189,4_food.png,"Resources/T_Y_C.png,Resources/T_B_S.png,Resources/T_B_C.png,Resources/N_B_C.png,Resources/N_Y_S.png,Resources/T_Y_S.png,Resources/N_B_S.png,Resources/N_Y_C.png","high,medium,high,medium,low,medium,low,medium"
T,Y,C,T_Y_C.png,training,2,14,7,high,tail,wing,color,C,S,T,N,H2,I1,H1,Y,B,189,7_food.png,"Resources/T_Y_C.png,Resources/T_B_S.png,Resources/T_B_C.png,Resources/N_B_C.png,Resources/N_Y_S.png,Resources/T_Y_S.png,Resources/N_B_S.png,Resources/N_Y_C.png","high,medium,high,medium,low,medium,low,medium"
N,Y,S,N_Y_S.png,training,2,15,4,low,tail,wing,color,C,S,T,N,L2,I1,L1,Y,B,189,4_food.png,"Resources/T_Y_C.png,Resources/T_B_S.png,Resources/T_B_C.png,Resources/N_B_C.png,Resources/N_Y_S.png,Resources/T_Y_S.png,Resources/N_B_S.png,Resources/N_Y_C.png","high,medium,high,medium,low,medium,low,medium"
N,B,S,N_B_S.png,training,2,16,2,low,tail,wing,color,C,S,T,N,L2,I2,L1,Y,B,189,2_food.png,"Resources/T_Y_C.png,Resources/T_B_S.png,Resources/T_B_C.png,Resources/N_B_C.png,Resources/N_Y_S.png,Resources/T_Y_S.png,Resources/N_B_S.png,Resources/N_Y_C.png","high,medium,high,medium,low,medium,low,medium"
N,Y,S,N_Y_S.png,training,3,17,5,low,tail,wing,color,C,S,T,N,L2,I1,L1,Y,B,189,5_food.png,"Resources/T_Y_C.png,Resources/T_B_S.png,Resources/T_B_C.png,Resources/N_B_C.png,Resources/N_Y_S.png,Resources/T_Y_S.png,Resources/N_B_S.png,Resources/N_Y_C.png","high,medium,high,medium,low,medium,low,medium"
T,Y,S,T_Y_S.png,training,3,18,4,medium,tail,wing,color,C,S,T,N,H2,I1,L1,Y,B,189,4_food.png,"Resources/T_Y_C.png,Resources/T_B_S.png,Resources/T_B_C.png,Resources/N_B_C.png,Resources/N_Y_S.png,Resources/T_Y_S.png,Resources/N_B_S.png,Resources/N_Y_C.png","high,medium,high,medium,low,medium,low,medium"
T,B,S,T_B_S.png,training,3,19,5,medium,tail,wing,color,C,S,T,N,H2,I2,L1,Y,B,189,5_food.png,"Resources/T_Y_C.png,Resources/T_B_S.png,Resources/T_B_C.png,Resources/N_B_C.png,Resources/N_Y_S.png,Resources/T_Y_S.png,Resources/N_B_S.png,Resources/N_Y_C.png","high,medium,high,medium,low,medium,low,medium"
T,Y,C,T_Y_C.png,training,3,20,7,high,tail,wing,color,C,S,T,N,H2,I1,H1,Y,B,189,7_food.png,"Resources/T_Y_C.png,Resources/T_B_S.png,Resources/T_B_C.png,Resources/N_B_C.png,Resources/N_Y_S.png,Resources/T_Y_S.png,Resources/N_B_S.png,Resources/N_Y_C.png","high,medium,high,medium,low,medium,low,medium"
T,B,C,T_B_C.png,training,3,21,6,high,tail,wing,color,C,S,T,N,H2,I2,H1,Y,B,189,6_food.png,"Resources/T_Y_C.png,Resources/T_B_S.png,Resources/T_B_C.png,Resources/N_B_C.png,Resources/N_Y_S.png,Resources/T_Y_S.png,Resources/N_B_S.png,Resources/N_Y_C.png","high,medium,high,medium,low,medium,low,medium"
N,Y,C,N_Y_C.png,training,3,22,3,medium,tail,wing,color,C,S,T,N,L2,I1,H1,Y,B,189,3_food.png,"Resources/T_Y_C.png,Resources/T_B_S.png,Resources/T_B_C.png,Resources/N_B_C.png,Resources/N_Y_S.png,Resources/T_Y_S.png,Resources/N_B_S.png,Resources/N_Y_C.png","high,medium,high,medium,low,medium,low,medium"
N,B,S,N_B_S.png,training,3,23,3,low,tail,wing,color,C,S,T,N,L2,I2,L1,Y,B,189,3_food.png,"Resources/T_Y_C.png,Resources/T_B_S.png,Resources/T_B_C.png,Resources/N_B_C.png,Resources/N_Y_S.png,Resources/T_Y_S.png,Resources/N_B_S.png,Resources/N_Y_C.png","high,medium,high,medium,low,medium,low,medium"
N,B,C,N_B_C.png,training,3,24,4,medium,tail,wing,color,C,S,T,N,L2,I2,H1,Y,B,189,4_food.png,"Resources/T_Y_C.png,Resources/T_B_S.png,Resources/T_B_C.png,Resources/N_B_C.png,Resources/N_Y_S.png,Resources/T_Y_S.png,Resources/N_B_S.png,Resources/N_Y_C.png","high,medium,high,medium,low,medium,low,medium"
