wing,color,tail,image_file,phase,rep,trial_num,food_amount,category,relevant_dim_1,relevant_dim_2,irrelevant_dim,color_high,color_low,wing_high,wing_low,wing_rel,color_rel,tail_rel,tail_high,tail_low,participant_id,food_image_file,images_list,testing_categories
N,B,C,N_B_C.png,training,1,1,3,medium,color,wing,tail,Y,B,N,T,H2,L1,I2,S,C,411,3_food.png,"Resources/N_B_C.png,Resources/N_B_S.png,Resources/T_B_C.png,Resources/T_B_S.png,Resources/N_Y_C.png,Resources/T_Y_S.png,Resources/T_Y_C.png,Resources/N_Y_S.png","medium,medium,low,low,high,medium,medium,high"
N,B,S,N_B_S.png,training,1,2,5,medium,color,wing,tail,Y,B,N,T,H2,L1,I1,S,C,411,5_food.png,"Resources/N_B_C.png,Resources/N_B_S.png,Resources/T_B_C.png,Resources/T_B_S.png,Resources/N_Y_C.png,Resources/T_Y_S.png,Resources/T_Y_C.png,Resources/N_Y_S.png","medium,medium,low,low,high,medium,medium,high"
T,B,C,T_B_C.png,training,1,3,1,low,color,wing,tail,Y,B,N,T,L2,L1,I2,S,C,411,1_food.png,"Resources/N_B_C.png,Resources/N_B_S.png,Resources/T_B_C.png,Resources/T_B_S.png,Resources/N_Y_C.png,Resources/T_Y_S.png,Resources/T_Y_C.png,Resources/N_Y_S.png","medium,medium,low,low,high,medium,medium,high"
N,Y,C,N_Y_C.png,training,1,4,7,high,color,wing,tail,Y,B,N,T,H2,H1,I2,S,C,411,7_food.png,"Resources/N_B_C.png,Resources/N_B_S.png,Resources/T_B_C.png,Resources/T_B_S.png,Resources/N_Y_C.png,Resources/T_Y_S.png,Resources/T_Y_C.png,Resources/N_Y_S.png","medium,medium,low,low,high,medium,medium,high"
T,Y,S,T_Y_S.png,training,1,5,7,medium,color,wing,tail,Y,B,N,T,L2,H1,I1,S,C,411,7_food.png,"Resources/N_B_C.png,Resources/N_B_S.png,Resources/T_B_C.png,Resources/T_B_S.png,Resources/N_Y_C.png,Resources/T_Y_S.png,Resources/T_Y_C.png,Resources/N_Y_S.png","medium,medium,low,low,high,medium,medium,high"
N,Y,S,N_Y_S.png,training,1,6,7,high,color,wing,tail,Y,B,N,T,H2,H1,I1,S,C,411,7_food.png,"Resources/N_B_C.png,Resources/N_B_S.png,Resources/T_B_C.png,Resources/T_B_S.png,Resources/N_Y_C.png,Resources/T_Y_S.png,Resources/T_Y_C.png,Resources/N_Y_S.png","medium,medium,low,low,high,medium,medium,high"
T,B,S,T_B_S.png,training,1,7,3,low,color,wing,tail,Y,B,N,T,L2,L1,I1,S,C,411,3_food.png,"Resources/N_B_C.png,Resources/N_B_S.png,Resources/T_B_C.png,Resources/T_B_S.png,Resources/N_Y_C.png,Resources/T_Y_S.png,Resources/T_Y_C.png,Resources/N_Y_S.png","medium,medium,low,low,high,medium,medium,high"
T,Y,C,T_Y_C.png,training,1,8,3,medium,color,wing,tail,Y,B,N,T,L2,H1,I2,S,C,411,3_food.png,"Resources/N_B_C.png,Resources/N_B_S.png,Resources/T_B_C.png,Resources/T_B_S.png,Resources/N_Y_C.png,Resources/T_Y_S.png,Resources/T_Y_C.png,Resources/N_Y_S.png","medium,medium,low,low,high,medium,medium,high"
T,B,S,T_B_S.png,training,2,9,3,low,color,wing,tail,Y,B,N,T,L2,L1,I1,S,C,411,3_food.png,"Resources/N_B_C.png,Resources/N_B_S.png,Resources/T_B_C.png,Resources/T_B_S.png,Resources/N_Y_C.png,Resources/T_Y_S.png,Resources/T_Y_C.png,Resources/N_Y_S.png","medium,medium,low,low,high,medium,medium,high"
T,Y,C,T_Y_C.png,training,2,10,6,medium,color,wing,tail,Y,B,N,T,L2,H1,I2,S,C,411,6_food.png,"Resources/N_B_C.png,Resources/N_B_S.png,Resources/T_B_C.png,Resources/T_B_S.png,Resources/N_Y_C.png,Resources/T_Y_S.png,Resources/T_Y_C.png,Resources/N_Y_S.png","medium,medium,low,low,high,medium,medium,high"
N,B,S,N_B_S.png,training,2,11,4,medium,color,wing,tail,Y,B,N,T,H2,L1,I1,S,C,411,4_food.png,"Resources/N_B_C.png,Resources/N_B_S.png,Resources/T_B_C.png,Resources/T_B_S.png,Resources/N_Y_C.png,Resources/T_Y_S.png,Resources/T_Y_C.png,Resources/N_Y_S.png","medium,medium,low,low,high,medium,medium,high"
N,Y,C,N_Y_C.png,training,2,12,6,high,color,wing,tail,Y,B,N,T,H2,H1,I2,S,C,411,6_food.png,"Resources/N_B_C.png,Resources/N_B_S.png,Resources/T_B_C.png,Resources/T_B_S.png,Resources/N_Y_C.png,Resources/T_Y_S.png,Resources/T_Y_C.png,Resources/N_Y_S.png","medium,medium,low,low,high,medium,medium,high"
T,Y,S,T_Y_S.png,training,2,13,7,medium,color,wing,tail,Y,B,N,T,L2,H1,I1,S,C,411,7_food.png,"Resources/N_B_C.png,Resources/N_B_S.png,Resources/T_B_C.png,Resources/T_B_S.png,Resources/N_Y_C.png,Resources/T_Y_S.png,Resources/T_Y_C.png,Resources/N_Y_S.png","medium,medium,low,low,high,medium,medium,high"
N,B,C,N_B_C.png,training,2,14,3,medium,color,wing,tail,Y,B,N,T,H2,L1,I2,S,C,411,3_food.png,"Resources/N_B_C.png,Resources/N_B_S.png,Resources/T_B_C.png,Resources/T_B_S.png,Resources/N_Y_C.png,Resources/T_Y_S.png,Resources/T_Y_C.png,Resources/N_Y_S.png","medium,medium,low,low,high,medium,medium,high"
T,B,C,T_B_C.png,training,2,15,4,low,color,wing,tail,Y,B,N,T,L2,L1,I2,S,C,411,4_food.png,"Resources/N_B_C.png,Resources/N_B_S.png,Resources/T_B_C.png,Resources/T_B_S.png,Resources/N_Y_C.png,Resources/T_Y_S.png,Resources/T_Y_C.png,Resources/N_Y_S.png","medium,medium,low,low,high,medium,medium,high"
N,Y,S,N_Y_S.png,training,2,16,6,high,color,wing,tail,Y,B,N,T,H2,H1,I1,S,C,411,6_food.png,"Resources/N_B_C.png,Resources/N_B_S.png,Resources/T_B_C.png,Resources/T_B_S.png,Resources/N_Y_C.png,Resources/T_Y_S.png,Resources/T_Y_C.png,Resources/N_Y_S.png","medium,medium,low,low,high,medium,medium,high"
T,Y,C,T_Y_C.png,training,3,17,4,medium,color,wing,tail,Y,B,N,T,L2,H1,I2,S,C,411,4_food.png,"Resources/N_B_C.png,Resources/N_B_S.png,Resources/T_B_C.png,Resources/T_B_S.png,Resources/N_Y_C.png,Resources/T_Y_S.png,Resources/T_Y_C.png,Resources/N_Y_S.png","medium,medium,low,low,high,medium,medium,high"
T,Y,S,T_Y_S.png,training,3,18,6,medium,color,wing,tail,Y,B,N,T,L2,H1,I1,S,C,411,6_food.png,"Resources/N_B_C.png,Resources/N_B_S.png,Resources/T_B_C.png,Resources/T_B_S.png,Resources/N_Y_C.png,Resources/T_Y_S.png,Resources/T_Y_C.png,Resources/N_Y_S.png","medium,medium,low,low,high,medium,medium,high"
