wing,color,tail,image_file,phase,rep,trial_num,food_amount,category,relevant_dim_1,relevant_dim_2,irrelevant_dim,color_high,color_low,tail_high,tail_low,wing_rel,color_rel,tail_rel,wing_high,wing_low,participant_id,food_image_file,images_list,testing_categories
T,Y,S,T_Y_S.png,training,1,1,6,medium,color,tail,wing,B,Y,S,C,I1,L1,H2,T,N,52,6_food.png,"Resources/T_B_S.png,Resources/T_Y_C.png,Resources/N_B_S.png,Resources/N_Y_S.png,Resources/N_Y_C.png,Resources/T_Y_S.png,Resources/N_B_C.png,Resources/T_B_C.png","high,low,high,medium,low,medium,medium,medium"
N,B,S,N_B_S.png,training,1,2,6,high,color,tail,wing,B,Y,S,C,I2,H1,H2,T,N,52,6_food.png,"Resources/T_B_S.png,Resources/T_Y_C.png,Resources/N_B_S.png,Resources/N_Y_S.png,Resources/N_Y_C.png,Resources/T_Y_S.png,Resources/N_B_C.png,Resources/T_B_C.png","high,low,high,medium,low,medium,medium,medium"
T,B,C,T_B_C.png,training,1,3,6,medium,color,tail,wing,B,Y,S,C,I1,H1,L2,T,N,52,6_food.png,"Resources/T_B_S.png,Resources/T_Y_C.png,Resources/N_B_S.png,Resources/N_Y_S.png,Resources/N_Y_C.png,Resources/T_Y_S.png,Resources/N_B_C.png,Resources/T_B_C.png","high,low,high,medium,low,medium,medium,medium"
T,B,S,T_B_S.png,training,1,4,8,high,color,tail,wing,B,Y,S,C,I1,H1,H2,T,N,52,8_food.png,"Resources/T_B_S.png,Resources/T_Y_C.png,Resources/N_B_S.png,Resources/N_Y_S.png,Resources/N_Y_C.png,Resources/T_Y_S.png,Resources/N_B_C.png,Resources/T_B_C.png","high,low,high,medium,low,medium,medium,medium"
N,Y,C,N_Y_C.png,training,1,5,1,low,color,tail,wing,B,Y,S,C,I2,L1,L2,T,N,52,1_food.png,"Resources/T_B_S.png,Resources/T_Y_C.png,Resources/N_B_S.png,Resources/N_Y_S.png,Resources/N_Y_C.png,Resources/T_Y_S.png,Resources/N_B_C.png,Resources/T_B_C.png","high,low,high,medium,low,medium,medium,medium"
N,Y,S,N_Y_S.png,training,1,6,6,medium,color,tail,wing,B,Y,S,C,I2,L1,H2,T,N,52,6_food.png,"Resources/T_B_S.png,Resources/T_Y_C.png,Resources/N_B_S.png,Resources/N_Y_S.png,Resources/N_Y_C.png,Resources/T_Y_S.png,Resources/N_B_C.png,Resources/T_B_C.png","high,low,high,medium,low,medium,medium,medium"
T,Y,C,T_Y_C.png,training,1,7,4,low,color,tail,wing,B,Y,S,C,I1,L1,L2,T,N,52,4_food.png,"Resources/T_B_S.png,Resources/T_Y_C.png,Resources/N_B_S.png,Resources/N_Y_S.png,Resources/N_Y_C.png,Resources/T_Y_S.png,Resources/N_B_C.png,Resources/T_B_C.png","high,low,high,medium,low,medium,medium,medium"
N,B,C,N_B_C.png,training,1,8,5,medium,color,tail,wing,B,Y,S,C,I2,H1,L2,T,N,52,5_food.png,"Resources/T_B_S.png,Resources/T_Y_C.png,Resources/N_B_S.png,Resources/N_Y_S.png,Resources/N_Y_C.png,Resources/T_Y_S.png,Resources/N_B_C.png,Resources/T_B_C.png","high,low,high,medium,low,medium,medium,medium"
T,B,S,T_B_S.png,training,2,9,7,high,color,tail,wing,B,Y,S,C,I1,H1,H2,T,N,52,7_food.png,"Resources/T_B_S.png,Resources/T_Y_C.png,Resources/N_B_S.png,Resources/N_Y_S.png,Resources/N_Y_C.png,Resources/T_Y_S.png,Resources/N_B_C.png,Resources/T_B_C.png","high,low,high,medium,low,medium,medium,medium"
N,Y,S,N_Y_S.png,training,2,10,6,medium,color,tail,wing,B,Y,S,C,I2,L1,H2,T,N,52,6_food.png,"Resources/T_B_S.png,Resources/T_Y_C.png,Resources/N_B_S.png,Resources/N_Y_S.png,Resources/N_Y_C.png,Resources/T_Y_S.png,Resources/N_B_C.png,Resources/T_B_C.png","high,low,high,medium,low,medium,medium,medium"
N,B,S,N_B_S.png,training,2,11,8,high,color,tail,wing,B,Y,S,C,I2,H1,H2,T,N,52,8_food.png,"Resources/T_B_S.png,Resources/T_Y_C.png,Resources/N_B_S.png,Resources/N_Y_S.png,Resources/N_Y_C.png,Resources/T_Y_S.png,Resources/N_B_C.png,Resources/T_B_C.png","high,low,high,medium,low,medium,medium,medium"
T,Y,C,T_Y_C.png,training,2,12,4,low,color,tail,wing,B,Y,S,C,I1,L1,L2,T,N,52,4_food.png,"Resources/T_B_S.png,Resources/T_Y_C.png,Resources/N_B_S.png,Resources/N_Y_S.png,Resources/N_Y_C.png,Resources/T_Y_S.png,Resources/N_B_C.png,Resources/T_B_C.png","high,low,high,medium,low,medium,medium,medium"
T,B,C,T_B_C.png,training,2,13,7,medium,color,tail,wing,B,Y,S,C,I1,H1,L2,T,N,52,7_food.png,"Resources/T_B_S.png,Resources/T_Y_C.png,Resources/N_B_S.png,Resources/N_Y_S.png,Resources/N_Y_C.png,Resources/T_Y_S.png,Resources/N_B_C.png,Resources/T_B_C.png","high,low,high,medium,low,medium,medium,medium"
T,Y,S,T_Y_S.png,training,2,14,5,medium,color,tail,wing,B,Y,S,C,I1,L1,H2,T,N,52,5_food.png,"Resources/T_B_S.png,Resources/T_Y_C.png,Resources/N_B_S.png,Resources/N_Y_S.png,Resources/N_Y_C.png,Resources/T_Y_S.png,Resources/N_B_C.png,Resources/T_B_C.png","high,low,high,medium,low,medium,medium,medium"
N,B,C,N_B_C.png,training,2,15,4,medium,color,tail,wing,B,Y,S,C,I2,H1,L2,T,N,52,4_food.png,"Resources/T_B_S.png,Resources/T_Y_C.png,Resources/N_B_S.png,Resources/N_Y_S.png,Resources/N_Y_C.png,Resources/T_Y_S.png,Resources/N_B_C.png,Resources/T_B_C.png","high,low,high,medium,low,medium,medium,medium"
N,Y,C,N_Y_C.png,training,2,16,3,low,color,tail,wing,B,Y,S,C,I2,L1,L2,T,N,52,3_food.png,"Resources/T_B_S.png,Resources/T_Y_C.png,Resources/N_B_S.png,Resources/N_Y_S.png,Resources/N_Y_C.png,Resources/T_Y_S.png,Resources/N_B_C.png,Resources/T_B_C.png","high,low,high,medium,low,medium,medium,medium"
N,Y,S,N_Y_S.png,training,3,17,6,medium,color,tail,wing,B,Y,S,C,I2,L1,H2,T,N,52,6_food.png,"Resources/T_B_S.png,Resources/T_Y_C.png,Resources/N_B_S.png,Resources/N_Y_S.png,Resources/N_Y_C.png,Resources/T_Y_S.png,Resources/N_B_C.png,Resources/T_B_C.png","high,low,high,medium,low,medium,medium,medium"
N,Y,C,N_Y_C.png,training,3,18,3,low,color,tail,wing,B,Y,S,C,I2,L1,L2,T,N,52,3_food.png,"Resources/T_B_S.png,Resources/T_Y_C.png,Resources/N_B_S.png,Resources/N_Y_S.png,Resources/N_Y_C.png,Resources/T_Y_S.png,Resources/N_B_C.png,Resources/T_B_C.png","high,low,high,medium,low,medium,medium,medium"
T,Y,C,T_Y_C.png,training,3,19,6,low,color,tail,wing,B,Y,S,C,I1,L1,L2,T,N,52,6_food.png,"Resources/T_B_S.png,Resources/T_Y_C.png,Resources/N_B_S.png,Resources/N_Y_S.png,Resources/N_Y_C.png,Resources/T_Y_S.png,Resources/N_B_C.png,Resources/T_B_C.png","high,low,high,medium,low,medium,medium,medium"
N,B,S,N_B_S.png,training,3,20,10,high,color,tail,wing,B,Y,S,C,I2,H1,H2,T,N,52,10_food.png,"Resources/T_B_S.png,Resources/T_Y_C.png,Resources/N_B_S.png,Resources/N_Y_S.png,Resources/N_Y_C.png,Resources/T_Y_S.png,Resources/N_B_C.png,Resources/T_B_C.png","high,low,high,medium,low,medium,medium,medium"
T,B,C,T_B_C.png,training,3,21,4,medium,color,tail,wing,B,Y,S,C,I1,H1,L2,T,N,52,4_food.png,"Resources/T_B_S.png,Resources/T_Y_C.png,Resources/N_B_S.png,Resources/N_Y_S.png,Resources/N_Y_C.png,Resources/T_Y_S.png,Resources/N_B_C.png,Resources/T_B_C.png","high,low,high,medium,low,medium,medium,medium"
T,Y,S,T_Y_S.png,training,3,22,7,medium,color,tail,wing,B,Y,S,C,I1,L1,H2,T,N,52,7_food.png,"Resources/T_B_S.png,Resources/T_Y_C.png,Resources/N_B_S.png,Resources/N_Y_S.png,Resources/N_Y_C.png,Resources/T_Y_S.png,Resources/N_B_C.png,Resources/T_B_C.png","high,low,high,medium,low,medium,medium,medium"
N,B,C,N_B_C.png,training,3,23,4,medium,color,tail,wing,B,Y,S,C,I2,H1,L2,T,N,52,4_food.png,"Resources/T_B_S.png,Resources/T_Y_C.png,Resources/N_B_S.png,Resources/N_Y_S.png,Resources/N_Y_C.png,Resources/T_Y_S.png,Resources/N_B_C.png,Resources/T_B_C.png","high,low,high,medium,low,medium,medium,medium"
T,B,S,T_B_S.png,training,3,24,7,high,color,tail,wing,B,Y,S,C,I1,H1,H2,T,N,52,7_food.png,"Resources/T_B_S.png,Resources/T_Y_C.png,Resources/N_B_S.png,Resources/N_Y_S.png,Resources/N_Y_C.png,Resources/T_Y_S.png,Resources/N_B_C.png,Resources/T_B_C.png","high,low,high,medium,low,medium,medium,medium"
