wing,color,tail,image_file,phase,rep,trial_num,food_amount,category,relevant_dim_1,relevant_dim_2,irrelevant_dim,color_high,color_low,wing_high,wing_low,wing_rel,color_rel,tail_rel,tail_high,tail_low,participant_id,food_image_file,images_list,testing_categories
N,B,C,N_B_C.png,training,1,1,6,medium,color,wing,tail,Y,B,N,T,H2,L1,I1,S,C,211,6_food.png,"Resources/T_Y_C.png,Resources/N_B_C.png,Resources/T_Y_S.png,Resources/T_B_C.png,Resources/N_Y_C.png,Resources/N_B_S.png,Resources/T_B_S.png,Resources/N_Y_S.png","medium,medium,medium,low,high,medium,low,high"
T,B,S,T_B_S.png,training,1,2,4,low,color,wing,tail,Y,B,N,T,L2,L1,I2,S,C,211,4_food.png,"Resources/T_Y_C.png,Resources/N_B_C.png,Resources/T_Y_S.png,Resources/T_B_C.png,Resources/N_Y_C.png,Resources/N_B_S.png,Resources/T_B_S.png,Resources/N_Y_S.png","medium,medium,medium,low,high,medium,low,high"
N,Y,S,N_Y_S.png,training,1,3,7,high,color,wing,tail,Y,B,N,T,H2,H1,I2,S,C,211,7_food.png,"Resources/T_Y_C.png,Resources/N_B_C.png,Resources/T_Y_S.png,Resources/T_B_C.png,Resources/N_Y_C.png,Resources/N_B_S.png,Resources/T_B_S.png,Resources/N_Y_S.png","medium,medium,medium,low,high,medium,low,high"
N,Y,C,N_Y_C.png,training,1,4,6,high,color,wing,tail,Y,B,N,T,H2,H1,I1,S,C,211,6_food.png,"Resources/T_Y_C.png,Resources/N_B_C.png,Resources/T_Y_S.png,Resources/T_B_C.png,Resources/N_Y_C.png,Resources/N_B_S.png,Resources/T_B_S.png,Resources/N_Y_S.png","medium,medium,medium,low,high,medium,low,high"
N,B,S,N_B_S.png,training,1,5,5,medium,color,wing,tail,Y,B,N,T,H2,L1,I2,S,C,211,5_food.png,"Resources/T_Y_C.png,Resources/N_B_C.png,Resources/T_Y_S.png,Resources/T_B_C.png,Resources/N_Y_C.png,Resources/N_B_S.png,Resources/T_B_S.png,Resources/N_Y_S.png","medium,medium,medium,low,high,medium,low,high"
T,Y,S,T_Y_S.png,training,1,6,3,medium,color,wing,tail,Y,B,N,T,L2,H1,I2,S,C,211,3_food.png,"Resources/T_Y_C.png,Resources/N_B_C.png,Resources/T_Y_S.png,Resources/T_B_C.png,Resources/N_Y_C.png,Resources/N_B_S.png,Resources/T_B_S.png,Resources/N_Y_S.png","medium,medium,medium,low,high,medium,low,high"
T,Y,C,T_Y_C.png,training,1,7,4,medium,color,wing,tail,Y,B,N,T,L2,H1,I1,S,C,211,4_food.png,"Resources/T_Y_C.png,Resources/N_B_C.png,Resources/T_Y_S.png,Resources/T_B_C.png,Resources/N_Y_C.png,Resources/N_B_S.png,Resources/T_B_S.png,Resources/N_Y_S.png","medium,medium,medium,low,high,medium,low,high"
T,B,C,T_B_C.png,training,1,8,1,low,color,wing,tail,Y,B,N,T,L2,L1,I1,S,C,211,1_food.png,"Resources/T_Y_C.png,Resources/N_B_C.png,Resources/T_Y_S.png,Resources/T_B_C.png,Resources/N_Y_C.png,Resources/N_B_S.png,Resources/T_B_S.png,Resources/N_Y_S.png","medium,medium,medium,low,high,medium,low,high"
N,B,C,N_B_C.png,training,2,9,6,medium,color,wing,tail,Y,B,N,T,H2,L1,I1,S,C,211,6_food.png,"Resources/T_Y_C.png,Resources/N_B_C.png,Resources/T_Y_S.png,Resources/T_B_C.png,Resources/N_Y_C.png,Resources/N_B_S.png,Resources/T_B_S.png,Resources/N_Y_S.png","medium,medium,medium,low,high,medium,low,high"
N,Y,C,N_Y_C.png,training,2,10,8,high,color,wing,tail,Y,B,N,T,H2,H1,I1,S,C,211,8_food.png,"Resources/T_Y_C.png,Resources/N_B_C.png,Resources/T_Y_S.png,Resources/T_B_C.png,Resources/N_Y_C.png,Resources/N_B_S.png,Resources/T_B_S.png,Resources/N_Y_S.png","medium,medium,medium,low,high,medium,low,high"
T,B,S,T_B_S.png,training,2,11,1,low,color,wing,tail,Y,B,N,T,L2,L1,I2,S,C,211,1_food.png,"Resources/T_Y_C.png,Resources/N_B_C.png,Resources/T_Y_S.png,Resources/T_B_C.png,Resources/N_Y_C.png,Resources/N_B_S.png,Resources/T_B_S.png,Resources/N_Y_S.png","medium,medium,medium,low,high,medium,low,high"
T,Y,S,T_Y_S.png,training,2,12,6,medium,color,wing,tail,Y,B,N,T,L2,H1,I2,S,C,211,6_food.png,"Resources/T_Y_C.png,Resources/N_B_C.png,Resources/T_Y_S.png,Resources/T_B_C.png,Resources/N_Y_C.png,Resources/N_B_S.png,Resources/T_B_S.png,Resources/N_Y_S.png","medium,medium,medium,low,high,medium,low,high"
N,B,S,N_B_S.png,training,2,13,4,medium,color,wing,tail,Y,B,N,T,H2,L1,I2,S,C,211,4_food.png,"Resources/T_Y_C.png,Resources/N_B_C.png,Resources/T_Y_S.png,Resources/T_B_C.png,Resources/N_Y_C.png,Resources/N_B_S.png,Resources/T_B_S.png,Resources/N_Y_S.png","medium,medium,medium,low,high,medium,low,high"
