wing,color,tail,image_file,phase,rep,trial_num,food_amount,category,relevant_dim_1,relevant_dim_2,irrelevant_dim,color_high,color_low,wing_high,wing_low,wing_rel,color_rel,tail_rel,tail_high,tail_low,participant_id,food_image_file,images_list,testing_categories
N,B,S,N_B_S.png,training,1,1,4,medium,color,wing,tail,Y,B,N,T,H2,L1,I1,S,C,79,4_food.png,"Resources/T_B_S.png,Resources/N_B_S.png,Resources/T_Y_C.png,Resources/N_Y_C.png,Resources/T_B_C.png,Resources/N_Y_S.png,Resources/T_Y_S.png,Resources/N_B_C.png","low,medium,medium,high,low,high,medium,medium"
N,B,C,N_B_C.png,training,1,2,5,medium,color,wing,tail,Y,B,N,T,H2,L1,I2,S,C,79,5_food.png,"Resources/T_B_S.png,Resources/N_B_S.png,Resources/T_Y_C.png,Resources/N_Y_C.png,Resources/T_B_C.png,Resources/N_Y_S.png,Resources/T_Y_S.png,Resources/N_B_C.png","low,medium,medium,high,low,high,medium,medium"
N,Y,C,N_Y_C.png,training,1,3,9,high,color,wing,tail,Y,B,N,T,H2,H1,I2,S,C,79,9_food.png,"Resources/T_B_S.png,Resources/N_B_S.png,Resources/T_Y_C.png,Resources/N_Y_C.png,Resources/T_B_C.png,Resources/N_Y_S.png,Resources/T_Y_S.png,Resources/N_B_C.png","low,medium,medium,high,low,high,medium,medium"
N,Y,S,N_Y_S.png,training,1,4,8,high,color,wing,tail,Y,B,N,T,H2,H1,I1,S,C,79,8_food.png,"Resources/T_B_S.png,Resources/N_B_S.png,Resources/T_Y_C.png,Resources/N_Y_C.png,Resources/T_B_C.png,Resources/N_Y_S.png,Resources/T_Y_S.png,Resources/N_B_C.png","low,medium,medium,high,low,high,medium,medium"
T,B,C,T_B_C.png,training,1,5,2,low,color,wing,tail,Y,B,N,T,L2,L1,I2,S,C,79,2_food.png,"Resources/T_B_S.png,Resources/N_B_S.png,Resources/T_Y_C.png,Resources/N_Y_C.png,Resources/T_B_C.png,Resources/N_Y_S.png,Resources/T_Y_S.png,Resources/N_B_C.png","low,medium,medium,high,low,high,medium,medium"
T,B,S,T_B_S.png,training,1,6,4,low,color,wing,tail,Y,B,N,T,L2,L1,I1,S,C,79,4_food.png,"Resources/T_B_S.png,Resources/N_B_S.png,Resources/T_Y_C.png,Resources/N_Y_C.png,Resources/T_B_C.png,Resources/N_Y_S.png,Resources/T_Y_S.png,Resources/N_B_C.png","low,medium,medium,high,low,high,medium,medium"
T,Y,C,T_Y_C.png,training,1,7,6,medium,color,wing,tail,Y,B,N,T,L2,H1,I2,S,C,79,6_food.png,"Resources/T_B_S.png,Resources/N_B_S.png,Resources/T_Y_C.png,Resources/N_Y_C.png,Resources/T_B_C.png,Resources/N_Y_S.png,Resources/T_Y_S.png,Resources/N_B_C.png","low,medium,medium,high,low,high,medium,medium"
T,Y,S,T_Y_S.png,training,1,8,5,medium,color,wing,tail,Y,B,N,T,L2,H1,I1,S,C,79,5_food.png,"Resources/T_B_S.png,Resources/N_B_S.png,Resources/T_Y_C.png,Resources/N_Y_C.png,Resources/T_B_C.png,Resources/N_Y_S.png,Resources/T_Y_S.png,Resources/N_B_C.png","low,medium,medium,high,low,high,medium,medium"
T,Y,S,T_Y_S.png,training,2,9,5,medium,color,wing,tail,Y,B,N,T,L2,H1,I1,S,C,79,5_food.png,"Resources/T_B_S.png,Resources/N_B_S.png,Resources/T_Y_C.png,Resources/N_Y_C.png,Resources/T_B_C.png,Resources/N_Y_S.png,Resources/T_Y_S.png,Resources/N_B_C.png","low,medium,medium,high,low,high,medium,medium"
N,Y,C,N_Y_C.png,training,2,10,7,high,color,wing,tail,Y,B,N,T,H2,H1,I2,S,C,79,7_food.png,"Resources/T_B_S.png,Resources/N_B_S.png,Resources/T_Y_C.png,Resources/N_Y_C.png,Resources/T_B_C.png,Resources/N_Y_S.png,Resources/T_Y_S.png,Resources/N_B_C.png","low,medium,medium,high,low,high,medium,medium"
T,B,S,T_B_S.png,training,2,11,4,low,color,wing,tail,Y,B,N,T,L2,L1,I1,S,C,79,4_food.png,"Resources/T_B_S.png,Resources/N_B_S.png,Resources/T_Y_C.png,Resources/N_Y_C.png,Resources/T_B_C.png,Resources/N_Y_S.png,Resources/T_Y_S.png,Resources/N_B_C.png","low,medium,medium,high,low,high,medium,medium"
N,Y,S,N_Y_S.png,training,2,12,7,high,color,wing,tail,Y,B,N,T,H2,H1,I1,S,C,79,7_food.png,"Resources/T_B_S.png,Resources/N_B_S.png,Resources/T_Y_C.png,Resources/N_Y_C.png,Resources/T_B_C.png,Resources/N_Y_S.png,Resources/T_Y_S.png,Resources/N_B_C.png","low,medium,medium,high,low,high,medium,medium"
N,B,C,N_B_C.png,training,2,13,6,medium,color,wing,tail,Y,B,N,T,H2,L1,I2,S,C,79,6_food.png,"Resources/T_B_S.png,Resources/N_B_S.png,Resources/T_Y_C.png,Resources/N_Y_C.png,Resources/T_B_C.png,Resources/N_Y_S.png,Resources/T_Y_S.png,Resources/N_B_C.png","low,medium,medium,high,low,high,medium,medium"
N,B,S,N_B_S.png,training,2,14,5,medium,color,wing,tail,Y,B,N,T,H2,L1,I1,S,C,79,5_food.png,"Resources/T_B_S.png,Resources/N_B_S.png,Resources/T_Y_C.png,Resources/N_Y_C.png,Resources/T_B_C.png,Resources/N_Y_S.png,Resources/T_Y_S.png,Resources/N_B_C.png","low,medium,medium,high,low,high,medium,medium"
T,B,C,T_B_C.png,training,2,15,1,low,color,wing,tail,Y,B,N,T,L2,L1,I2,S,C,79,1_food.png,"Resources/T_B_S.png,Resources/N_B_S.png,Resources/T_Y_C.png,Resources/N_Y_C.png,Resources/T_B_C.png,Resources/N_Y_S.png,Resources/T_Y_S.png,Resources/N_B_C.png","low,medium,medium,high,low,high,medium,medium"
T,Y,C,T_Y_C.png,training,2,16,2,medium,color,wing,tail,Y,B,N,T,L2,H1,I2,S,C,79,2_food.png,"Resources/T_B_S.png,Resources/N_B_S.png,Resources/T_Y_C.png,Resources/N_Y_C.png,Resources/T_B_C.png,Resources/N_Y_S.png,Resources/T_Y_S.png,Resources/N_B_C.png","low,medium,medium,high,low,high,medium,medium"
T,Y,S,T_Y_S.png,training,3,17,3,medium,color,wing,tail,Y,B,N,T,L2,H1,I1,S,C,79,3_food.png,"Resources/T_B_S.png,Resources/N_B_S.png,Resources/T_Y_C.png,Resources/N_Y_C.png,Resources/T_B_C.png,Resources/N_Y_S.png,Resources/T_Y_S.png,Resources/N_B_C.png","low,medium,medium,high,low,high,medium,medium"
T,Y,C,T_Y_C.png,training,3,18,5,medium,color,wing,tail,Y,B,N,T,L2,H1,I2,S,C,79,5_food.png,"Resources/T_B_S.png,Resources/N_B_S.png,Resources/T_Y_C.png,Resources/N_Y_C.png,Resources/T_B_C.png,Resources/N_Y_S.png,Resources/T_Y_S.png,Resources/N_B_C.png","low,medium,medium,high,low,high,medium,medium"
N,Y,C,N_Y_C.png,training,3,19,6,high,color,wing,tail,Y,B,N,T,H2,H1,I2,S,C,79,6_food.png,"Resources/T_B_S.png,Resources/N_B_S.png,Resources/T_Y_C.png,Resources/N_Y_C.png,Resources/T_B_C.png,Resources/N_Y_S.png,Resources/T_Y_S.png,Resources/N_B_C.png","low,medium,medium,high,low,high,medium,medium"
N,B,S,N_B_S.png,training,3,20,6,medium,color,wing,tail,Y,B,N,T,H2,L1,I1,S,C,79,6_food.png,"Resources/T_B_S.png,Resources/N_B_S.png,Resources/T_Y_C.png,Resources/N_Y_C.png,Resources/T_B_C.png,Resources/N_Y_S.png,Resources/T_Y_S.png,Resources/N_B_C.png","low,medium,medium,high,low,high,medium,medium"
