wing,color,tail,image_file,phase,rep,trial_num,food_amount,category,relevant_dim_1,relevant_dim_2,irrelevant_dim,color_high,color_low,wing_high,wing_low,wing_rel,color_rel,tail_rel,tail_high,tail_low,participant_id,food_image_file,images_list,testing_categories
T,Y,S,T_Y_S.png,training,1,1,5,medium,color,wing,tail,Y,B,N,T,L2,H1,I1,S,C,275,5_food.png,"Resources/N_B_S.png,Resources/T_B_S.png,Resources/N_Y_S.png,Resources/N_B_C.png,Resources/T_B_C.png,Resources/T_Y_C.png,Resources/T_Y_S.png,Resources/N_Y_C.png","medium,low,high,medium,low,medium,medium,high"
N,B,C,N_B_C.png,training,1,2,4,medium,color,wing,tail,Y,B,N,T,H2,L1,I2,S,C,275,4_food.png,"Resources/N_B_S.png,Resources/T_B_S.png,Resources/N_Y_S.png,Resources/N_B_C.png,Resources/T_B_C.png,Resources/T_Y_C.png,Resources/T_Y_S.png,Resources/N_Y_C.png","medium,low,high,medium,low,medium,medium,high"
N,Y,C,N_Y_C.png,training,1,3,7,high,color,wing,tail,Y,B,N,T,H2,H1,I2,S,C,275,7_food.png,"Resources/N_B_S.png,Resources/T_B_S.png,Resources/N_Y_S.png,Resources/N_B_C.png,Resources/T_B_C.png,Resources/T_Y_C.png,Resources/T_Y_S.png,Resources/N_Y_C.png","medium,low,high,medium,low,medium,medium,high"
T,B,S,T_B_S.png,training,1,4,4,low,color,wing,tail,Y,B,N,T,L2,L1,I1,S,C,275,4_food.png,"Resources/N_B_S.png,Resources/T_B_S.png,Resources/N_Y_S.png,Resources/N_B_C.png,Resources/T_B_C.png,Resources/T_Y_C.png,Resources/T_Y_S.png,Resources/N_Y_C.png","medium,low,high,medium,low,medium,medium,high"
T,Y,C,T_Y_C.png,training,1,5,4,medium,color,wing,tail,Y,B,N,T,L2,H1,I2,S,C,275,4_food.png,"Resources/N_B_S.png,Resources/T_B_S.png,Resources/N_Y_S.png,Resources/N_B_C.png,Resources/T_B_C.png,Resources/T_Y_C.png,Resources/T_Y_S.png,Resources/N_Y_C.png","medium,low,high,medium,low,medium,medium,high"
N,B,S,N_B_S.png,training,1,6,5,medium,color,wing,tail,Y,B,N,T,H2,L1,I1,S,C,275,5_food.png,"Resources/N_B_S.png,Resources/T_B_S.png,Resources/N_Y_S.png,Resources/N_B_C.png,Resources/T_B_C.png,Resources/T_Y_C.png,Resources/T_Y_S.png,Resources/N_Y_C.png","medium,low,high,medium,low,medium,medium,high"
T,B,C,T_B_C.png,training,1,7,4,low,color,wing,tail,Y,B,N,T,L2,L1,I2,S,C,275,4_food.png,"Resources/N_B_S.png,Resources/T_B_S.png,Resources/N_Y_S.png,Resources/N_B_C.png,Resources/T_B_C.png,Resources/T_Y_C.png,Resources/T_Y_S.png,Resources/N_Y_C.png","medium,low,high,medium,low,medium,medium,high"
N,Y,S,N_Y_S.png,training,1,8,6,high,color,wing,tail,Y,B,N,T,H2,H1,I1,S,C,275,6_food.png,"Resources/N_B_S.png,Resources/T_B_S.png,Resources/N_Y_S.png,Resources/N_B_C.png,Resources/T_B_C.png,Resources/T_Y_C.png,Resources/T_Y_S.png,Resources/N_Y_C.png","medium,low,high,medium,low,medium,medium,high"
T,Y,C,T_Y_C.png,training,2,9,5,medium,color,wing,tail,Y,B,N,T,L2,H1,I2,S,C,275,5_food.png,"Resources/N_B_S.png,Resources/T_B_S.png,Resources/N_Y_S.png,Resources/N_B_C.png,Resources/T_B_C.png,Resources/T_Y_C.png,Resources/T_Y_S.png,Resources/N_Y_C.png","medium,low,high,medium,low,medium,medium,high"
N,Y,S,N_Y_S.png,training,2,10,5,high,color,wing,tail,Y,B,N,T,H2,H1,I1,S,C,275,5_food.png,"Resources/N_B_S.png,Resources/T_B_S.png,Resources/N_Y_S.png,Resources/N_B_C.png,Resources/T_B_C.png,Resources/T_Y_C.png,Resources/T_Y_S.png,Resources/N_Y_C.png","medium,low,high,medium,low,medium,medium,high"
T,B,C,T_B_C.png,training,2,11,4,low,color,wing,tail,Y,B,N,T,L2,L1,I2,S,C,275,4_food.png,"Resources/N_B_S.png,Resources/T_B_S.png,Resources/N_Y_S.png,Resources/N_B_C.png,Resources/T_B_C.png,Resources/T_Y_C.png,Resources/T_Y_S.png,Resources/N_Y_C.png","medium,low,high,medium,low,medium,medium,high"
T,B,S,T_B_S.png,training,2,12,5,low,color,wing,tail,Y,B,N,T,L2,L1,I1,S,C,275,5_food.png,"Resources/N_B_S.png,Resources/T_B_S.png,Resources/N_Y_S.png,Resources/N_B_C.png,Resources/T_B_C.png,Resources/T_Y_C.png,Resources/T_Y_S.png,Resources/N_Y_C.png","medium,low,high,medium,low,medium,medium,high"
N,Y,C,N_Y_C.png,training,2,13,6,high,color,wing,tail,Y,B,N,T,H2,H1,I2,S,C,275,6_food.png,"Resources/N_B_S.png,Resources/T_B_S.png,Resources/N_Y_S.png,Resources/N_B_C.png,Resources/T_B_C.png,Resources/T_Y_C.png,Resources/T_Y_S.png,Resources/N_Y_C.png","medium,low,high,medium,low,medium,medium,high"
N,B,S,N_B_S.png,training,2,14,4,medium,color,wing,tail,Y,B,N,T,H2,L1,I1,S,C,275,4_food.png,"Resources/N_B_S.png,Resources/T_B_S.png,Resources/N_Y_S.png,Resources/N_B_C.png,Resources/T_B_C.png,Resources/T_Y_C.png,Resources/T_Y_S.png,Resources/N_Y_C.png","medium,low,high,medium,low,medium,medium,high"
N,B,C,N_B_C.png,training,2,15,4,medium,color,wing,tail,Y,B,N,T,H2,L1,I2,S,C,275,4_food.png,"Resources/N_B_S.png,Resources/T_B_S.png,Resources/N_Y_S.png,Resources/N_B_C.png,Resources/T_B_C.png,Resources/T_Y_C.png,Resources/T_Y_S.png,Resources/N_Y_C.png","medium,low,high,medium,low,medium,medium,high"
T,Y,S,T_Y_S.png,training,2,16,8,medium,color,wing,tail,Y,B,N,T,L2,H1,I1,S,C,275,8_food.png,"Resources/N_B_S.png,Resources/T_B_S.png,Resources/N_Y_S.png,Resources/N_B_C.png,Resources/T_B_C.png,Resources/T_Y_C.png,Resources/T_Y_S.png,Resources/N_Y_C.png","medium,low,high,medium,low,medium,medium,high"
T,Y,S,T_Y_S.png,training,3,17,9,medium,color,wing,tail,Y,B,N,T,L2,H1,I1,S,C,275,9_food.png,"Resources/N_B_S.png,Resources/T_B_S.png,Resources/N_Y_S.png,Resources/N_B_C.png,Resources/T_B_C.png,Resources/T_Y_C.png,Resources/T_Y_S.png,Resources/N_Y_C.png","medium,low,high,medium,low,medium,medium,high"
N,Y,C,N_Y_C.png,training,3,18,7,high,color,wing,tail,Y,B,N,T,H2,H1,I2,S,C,275,7_food.png,"Resources/N_B_S.png,Resources/T_B_S.png,Resources/N_Y_S.png,Resources/N_B_C.png,Resources/T_B_C.png,Resources/T_Y_C.png,Resources/T_Y_S.png,Resources/N_Y_C.png","medium,low,high,medium,low,medium,medium,high"
N,Y,S,N_Y_S.png,training,3,19,5,high,color,wing,tail,Y,B,N,T,H2,H1,I1,S,C,275,5_food.png,"Resources/N_B_S.png,Resources/T_B_S.png,Resources/N_Y_S.png,Resources/N_B_C.png,Resources/T_B_C.png,Resources/T_Y_C.png,Resources/T_Y_S.png,Resources/N_Y_C.png","medium,low,high,medium,low,medium,medium,high"
N,B,S,N_B_S.png,training,3,20,7,medium,color,wing,tail,Y,B,N,T,H2,L1,I1,S,C,275,7_food.png,"Resources/N_B_S.png,Resources/T_B_S.png,Resources/N_Y_S.png,Resources/N_B_C.png,Resources/T_B_C.png,Resources/T_Y_C.png,Resources/T_Y_S.png,Resources/N_Y_C.png","medium,low,high,medium,low,medium,medium,high"
T,B,S,T_B_S.png,training,3,21,1,low,color,wing,tail,Y,B,N,T,L2,L1,I1,S,C,275,1_food.png,"Resources/N_B_S.png,Resources/T_B_S.png,Resources/N_Y_S.png,Resources/N_B_C.png,Resources/T_B_C.png,Resources/T_Y_C.png,Resources/T_Y_S.png,Resources/N_Y_C.png","medium,low,high,medium,low,medium,medium,high"
T,B,C,T_B_C.png,training,3,22,3,low,color,wing,tail,Y,B,N,T,L2,L1,I2,S,C,275,3_food.png,"Resources/N_B_S.png,Resources/T_B_S.png,Resources/N_Y_S.png,Resources/N_B_C.png,Resources/T_B_C.png,Resources/T_Y_C.png,Resources/T_Y_S.png,Resources/N_Y_C.png","medium,low,high,medium,low,medium,medium,high"
