wing,color,tail,image_file,phase,rep,trial_num,food_amount,category,relevant_dim_1,relevant_dim_2,irrelevant_dim,tail_high,tail_low,wing_high,wing_low,wing_rel,color_rel,tail_rel,color_high,color_low,participant_id,food_image_file,images_list,testing_categories
N,B,S,N_B_S.png,training,1,1,3,low,tail,wing,color,C,S,T,N,L2,I1,L1,Y,B,73,3_food.png,"Resources/N_Y_S.png,Resources/T_Y_S.png,Resources/T_Y_C.png,Resources/T_B_C.png,Resources/T_B_S.png,Resources/N_B_C.png,Resources/N_Y_C.png,Resources/N_B_S.png","low,medium,high,high,medium,medium,medium,low"
N,B,C,N_B_C.png,training,1,2,4,medium,tail,wing,color,C,S,T,N,L2,I1,H1,Y,B,73,4_food.png,"Resources/N_Y_S.png,Resources/T_Y_S.png,Resources/T_Y_C.png,Resources/T_B_C.png,Resources/T_B_S.png,Resources/N_B_C.png,Resources/N_Y_C.png,Resources/N_B_S.png","low,medium,high,high,medium,medium,medium,low"
T,B,C,T_B_C.png,training,1,3,2,high,tail,wing,color,C,S,T,N,H2,I1,H1,Y,B,73,2_food.png,"Resources/N_Y_S.png,Resources/T_Y_S.png,Resources/T_Y_C.png,Resources/T_B_C.png,Resources/T_B_S.png,Resources/N_B_C.png,Resources/N_Y_C.png,Resources/N_B_S.png","low,medium,high,high,medium,medium,medium,low"
T,B,S,T_B_S.png,training,1,4,7,medium,tail,wing,color,C,S,T,N,H2,I1,L1,Y,B,73,7_food.png,"Resources/N_Y_S.png,Resources/T_Y_S.png,Resources/T_Y_C.png,Resources/T_B_C.png,Resources/T_B_S.png,Resources/N_B_C.png,Resources/N_Y_C.png,Resources/N_B_S.png","low,medium,high,high,medium,medium,medium,low"
N,Y,S,N_Y_S.png,training,1,5,1,low,tail,wing,color,C,S,T,N,L2,I2,L1,Y,B,73,1_food.png,"Resources/N_Y_S.png,Resources/T_Y_S.png,Resources/T_Y_C.png,Resources/T_B_C.png,Resources/T_B_S.png,Resources/N_B_C.png,Resources/N_Y_C.png,Resources/N_B_S.png","low,medium,high,high,medium,medium,medium,low"
N,Y,C,N_Y_C.png,training,1,6,7,medium,tail,wing,color,C,S,T,N,L2,I2,H1,Y,B,73,7_food.png,"Resources/N_Y_S.png,Resources/T_Y_S.png,Resources/T_Y_C.png,Resources/T_B_C.png,Resources/T_B_S.png,Resources/N_B_C.png,Resources/N_Y_C.png,Resources/N_B_S.png","low,medium,high,high,medium,medium,medium,low"
T,Y,C,T_Y_C.png,training,1,7,8,high,tail,wing,color,C,S,T,N,H2,I2,H1,Y,B,73,8_food.png,"Resources/N_Y_S.png,Resources/T_Y_S.png,Resources/T_Y_C.png,Resources/T_B_C.png,Resources/T_B_S.png,Resources/N_B_C.png,Resources/N_Y_C.png,Resources/N_B_S.png","low,medium,high,high,medium,medium,medium,low"
T,Y,S,T_Y_S.png,training,1,8,3,medium,tail,wing,color,C,S,T,N,H2,I2,L1,Y,B,73,3_food.png,"Resources/N_Y_S.png,Resources/T_Y_S.png,Resources/T_Y_C.png,Resources/T_B_C.png,Resources/T_B_S.png,Resources/N_B_C.png,Resources/N_Y_C.png,Resources/N_B_S.png","low,medium,high,high,medium,medium,medium,low"
N,Y,S,N_Y_S.png,training,2,9,3,low,tail,wing,color,C,S,T,N,L2,I2,L1,Y,B,73,3_food.png,"Resources/N_Y_S.png,Resources/T_Y_S.png,Resources/T_Y_C.png,Resources/T_B_C.png,Resources/T_B_S.png,Resources/N_B_C.png,Resources/N_Y_C.png,Resources/N_B_S.png","low,medium,high,high,medium,medium,medium,low"
N,Y,C,N_Y_C.png,training,2,10,8,medium,tail,wing,color,C,S,T,N,L2,I2,H1,Y,B,73,8_food.png,"Resources/N_Y_S.png,Resources/T_Y_S.png,Resources/T_Y_C.png,Resources/T_B_C.png,Resources/T_B_S.png,Resources/N_B_C.png,Resources/N_Y_C.png,Resources/N_B_S.png","low,medium,high,high,medium,medium,medium,low"
T,B,C,T_B_C.png,training,2,11,7,high,tail,wing,color,C,S,T,N,H2,I1,H1,Y,B,73,7_food.png,"Resources/N_Y_S.png,Resources/T_Y_S.png,Resources/T_Y_C.png,Resources/T_B_C.png,Resources/T_B_S.png,Resources/N_B_C.png,Resources/N_Y_C.png,Resources/N_B_S.png","low,medium,high,high,medium,medium,medium,low"
T,B,S,T_B_S.png,training,2,12,7,medium,tail,wing,color,C,S,T,N,H2,I1,L1,Y,B,73,7_food.png,"Resources/N_Y_S.png,Resources/T_Y_S.png,Resources/T_Y_C.png,Resources/T_B_C.png,Resources/T_B_S.png,Resources/N_B_C.png,Resources/N_Y_C.png,Resources/N_B_S.png","low,medium,high,high,medium,medium,medium,low"
T,Y,S,T_Y_S.png,training,2,13,3,medium,tail,wing,color,C,S,T,N,H2,I2,L1,Y,B,73,3_food.png,"Resources/N_Y_S.png,Resources/T_Y_S.png,Resources/T_Y_C.png,Resources/T_B_C.png,Resources/T_B_S.png,Resources/N_B_C.png,Resources/N_Y_C.png,Resources/N_B_S.png","low,medium,high,high,medium,medium,medium,low"
N,B,S,N_B_S.png,training,2,14,3,low,tail,wing,color,C,S,T,N,L2,I1,L1,Y,B,73,3_food.png,"Resources/N_Y_S.png,Resources/T_Y_S.png,Resources/T_Y_C.png,Resources/T_B_C.png,Resources/T_B_S.png,Resources/N_B_C.png,Resources/N_Y_C.png,Resources/N_B_S.png","low,medium,high,high,medium,medium,medium,low"
N,B,C,N_B_C.png,training,2,15,2,medium,tail,wing,color,C,S,T,N,L2,I1,H1,Y,B,73,2_food.png,"Resources/N_Y_S.png,Resources/T_Y_S.png,Resources/T_Y_C.png,Resources/T_B_C.png,Resources/T_B_S.png,Resources/N_B_C.png,Resources/N_Y_C.png,Resources/N_B_S.png","low,medium,high,high,medium,medium,medium,low"
T,Y,C,T_Y_C.png,training,2,16,6,high,tail,wing,color,C,S,T,N,H2,I2,H1,Y,B,73,6_food.png,"Resources/N_Y_S.png,Resources/T_Y_S.png,Resources/T_Y_C.png,Resources/T_B_C.png,Resources/T_B_S.png,Resources/N_B_C.png,Resources/N_Y_C.png,Resources/N_B_S.png","low,medium,high,high,medium,medium,medium,low"
N,B,S,N_B_S.png,training,3,17,2,low,tail,wing,color,C,S,T,N,L2,I1,L1,Y,B,73,2_food.png,"Resources/N_Y_S.png,Resources/T_Y_S.png,Resources/T_Y_C.png,Resources/T_B_C.png,Resources/T_B_S.png,Resources/N_B_C.png,Resources/N_Y_C.png,Resources/N_B_S.png","low,medium,high,high,medium,medium,medium,low"
N,B,C,N_B_C.png,training,3,18,4,medium,tail,wing,color,C,S,T,N,L2,I1,H1,Y,B,73,4_food.png,"Resources/N_Y_S.png,Resources/T_Y_S.png,Resources/T_Y_C.png,Resources/T_B_C.png,Resources/T_B_S.png,Resources/N_B_C.png,Resources/N_Y_C.png,Resources/N_B_S.png","low,medium,high,high,medium,medium,medium,low"
T,Y,S,T_Y_S.png,training,3,19,7,medium,tail,wing,color,C,S,T,N,H2,I2,L1,Y,B,73,7_food.png,"Resources/N_Y_S.png,Resources/T_Y_S.png,Resources/T_Y_C.png,Resources/T_B_C.png,Resources/T_B_S.png,Resources/N_B_C.png,Resources/N_Y_C.png,Resources/N_B_S.png","low,medium,high,high,medium,medium,medium,low"
T,B,C,T_B_C.png,training,3,20,9,high,tail,wing,color,C,S,T,N,H2,I1,H1,Y,B,73,9_food.png,"Resources/N_Y_S.png,Resources/T_Y_S.png,Resources/T_Y_C.png,Resources/T_B_C.png,Resources/T_B_S.png,Resources/N_B_C.png,Resources/N_Y_C.png,Resources/N_B_S.png","low,medium,high,high,medium,medium,medium,low"
N,Y,C,N_Y_C.png,training,3,21,5,medium,tail,wing,color,C,S,T,N,L2,I2,H1,Y,B,73,5_food.png,"Resources/N_Y_S.png,Resources/T_Y_S.png,Resources/T_Y_C.png,Resources/T_B_C.png,Resources/T_B_S.png,Resources/N_B_C.png,Resources/N_Y_C.png,Resources/N_B_S.png","low,medium,high,high,medium,medium,medium,low"
N,Y,S,N_Y_S.png,training,3,22,6,low,tail,wing,color,C,S,T,N,L2,I2,L1,Y,B,73,6_food.png,"Resources/N_Y_S.png,Resources/T_Y_S.png,Resources/T_Y_C.png,Resources/T_B_C.png,Resources/T_B_S.png,Resources/N_B_C.png,Resources/N_Y_C.png,Resources/N_B_S.png","low,medium,high,high,medium,medium,medium,low"
T,Y,C,T_Y_C.png,training,3,23,8,high,tail,wing,color,C,S,T,N,H2,I2,H1,Y,B,73,8_food.png,"Resources/N_Y_S.png,Resources/T_Y_S.png,Resources/T_Y_C.png,Resources/T_B_C.png,Resources/T_B_S.png,Resources/N_B_C.png,Resources/N_Y_C.png,Resources/N_B_S.png","low,medium,high,high,medium,medium,medium,low"
T,B,S,T_B_S.png,training,3,24,6,medium,tail,wing,color,C,S,T,N,H2,I1,L1,Y,B,73,6_food.png,"Resources/N_Y_S.png,Resources/T_Y_S.png,Resources/T_Y_C.png,Resources/T_B_C.png,Resources/T_B_S.png,Resources/N_B_C.png,Resources/N_Y_C.png,Resources/N_B_S.png","low,medium,high,high,medium,medium,medium,low"
