wing,color,tail,image_file,phase,rep,trial_num,food_amount,category,relevant_dim_1,relevant_dim_2,irrelevant_dim,wing_high,wing_low,tail_high,tail_low,wing_rel,color_rel,tail_rel,color_high,color_low,participant_id,food_image_file,images_list,testing_categories
N,Y,S,N_Y_S.png,training,1,1,4,low,wing,tail,color,T,N,C,S,L1,I1,L2,Y,B,205,4_food.png,"Resources/N_Y_S.png,Resources/T_B_C.png,Resources/N_B_C.png,Resources/T_Y_C.png,Resources/T_B_S.png,Resources/N_B_S.png,Resources/T_Y_S.png,Resources/N_Y_C.png","low,high,medium,high,medium,low,medium,medium"
T,B,S,T_B_S.png,training,1,2,4,medium,wing,tail,color,T,N,C,S,H1,I2,L2,Y,B,205,4_food.png,"Resources/N_Y_S.png,Resources/T_B_C.png,Resources/N_B_C.png,Resources/T_Y_C.png,Resources/T_B_S.png,Resources/N_B_S.png,Resources/T_Y_S.png,Resources/N_Y_C.png","low,high,medium,high,medium,low,medium,medium"
T,Y,C,T_Y_C.png,training,1,3,7,high,wing,tail,color,T,N,C,S,H1,I1,H2,Y,B,205,7_food.png,"Resources/N_Y_S.png,Resources/T_B_C.png,Resources/N_B_C.png,Resources/T_Y_C.png,Resources/T_B_S.png,Resources/N_B_S.png,Resources/T_Y_S.png,Resources/N_Y_C.png","low,high,medium,high,medium,low,medium,medium"
N,B,C,N_B_C.png,training,1,4,3,medium,wing,tail,color,T,N,C,S,L1,I2,H2,Y,B,205,3_food.png,"Resources/N_Y_S.png,Resources/T_B_C.png,Resources/N_B_C.png,Resources/T_Y_C.png,Resources/T_B_S.png,Resources/N_B_S.png,Resources/T_Y_S.png,Resources/N_Y_C.png","low,high,medium,high,medium,low,medium,medium"
N,Y,C,N_Y_C.png,training,1,5,6,medium,wing,tail,color,T,N,C,S,L1,I1,H2,Y,B,205,6_food.png,"Resources/N_Y_S.png,Resources/T_B_C.png,Resources/N_B_C.png,Resources/T_Y_C.png,Resources/T_B_S.png,Resources/N_B_S.png,Resources/T_Y_S.png,Resources/N_Y_C.png","low,high,medium,high,medium,low,medium,medium"
N,B,S,N_B_S.png,training,1,6,4,low,wing,tail,color,T,N,C,S,L1,I2,L2,Y,B,205,4_food.png,"Resources/N_Y_S.png,Resources/T_B_C.png,Resources/N_B_C.png,Resources/T_Y_C.png,Resources/T_B_S.png,Resources/N_B_S.png,Resources/T_Y_S.png,Resources/N_Y_C.png","low,high,medium,high,medium,low,medium,medium"
T,Y,S,T_Y_S.png,training,1,7,5,medium,wing,tail,color,T,N,C,S,H1,I1,L2,Y,B,205,5_food.png,"Resources/N_Y_S.png,Resources/T_B_C.png,Resources/N_B_C.png,Resources/T_Y_C.png,Resources/T_B_S.png,Resources/N_B_S.png,Resources/T_Y_S.png,Resources/N_Y_C.png","low,high,medium,high,medium,low,medium,medium"
T,B,C,T_B_C.png,training,1,8,7,high,wing,tail,color,T,N,C,S,H1,I2,H2,Y,B,205,7_food.png,"Resources/N_Y_S.png,Resources/T_B_C.png,Resources/N_B_C.png,Resources/T_Y_C.png,Resources/T_B_S.png,Resources/N_B_S.png,Resources/T_Y_S.png,Resources/N_Y_C.png","low,high,medium,high,medium,low,medium,medium"
N,B,C,N_B_C.png,training,2,9,7,medium,wing,tail,color,T,N,C,S,L1,I2,H2,Y,B,205,7_food.png,"Resources/N_Y_S.png,Resources/T_B_C.png,Resources/N_B_C.png,Resources/T_Y_C.png,Resources/T_B_S.png,Resources/N_B_S.png,Resources/T_Y_S.png,Resources/N_Y_C.png","low,high,medium,high,medium,low,medium,medium"
N,B,S,N_B_S.png,training,2,10,3,low,wing,tail,color,T,N,C,S,L1,I2,L2,Y,B,205,3_food.png,"Resources/N_Y_S.png,Resources/T_B_C.png,Resources/N_B_C.png,Resources/T_Y_C.png,Resources/T_B_S.png,Resources/N_B_S.png,Resources/T_Y_S.png,Resources/N_Y_C.png","low,high,medium,high,medium,low,medium,medium"
N,Y,C,N_Y_C.png,training,2,11,5,medium,wing,tail,color,T,N,C,S,L1,I1,H2,Y,B,205,5_food.png,"Resources/N_Y_S.png,Resources/T_B_C.png,Resources/N_B_C.png,Resources/T_Y_C.png,Resources/T_B_S.png,Resources/N_B_S.png,Resources/T_Y_S.png,Resources/N_Y_C.png","low,high,medium,high,medium,low,medium,medium"
T,Y,S,T_Y_S.png,training,2,12,7,medium,wing,tail,color,T,N,C,S,H1,I1,L2,Y,B,205,7_food.png,"Resources/N_Y_S.png,Resources/T_B_C.png,Resources/N_B_C.png,Resources/T_Y_C.png,Resources/T_B_S.png,Resources/N_B_S.png,Resources/T_Y_S.png,Resources/N_Y_C.png","low,high,medium,high,medium,low,medium,medium"
T,B,S,T_B_S.png,training,2,13,8,medium,wing,tail,color,T,N,C,S,H1,I2,L2,Y,B,205,8_food.png,"Resources/N_Y_S.png,Resources/T_B_C.png,Resources/N_B_C.png,Resources/T_Y_C.png,Resources/T_B_S.png,Resources/N_B_S.png,Resources/T_Y_S.png,Resources/N_Y_C.png","low,high,medium,high,medium,low,medium,medium"
T,Y,C,T_Y_C.png,training,2,14,5,high,wing,tail,color,T,N,C,S,H1,I1,H2,Y,B,205,5_food.png,"Resources/N_Y_S.png,Resources/T_B_C.png,Resources/N_B_C.png,Resources/T_Y_C.png,Resources/T_B_S.png,Resources/N_B_S.png,Resources/T_Y_S.png,Resources/N_Y_C.png","low,high,medium,high,medium,low,medium,medium"
T,B,C,T_B_C.png,training,2,15,9,high,wing,tail,color,T,N,C,S,H1,I2,H2,Y,B,205,9_food.png,"Resources/N_Y_S.png,Resources/T_B_C.png,Resources/N_B_C.png,Resources/T_Y_C.png,Resources/T_B_S.png,Resources/N_B_S.png,Resources/T_Y_S.png,Resources/N_Y_C.png","low,high,medium,high,medium,low,medium,medium"
N,Y,S,N_Y_S.png,training,2,16,5,low,wing,tail,color,T,N,C,S,L1,I1,L2,Y,B,205,5_food.png,"Resources/N_Y_S.png,Resources/T_B_C.png,Resources/N_B_C.png,Resources/T_Y_C.png,Resources/T_B_S.png,Resources/N_B_S.png,Resources/T_Y_S.png,Resources/N_Y_C.png","low,high,medium,high,medium,low,medium,medium"
N,Y,C,N_Y_C.png,training,3,17,6,medium,wing,tail,color,T,N,C,S,L1,I1,H2,Y,B,205,6_food.png,"Resources/N_Y_S.png,Resources/T_B_C.png,Resources/N_B_C.png,Resources/T_Y_C.png,Resources/T_B_S.png,Resources/N_B_S.png,Resources/T_Y_S.png,Resources/N_Y_C.png","low,high,medium,high,medium,low,medium,medium"
T,Y,S,T_Y_S.png,training,3,18,6,medium,wing,tail,color,T,N,C,S,H1,I1,L2,Y,B,205,6_food.png,"Resources/N_Y_S.png,Resources/T_B_C.png,Resources/N_B_C.png,Resources/T_Y_C.png,Resources/T_B_S.png,Resources/N_B_S.png,Resources/T_Y_S.png,Resources/N_Y_C.png","low,high,medium,high,medium,low,medium,medium"
T,B,C,T_B_C.png,training,3,19,5,high,wing,tail,color,T,N,C,S,H1,I2,H2,Y,B,205,5_food.png,"Resources/N_Y_S.png,Resources/T_B_C.png,Resources/N_B_C.png,Resources/T_Y_C.png,Resources/T_B_S.png,Resources/N_B_S.png,Resources/T_Y_S.png,Resources/N_Y_C.png","low,high,medium,high,medium,low,medium,medium"
N,B,S,N_B_S.png,training,3,20,2,low,wing,tail,color,T,N,C,S,L1,I2,L2,Y,B,205,2_food.png,"Resources/N_Y_S.png,Resources/T_B_C.png,Resources/N_B_C.png,Resources/T_Y_C.png,Resources/T_B_S.png,Resources/N_B_S.png,Resources/T_Y_S.png,Resources/N_Y_C.png","low,high,medium,high,medium,low,medium,medium"
N,B,C,N_B_C.png,training,3,21,2,medium,wing,tail,color,T,N,C,S,L1,I2,H2,Y,B,205,2_food.png,"Resources/N_Y_S.png,Resources/T_B_C.png,Resources/N_B_C.png,Resources/T_Y_C.png,Resources/T_B_S.png,Resources/N_B_S.png,Resources/T_Y_S.png,Resources/N_Y_C.png","low,high,medium,high,medium,low,medium,medium"
N,Y,S,N_Y_S.png,training,3,22,4,low,wing,tail,color,T,N,C,S,L1,I1,L2,Y,B,205,4_food.png,"Resources/N_Y_S.png,Resources/T_B_C.png,Resources/N_B_C.png,Resources/T_Y_C.png,Resources/T_B_S.png,Resources/N_B_S.png,Resources/T_Y_S.png,Resources/N_Y_C.png","low,high,medium,high,medium,low,medium,medium"
T,Y,C,T_Y_C.png,training,3,23,10,high,wing,tail,color,T,N,C,S,H1,I1,H2,Y,B,205,10_food.png,"Resources/N_Y_S.png,Resources/T_B_C.png,Resources/N_B_C.png,Resources/T_Y_C.png,Resources/T_B_S.png,Resources/N_B_S.png,Resources/T_Y_S.png,Resources/N_Y_C.png","low,high,medium,high,medium,low,medium,medium"
T,B,S,T_B_S.png,training,3,24,5,medium,wing,tail,color,T,N,C,S,H1,I2,L2,Y,B,205,5_food.png,"Resources/N_Y_S.png,Resources/T_B_C.png,Resources/N_B_C.png,Resources/T_Y_C.png,Resources/T_B_S.png,Resources/N_B_S.png,Resources/T_Y_S.png,Resources/N_Y_C.png","low,high,medium,high,medium,low,medium,medium"
