wing,color,tail,image_file,phase,rep,trial_num,food_amount,category,relevant_dim_1,relevant_dim_2,irrelevant_dim,color_high,color_low,tail_high,tail_low,wing_rel,color_rel,tail_rel,wing_high,wing_low,participant_id,food_image_file,images_list,testing_categories
N,B,S,N_B_S.png,training,1,1,8,high,color,tail,wing,B,Y,S,C,I2,H1,H2,N,T,2,8_food.png,"Resources/N_B_C.png,Resources/N_Y_S.png,Resources/N_B_S.png,Resources/N_Y_C.png,Resources/T_Y_S.png,Resources/T_Y_C.png,Resources/T_B_S.png,Resources/T_B_C.png","medium,medium,high,low,medium,low,high,medium"
N,Y,S,N_Y_S.png,training,1,2,5,medium,color,tail,wing,B,Y,S,C,I2,L1,H2,N,T,2,5_food.png,"Resources/N_B_C.png,Resources/N_Y_S.png,Resources/N_B_S.png,Resources/N_Y_C.png,Resources/T_Y_S.png,Resources/T_Y_C.png,Resources/T_B_S.png,Resources/T_B_C.png","medium,medium,high,low,medium,low,high,medium"
T,B,S,T_B_S.png,training,1,3,5,high,color,tail,wing,B,Y,S,C,I1,H1,H2,N,T,2,5_food.png,"Resources/N_B_C.png,Resources/N_Y_S.png,Resources/N_B_S.png,Resources/N_Y_C.png,Resources/T_Y_S.png,Resources/T_Y_C.png,Resources/T_B_S.png,Resources/T_B_C.png","medium,medium,high,low,medium,low,high,medium"
N,Y,C,N_Y_C.png,training,1,4,1,low,color,tail,wing,B,Y,S,C,I2,L1,L2,N,T,2,1_food.png,"Resources/N_B_C.png,Resources/N_Y_S.png,Resources/N_B_S.png,Resources/N_Y_C.png,Resources/T_Y_S.png,Resources/T_Y_C.png,Resources/T_B_S.png,Resources/T_B_C.png","medium,medium,high,low,medium,low,high,medium"
T,B,C,T_B_C.png,training,1,5,4,medium,color,tail,wing,B,Y,S,C,I1,H1,L2,N,T,2,4_food.png,"Resources/N_B_C.png,Resources/N_Y_S.png,Resources/N_B_S.png,Resources/N_Y_C.png,Resources/T_Y_S.png,Resources/T_Y_C.png,Resources/T_B_S.png,Resources/T_B_C.png","medium,medium,high,low,medium,low,high,medium"
N,B,C,N_B_C.png,training,1,6,8,medium,color,tail,wing,B,Y,S,C,I2,H1,L2,N,T,2,8_food.png,"Resources/N_B_C.png,Resources/N_Y_S.png,Resources/N_B_S.png,Resources/N_Y_C.png,Resources/T_Y_S.png,Resources/T_Y_C.png,Resources/T_B_S.png,Resources/T_B_C.png","medium,medium,high,low,medium,low,high,medium"
T,Y,S,T_Y_S.png,training,1,7,2,medium,color,tail,wing,B,Y,S,C,I1,L1,H2,N,T,2,2_food.png,"Resources/N_B_C.png,Resources/N_Y_S.png,Resources/N_B_S.png,Resources/N_Y_C.png,Resources/T_Y_S.png,Resources/T_Y_C.png,Resources/T_B_S.png,Resources/T_B_C.png","medium,medium,high,low,medium,low,high,medium"
T,Y,C,T_Y_C.png,training,1,8,1,low,color,tail,wing,B,Y,S,C,I1,L1,L2,N,T,2,1_food.png,"Resources/N_B_C.png,Resources/N_Y_S.png,Resources/N_B_S.png,Resources/N_Y_C.png,Resources/T_Y_S.png,Resources/T_Y_C.png,Resources/T_B_S.png,Resources/T_B_C.png","medium,medium,high,low,medium,low,high,medium"
N,Y,C,N_Y_C.png,training,2,9,4,low,color,tail,wing,B,Y,S,C,I2,L1,L2,N,T,2,4_food.png,"Resources/N_B_C.png,Resources/N_Y_S.png,Resources/N_B_S.png,Resources/N_Y_C.png,Resources/T_Y_S.png,Resources/T_Y_C.png,Resources/T_B_S.png,Resources/T_B_C.png","medium,medium,high,low,medium,low,high,medium"
N,B,S,N_B_S.png,training,2,10,8,high,color,tail,wing,B,Y,S,C,I2,H1,H2,N,T,2,8_food.png,"Resources/N_B_C.png,Resources/N_Y_S.png,Resources/N_B_S.png,Resources/N_Y_C.png,Resources/T_Y_S.png,Resources/T_Y_C.png,Resources/T_B_S.png,Resources/T_B_C.png","medium,medium,high,low,medium,low,high,medium"
