wing,color,tail,image_file,phase,rep,trial_num,food_amount,category,relevant_dim_1,relevant_dim_2,irrelevant_dim,color_high,color_low,tail_high,tail_low,wing_rel,color_rel,tail_rel,wing_high,wing_low,participant_id,food_image_file,images_list,testing_categories
T,Y,C,T_Y_C.png,training,1,1,1,low,color,tail,wing,B,Y,S,C,I2,L1,L2,T,N,232,1_food.png,"Resources/T_Y_C.png,Resources/N_Y_S.png,Resources/N_B_C.png,Resources/T_B_S.png,Resources/T_Y_S.png,Resources/N_B_S.png,Resources/N_Y_C.png,Resources/T_B_C.png","low,medium,medium,high,medium,high,low,medium"
T,B,C,T_B_C.png,training,1,2,7,medium,color,tail,wing,B,Y,S,C,I2,H1,L2,T,N,232,7_food.png,"Resources/T_Y_C.png,Resources/N_Y_S.png,Resources/N_B_C.png,Resources/T_B_S.png,Resources/T_Y_S.png,Resources/N_B_S.png,Resources/N_Y_C.png,Resources/T_B_C.png","low,medium,medium,high,medium,high,low,medium"
T,Y,S,T_Y_S.png,training,1,3,3,medium,color,tail,wing,B,Y,S,C,I2,L1,H2,T,N,232,3_food.png,"Resources/T_Y_C.png,Resources/N_Y_S.png,Resources/N_B_C.png,Resources/T_B_S.png,Resources/T_Y_S.png,Resources/N_B_S.png,Resources/N_Y_C.png,Resources/T_B_C.png","low,medium,medium,high,medium,high,low,medium"
N,B,C,N_B_C.png,training,1,4,5,medium,color,tail,wing,B,Y,S,C,I1,H1,L2,T,N,232,5_food.png,"Resources/T_Y_C.png,Resources/N_Y_S.png,Resources/N_B_C.png,Resources/T_B_S.png,Resources/T_Y_S.png,Resources/N_B_S.png,Resources/N_Y_C.png,Resources/T_B_C.png","low,medium,medium,high,medium,high,low,medium"
N,B,S,N_B_S.png,training,1,5,8,high,color,tail,wing,B,Y,S,C,I1,H1,H2,T,N,232,8_food.png,"Resources/T_Y_C.png,Resources/N_Y_S.png,Resources/N_B_C.png,Resources/T_B_S.png,Resources/T_Y_S.png,Resources/N_B_S.png,Resources/N_Y_C.png,Resources/T_B_C.png","low,medium,medium,high,medium,high,low,medium"
N,Y,C,N_Y_C.png,training,1,6,2,low,color,tail,wing,B,Y,S,C,I1,L1,L2,T,N,232,2_food.png,"Resources/T_Y_C.png,Resources/N_Y_S.png,Resources/N_B_C.png,Resources/T_B_S.png,Resources/T_Y_S.png,Resources/N_B_S.png,Resources/N_Y_C.png,Resources/T_B_C.png","low,medium,medium,high,medium,high,low,medium"
T,B,S,T_B_S.png,training,1,7,8,high,color,tail,wing,B,Y,S,C,I2,H1,H2,T,N,232,8_food.png,"Resources/T_Y_C.png,Resources/N_Y_S.png,Resources/N_B_C.png,Resources/T_B_S.png,Resources/T_Y_S.png,Resources/N_B_S.png,Resources/N_Y_C.png,Resources/T_B_C.png","low,medium,medium,high,medium,high,low,medium"
N,Y,S,N_Y_S.png,training,1,8,2,medium,color,tail,wing,B,Y,S,C,I1,L1,H2,T,N,232,2_food.png,"Resources/T_Y_C.png,Resources/N_Y_S.png,Resources/N_B_C.png,Resources/T_B_S.png,Resources/T_Y_S.png,Resources/N_B_S.png,Resources/N_Y_C.png,Resources/T_B_C.png","low,medium,medium,high,medium,high,low,medium"
N,Y,S,N_Y_S.png,training,2,9,4,medium,color,tail,wing,B,Y,S,C,I1,L1,H2,T,N,232,4_food.png,"Resources/T_Y_C.png,Resources/N_Y_S.png,Resources/N_B_C.png,Resources/T_B_S.png,Resources/T_Y_S.png,Resources/N_B_S.png,Resources/N_Y_C.png,Resources/T_B_C.png","low,medium,medium,high,medium,high,low,medium"
N,B,C,N_B_C.png,training,2,10,5,medium,color,tail,wing,B,Y,S,C,I1,H1,L2,T,N,232,5_food.png,"Resources/T_Y_C.png,Resources/N_Y_S.png,Resources/N_B_C.png,Resources/T_B_S.png,Resources/T_Y_S.png,Resources/N_B_S.png,Resources/N_Y_C.png,Resources/T_B_C.png","low,medium,medium,high,medium,high,low,medium"
T,Y,S,T_Y_S.png,training,2,11,4,medium,color,tail,wing,B,Y,S,C,I2,L1,H2,T,N,232,4_food.png,"Resources/T_Y_C.png,Resources/N_Y_S.png,Resources/N_B_C.png,Resources/T_B_S.png,Resources/T_Y_S.png,Resources/N_B_S.png,Resources/N_Y_C.png,Resources/T_B_C.png","low,medium,medium,high,medium,high,low,medium"
T,B,C,T_B_C.png,training,2,12,5,medium,color,tail,wing,B,Y,S,C,I2,H1,L2,T,N,232,5_food.png,"Resources/T_Y_C.png,Resources/N_Y_S.png,Resources/N_B_C.png,Resources/T_B_S.png,Resources/T_Y_S.png,Resources/N_B_S.png,Resources/N_Y_C.png,Resources/T_B_C.png","low,medium,medium,high,medium,high,low,medium"
T,Y,C,T_Y_C.png,training,2,13,3,low,color,tail,wing,B,Y,S,C,I2,L1,L2,T,N,232,3_food.png,"Resources/T_Y_C.png,Resources/N_Y_S.png,Resources/N_B_C.png,Resources/T_B_S.png,Resources/T_Y_S.png,Resources/N_B_S.png,Resources/N_Y_C.png,Resources/T_B_C.png","low,medium,medium,high,medium,high,low,medium"
T,B,S,T_B_S.png,training,2,14,7,high,color,tail,wing,B,Y,S,C,I2,H1,H2,T,N,232,7_food.png,"Resources/T_Y_C.png,Resources/N_Y_S.png,Resources/N_B_C.png,Resources/T_B_S.png,Resources/T_Y_S.png,Resources/N_B_S.png,Resources/N_Y_C.png,Resources/T_B_C.png","low,medium,medium,high,medium,high,low,medium"
N,B,S,N_B_S.png,training,2,15,6,high,color,tail,wing,B,Y,S,C,I1,H1,H2,T,N,232,6_food.png,"Resources/T_Y_C.png,Resources/N_Y_S.png,Resources/N_B_C.png,Resources/T_B_S.png,Resources/T_Y_S.png,Resources/N_B_S.png,Resources/N_Y_C.png,Resources/T_B_C.png","low,medium,medium,high,medium,high,low,medium"
N,Y,C,N_Y_C.png,training,2,16,2,low,color,tail,wing,B,Y,S,C,I1,L1,L2,T,N,232,2_food.png,"Resources/T_Y_C.png,Resources/N_Y_S.png,Resources/N_B_C.png,Resources/T_B_S.png,Resources/T_Y_S.png,Resources/N_B_S.png,Resources/N_Y_C.png,Resources/T_B_C.png","low,medium,medium,high,medium,high,low,medium"
T,B,C,T_B_C.png,training,3,17,4,medium,color,tail,wing,B,Y,S,C,I2,H1,L2,T,N,232,4_food.png,"Resources/T_Y_C.png,Resources/N_Y_S.png,Resources/N_B_C.png,Resources/T_B_S.png,Resources/T_Y_S.png,Resources/N_B_S.png,Resources/N_Y_C.png,Resources/T_B_C.png","low,medium,medium,high,medium,high,low,medium"
T,Y,C,T_Y_C.png,training,3,18,3,low,color,tail,wing,B,Y,S,C,I2,L1,L2,T,N,232,3_food.png,"Resources/T_Y_C.png,Resources/N_Y_S.png,Resources/N_B_C.png,Resources/T_B_S.png,Resources/T_Y_S.png,Resources/N_B_S.png,Resources/N_Y_C.png,Resources/T_B_C.png","low,medium,medium,high,medium,high,low,medium"
T,B,S,T_B_S.png,training,3,19,7,high,color,tail,wing,B,Y,S,C,I2,H1,H2,T,N,232,7_food.png,"Resources/T_Y_C.png,Resources/N_Y_S.png,Resources/N_B_C.png,Resources/T_B_S.png,Resources/T_Y_S.png,Resources/N_B_S.png,Resources/N_Y_C.png,Resources/T_B_C.png","low,medium,medium,high,medium,high,low,medium"
N,Y,C,N_Y_C.png,training,3,20,3,low,color,tail,wing,B,Y,S,C,I1,L1,L2,T,N,232,3_food.png,"Resources/T_Y_C.png,Resources/N_Y_S.png,Resources/N_B_C.png,Resources/T_B_S.png,Resources/T_Y_S.png,Resources/N_B_S.png,Resources/N_Y_C.png,Resources/T_B_C.png","low,medium,medium,high,medium,high,low,medium"
N,Y,S,N_Y_S.png,training,3,21,2,medium,color,tail,wing,B,Y,S,C,I1,L1,H2,T,N,232,2_food.png,"Resources/T_Y_C.png,Resources/N_Y_S.png,Resources/N_B_C.png,Resources/T_B_S.png,Resources/T_Y_S.png,Resources/N_B_S.png,Resources/N_Y_C.png,Resources/T_B_C.png","low,medium,medium,high,medium,high,low,medium"
T,Y,S,T_Y_S.png,training,3,22,5,medium,color,tail,wing,B,Y,S,C,I2,L1,H2,T,N,232,5_food.png,"Resources/T_Y_C.png,Resources/N_Y_S.png,Resources/N_B_C.png,Resources/T_B_S.png,Resources/T_Y_S.png,Resources/N_B_S.png,Resources/N_Y_C.png,Resources/T_B_C.png","low,medium,medium,high,medium,high,low,medium"
N,B,C,N_B_C.png,training,3,23,6,medium,color,tail,wing,B,Y,S,C,I1,H1,L2,T,N,232,6_food.png,"Resources/T_Y_C.png,Resources/N_Y_S.png,Resources/N_B_C.png,Resources/T_B_S.png,Resources/T_Y_S.png,Resources/N_B_S.png,Resources/N_Y_C.png,Resources/T_B_C.png","low,medium,medium,high,medium,high,low,medium"
