feet,color,image_file,phase,rep,trial_num,fertility_score,category,relevant_dim,irrelevant_dim,feet_high,feet_low,color_high,color_low,participant_id,rep_image_file,images_list,testing_categories
F,Y,Y_F.png,training,1,1,9,high,feet,color,F,C,Y,G,187,9_score.png,"Resources/Y_C.png,Resources/Y_F.png,Resources/G_C.png,Resources/G_F.png","low,high,low,high"
C,G,G_C.png,training,1,2,4,low,feet,color,F,C,Y,G,187,4_score.png,"Resources/Y_C.png,Resources/Y_F.png,Resources/G_C.png,Resources/G_F.png","low,high,low,high"
C,Y,Y_C.png,training,1,3,5,low,feet,color,F,C,Y,G,187,5_score.png,"Resources/Y_C.png,Resources/Y_F.png,Resources/G_C.png,Resources/G_F.png","low,high,low,high"
F,G,G_F.png,training,1,4,7,high,feet,color,F,C,Y,G,187,7_score.png,"Resources/Y_C.png,Resources/Y_F.png,Resources/G_C.png,Resources/G_F.png","low,high,low,high"
C,G,G_C.png,training,2,5,1,low,feet,color,F,C,Y,G,187,1_score.png,"Resources/Y_C.png,Resources/Y_F.png,Resources/G_C.png,Resources/G_F.png","low,high,low,high"
C,Y,Y_C.png,training,2,6,6,low,feet,color,F,C,Y,G,187,6_score.png,"Resources/Y_C.png,Resources/Y_F.png,Resources/G_C.png,Resources/G_F.png","low,high,low,high"
F,G,G_F.png,training,2,7,9,high,feet,color,F,C,Y,G,187,9_score.png,"Resources/Y_C.png,Resources/Y_F.png,Resources/G_C.png,Resources/G_F.png","low,high,low,high"
F,Y,Y_F.png,training,2,8,9,high,feet,color,F,C,Y,G,187,9_score.png,"Resources/Y_C.png,Resources/Y_F.png,Resources/G_C.png,Resources/G_F.png","low,high,low,high"
C,Y,Y_C.png,training,3,9,4,low,feet,color,F,C,Y,G,187,4_score.png,"Resources/Y_C.png,Resources/Y_F.png,Resources/G_C.png,Resources/G_F.png","low,high,low,high"
C,G,G_C.png,training,3,10,4,low,feet,color,F,C,Y,G,187,4_score.png,"Resources/Y_C.png,Resources/Y_F.png,Resources/G_C.png,Resources/G_F.png","low,high,low,high"
F,Y,Y_F.png,training,3,11,6,high,feet,color,F,C,Y,G,187,6_score.png,"Resources/Y_C.png,Resources/Y_F.png,Resources/G_C.png,Resources/G_F.png","low,high,low,high"
F,G,G_F.png,training,3,12,8,high,feet,color,F,C,Y,G,187,8_score.png,"Resources/Y_C.png,Resources/Y_F.png,Resources/G_C.png,Resources/G_F.png","low,high,low,high"
C,G,G_C.png,training,4,13,4,low,feet,color,F,C,Y,G,187,4_score.png,"Resources/Y_C.png,Resources/Y_F.png,Resources/G_C.png,Resources/G_F.png","low,high,low,high"
C,Y,Y_C.png,training,4,14,4,low,feet,color,F,C,Y,G,187,4_score.png,"Resources/Y_C.png,Resources/Y_F.png,Resources/G_C.png,Resources/G_F.png","low,high,low,high"
F,G,G_F.png,training,4,15,6,high,feet,color,F,C,Y,G,187,6_score.png,"Resources/Y_C.png,Resources/Y_F.png,Resources/G_C.png,Resources/G_F.png","low,high,low,high"
F,Y,Y_F.png,training,4,16,9,high,feet,color,F,C,Y,G,187,9_score.png,"Resources/Y_C.png,Resources/Y_F.png,Resources/G_C.png,Resources/G_F.png","low,high,low,high"
