feet,color,image_file,phase,rep,trial_num,fertility_score,category,relevant_dim,irrelevant_dim,feet_high,feet_low,color_high,color_low,participant_id,rep_image_file,images_list,testing_categories
F,Y,Y_F.png,training,1,1,5,high,feet,color,F,C,G,Y,55,5_score.png,"Resources/Y_C.png,Resources/G_F.png,Resources/G_C.png,Resources/Y_F.png","low,high,low,high"
C,Y,Y_C.png,training,1,2,4,low,feet,color,F,C,G,Y,55,4_score.png,"Resources/Y_C.png,Resources/G_F.png,Resources/G_C.png,Resources/Y_F.png","low,high,low,high"
C,G,G_C.png,training,1,3,5,low,feet,color,F,C,G,Y,55,5_score.png,"Resources/Y_C.png,Resources/G_F.png,Resources/G_C.png,Resources/Y_F.png","low,high,low,high"
F,G,G_F.png,training,1,4,9,high,feet,color,F,C,G,Y,55,9_score.png,"Resources/Y_C.png,Resources/G_F.png,Resources/G_C.png,Resources/Y_F.png","low,high,low,high"
C,Y,Y_C.png,training,2,5,3,low,feet,color,F,C,G,Y,55,3_score.png,"Resources/Y_C.png,Resources/G_F.png,Resources/G_C.png,Resources/Y_F.png","low,high,low,high"
C,G,G_C.png,training,2,6,3,low,feet,color,F,C,G,Y,55,3_score.png,"Resources/Y_C.png,Resources/G_F.png,Resources/G_C.png,Resources/Y_F.png","low,high,low,high"
F,G,G_F.png,training,2,7,7,high,feet,color,F,C,G,Y,55,7_score.png,"Resources/Y_C.png,Resources/G_F.png,Resources/G_C.png,Resources/Y_F.png","low,high,low,high"
F,Y,Y_F.png,training,2,8,10,high,feet,color,F,C,G,Y,55,10_score.png,"Resources/Y_C.png,Resources/G_F.png,Resources/G_C.png,Resources/Y_F.png","low,high,low,high"
F,G,G_F.png,training,3,9,9,high,feet,color,F,C,G,Y,55,9_score.png,"Resources/Y_C.png,Resources/G_F.png,Resources/G_C.png,Resources/Y_F.png","low,high,low,high"
F,Y,Y_F.png,training,3,10,6,high,feet,color,F,C,G,Y,55,6_score.png,"Resources/Y_C.png,Resources/G_F.png,Resources/G_C.png,Resources/Y_F.png","low,high,low,high"
C,G,G_C.png,training,3,11,3,low,feet,color,F,C,G,Y,55,3_score.png,"Resources/Y_C.png,Resources/G_F.png,Resources/G_C.png,Resources/Y_F.png","low,high,low,high"
C,Y,Y_C.png,training,3,12,3,low,feet,color,F,C,G,Y,55,3_score.png,"Resources/Y_C.png,Resources/G_F.png,Resources/G_C.png,Resources/Y_F.png","low,high,low,high"
C,Y,Y_C.png,training,4,13,1,low,feet,color,F,C,G,Y,55,1_score.png,"Resources/Y_C.png,Resources/G_F.png,Resources/G_C.png,Resources/Y_F.png","low,high,low,high"
F,G,G_F.png,training,4,14,10,high,feet,color,F,C,G,Y,55,10_score.png,"Resources/Y_C.png,Resources/G_F.png,Resources/G_C.png,Resources/Y_F.png","low,high,low,high"
F,Y,Y_F.png,training,4,15,7,high,feet,color,F,C,G,Y,55,7_score.png,"Resources/Y_C.png,Resources/G_F.png,Resources/G_C.png,Resources/Y_F.png","low,high,low,high"
C,G,G_C.png,training,4,16,6,low,feet,color,F,C,G,Y,55,6_score.png,"Resources/Y_C.png,Resources/G_F.png,Resources/G_C.png,Resources/Y_F.png","low,high,low,high"
