feet,color,image_file,phase,rep,trial_num,fertility_score,category,relevant_dim,irrelevant_dim,feet_high,feet_low,color_high,color_low,participant_id,rep_image_file,images_list,testing_categories
F,G,G_F.png,training,1,1,4,low,feet,color,C,F,G,Y,17,4_score.png,"Resources/G_F.png,Resources/G_C.png,Resources/Y_C.png,Resources/Y_F.png","low,high,high,low"
C,Y,Y_C.png,training,1,2,5,high,feet,color,C,F,G,Y,17,5_score.png,"Resources/G_F.png,Resources/G_C.png,Resources/Y_C.png,Resources/Y_F.png","low,high,high,low"
C,G,G_C.png,training,1,3,5,high,feet,color,C,F,G,Y,17,5_score.png,"Resources/G_F.png,Resources/G_C.png,Resources/Y_C.png,Resources/Y_F.png","low,high,high,low"
F,Y,Y_F.png,training,1,4,4,low,feet,color,C,F,G,Y,17,4_score.png,"Resources/G_F.png,Resources/G_C.png,Resources/Y_C.png,Resources/Y_F.png","low,high,high,low"
C,G,G_C.png,training,2,5,2,high,feet,color,C,F,G,Y,17,2_score.png,"Resources/G_F.png,Resources/G_C.png,Resources/Y_C.png,Resources/Y_F.png","low,high,high,low"
C,Y,Y_C.png,training,2,6,5,high,feet,color,C,F,G,Y,17,5_score.png,"Resources/G_F.png,Resources/G_C.png,Resources/Y_C.png,Resources/Y_F.png","low,high,high,low"
F,Y,Y_F.png,training,2,7,6,low,feet,color,C,F,G,Y,17,6_score.png,"Resources/G_F.png,Resources/G_C.png,Resources/Y_C.png,Resources/Y_F.png","low,high,high,low"
F,G,G_F.png,training,2,8,7,low,feet,color,C,F,G,Y,17,7_score.png,"Resources/G_F.png,Resources/G_C.png,Resources/Y_C.png,Resources/Y_F.png","low,high,high,low"
F,Y,Y_F.png,training,3,9,3,low,feet,color,C,F,G,Y,17,3_score.png,"Resources/G_F.png,Resources/G_C.png,Resources/Y_C.png,Resources/Y_F.png","low,high,high,low"
F,G,G_F.png,training,3,10,3,low,feet,color,C,F,G,Y,17,3_score.png,"Resources/G_F.png,Resources/G_C.png,Resources/Y_C.png,Resources/Y_F.png","low,high,high,low"
C,G,G_C.png,training,3,11,7,high,feet,color,C,F,G,Y,17,7_score.png,"Resources/G_F.png,Resources/G_C.png,Resources/Y_C.png,Resources/Y_F.png","low,high,high,low"
C,Y,Y_C.png,training,3,12,5,high,feet,color,C,F,G,Y,17,5_score.png,"Resources/G_F.png,Resources/G_C.png,Resources/Y_C.png,Resources/Y_F.png","low,high,high,low"
C,G,G_C.png,training,4,13,10,high,feet,color,C,F,G,Y,17,10_score.png,"Resources/G_F.png,Resources/G_C.png,Resources/Y_C.png,Resources/Y_F.png","low,high,high,low"
F,G,G_F.png,training,4,14,6,low,feet,color,C,F,G,Y,17,6_score.png,"Resources/G_F.png,Resources/G_C.png,Resources/Y_C.png,Resources/Y_F.png","low,high,high,low"
C,Y,Y_C.png,training,4,15,9,high,feet,color,C,F,G,Y,17,9_score.png,"Resources/G_F.png,Resources/G_C.png,Resources/Y_C.png,Resources/Y_F.png","low,high,high,low"
F,Y,Y_F.png,training,4,16,1,low,feet,color,C,F,G,Y,17,1_score.png,"Resources/G_F.png,Resources/G_C.png,Resources/Y_C.png,Resources/Y_F.png","low,high,high,low"
