feet,color,image_file,phase,rep,trial_num,fertility_score,category,relevant_dim,irrelevant_dim,feet_high,feet_low,color_high,color_low,participant_id,rep_image_file,images_list,testing_categories
F,Y,Y_F.png,training,1,1,8,high,feet,color,F,C,Y,G,131,8_score.png,"Resources/G_C.png,Resources/Y_F.png,Resources/G_F.png,Resources/Y_C.png","low,high,high,low"
C,G,G_C.png,training,1,2,5,low,feet,color,F,C,Y,G,131,5_score.png,"Resources/G_C.png,Resources/Y_F.png,Resources/G_F.png,Resources/Y_C.png","low,high,high,low"
C,Y,Y_C.png,training,1,3,1,low,feet,color,F,C,Y,G,131,1_score.png,"Resources/G_C.png,Resources/Y_F.png,Resources/G_F.png,Resources/Y_C.png","low,high,high,low"
F,G,G_F.png,training,1,4,4,high,feet,color,F,C,Y,G,131,4_score.png,"Resources/G_C.png,Resources/Y_F.png,Resources/G_F.png,Resources/Y_C.png","low,high,high,low"
C,G,G_C.png,training,2,5,2,low,feet,color,F,C,Y,G,131,2_score.png,"Resources/G_C.png,Resources/Y_F.png,Resources/G_F.png,Resources/Y_C.png","low,high,high,low"
F,Y,Y_F.png,training,2,6,7,high,feet,color,F,C,Y,G,131,7_score.png,"Resources/G_C.png,Resources/Y_F.png,Resources/G_F.png,Resources/Y_C.png","low,high,high,low"
C,Y,Y_C.png,training,2,7,3,low,feet,color,F,C,Y,G,131,3_score.png,"Resources/G_C.png,Resources/Y_F.png,Resources/G_F.png,Resources/Y_C.png","low,high,high,low"
F,G,G_F.png,training,2,8,8,high,feet,color,F,C,Y,G,131,8_score.png,"Resources/G_C.png,Resources/Y_F.png,Resources/G_F.png,Resources/Y_C.png","low,high,high,low"
C,Y,Y_C.png,training,3,9,10,low,feet,color,F,C,Y,G,131,10_score.png,"Resources/G_C.png,Resources/Y_F.png,Resources/G_F.png,Resources/Y_C.png","low,high,high,low"
C,G,G_C.png,training,3,10,1,low,feet,color,F,C,Y,G,131,1_score.png,"Resources/G_C.png,Resources/Y_F.png,Resources/G_F.png,Resources/Y_C.png","low,high,high,low"
F,G,G_F.png,training,3,11,6,high,feet,color,F,C,Y,G,131,6_score.png,"Resources/G_C.png,Resources/Y_F.png,Resources/G_F.png,Resources/Y_C.png","low,high,high,low"
F,Y,Y_F.png,training,3,12,8,high,feet,color,F,C,Y,G,131,8_score.png,"Resources/G_C.png,Resources/Y_F.png,Resources/G_F.png,Resources/Y_C.png","low,high,high,low"
C,G,G_C.png,training,4,13,4,low,feet,color,F,C,Y,G,131,4_score.png,"Resources/G_C.png,Resources/Y_F.png,Resources/G_F.png,Resources/Y_C.png","low,high,high,low"
F,Y,Y_F.png,training,4,14,7,high,feet,color,F,C,Y,G,131,7_score.png,"Resources/G_C.png,Resources/Y_F.png,Resources/G_F.png,Resources/Y_C.png","low,high,high,low"
F,G,G_F.png,training,4,15,8,high,feet,color,F,C,Y,G,131,8_score.png,"Resources/G_C.png,Resources/Y_F.png,Resources/G_F.png,Resources/Y_C.png","low,high,high,low"
C,Y,Y_C.png,training,4,16,1,low,feet,color,F,C,Y,G,131,1_score.png,"Resources/G_C.png,Resources/Y_F.png,Resources/G_F.png,Resources/Y_C.png","low,high,high,low"
