feet,color,image_file,phase,rep,trial_num,fertility_score,category,relevant_dim,irrelevant_dim,feet_high,feet_low,color_high,color_low,participant_id,rep_image_file,images_list,testing_categories
F,Y,Y_F.png,training,1,1,1,low,feet,color,C,F,G,Y,89,1_score.png,"Resources/Y_F.png,Resources/G_F.png,Resources/G_C.png,Resources/Y_C.png","low,low,high,high"
F,G,G_F.png,training,1,2,3,low,feet,color,C,F,G,Y,89,3_score.png,"Resources/Y_F.png,Resources/G_F.png,Resources/G_C.png,Resources/Y_C.png","low,low,high,high"
C,G,G_C.png,training,1,3,9,high,feet,color,C,F,G,Y,89,9_score.png,"Resources/Y_F.png,Resources/G_F.png,Resources/G_C.png,Resources/Y_C.png","low,low,high,high"
C,Y,Y_C.png,training,1,4,8,high,feet,color,C,F,G,Y,89,8_score.png,"Resources/Y_F.png,Resources/G_F.png,Resources/G_C.png,Resources/Y_C.png","low,low,high,high"
C,Y,Y_C.png,training,2,5,5,high,feet,color,C,F,G,Y,89,5_score.png,"Resources/Y_F.png,Resources/G_F.png,Resources/G_C.png,Resources/Y_C.png","low,low,high,high"
C,G,G_C.png,training,2,6,9,high,feet,color,C,F,G,Y,89,9_score.png,"Resources/Y_F.png,Resources/G_F.png,Resources/G_C.png,Resources/Y_C.png","low,low,high,high"
F,G,G_F.png,training,2,7,6,low,feet,color,C,F,G,Y,89,6_score.png,"Resources/Y_F.png,Resources/G_F.png,Resources/G_C.png,Resources/Y_C.png","low,low,high,high"
F,Y,Y_F.png,training,2,8,3,low,feet,color,C,F,G,Y,89,3_score.png,"Resources/Y_F.png,Resources/G_F.png,Resources/G_C.png,Resources/Y_C.png","low,low,high,high"
C,G,G_C.png,training,3,9,9,high,feet,color,C,F,G,Y,89,9_score.png,"Resources/Y_F.png,Resources/G_F.png,Resources/G_C.png,Resources/Y_C.png","low,low,high,high"
C,Y,Y_C.png,training,3,10,7,high,feet,color,C,F,G,Y,89,7_score.png,"Resources/Y_F.png,Resources/G_F.png,Resources/G_C.png,Resources/Y_C.png","low,low,high,high"
F,Y,Y_F.png,training,3,11,1,low,feet,color,C,F,G,Y,89,1_score.png,"Resources/Y_F.png,Resources/G_F.png,Resources/G_C.png,Resources/Y_C.png","low,low,high,high"
F,G,G_F.png,training,3,12,3,low,feet,color,C,F,G,Y,89,3_score.png,"Resources/Y_F.png,Resources/G_F.png,Resources/G_C.png,Resources/Y_C.png","low,low,high,high"
F,Y,Y_F.png,training,4,13,3,low,feet,color,C,F,G,Y,89,3_score.png,"Resources/Y_F.png,Resources/G_F.png,Resources/G_C.png,Resources/Y_C.png","low,low,high,high"
C,G,G_C.png,training,4,14,6,high,feet,color,C,F,G,Y,89,6_score.png,"Resources/Y_F.png,Resources/G_F.png,Resources/G_C.png,Resources/Y_C.png","low,low,high,high"
C,Y,Y_C.png,training,4,15,10,high,feet,color,C,F,G,Y,89,10_score.png,"Resources/Y_F.png,Resources/G_F.png,Resources/G_C.png,Resources/Y_C.png","low,low,high,high"
F,G,G_F.png,training,4,16,2,low,feet,color,C,F,G,Y,89,2_score.png,"Resources/Y_F.png,Resources/G_F.png,Resources/G_C.png,Resources/Y_C.png","low,low,high,high"
