feet,color,image_file,phase,rep,trial_num,fertility_score,category,relevant_dim,irrelevant_dim,feet_high,feet_low,color_high,color_low,participant_id,rep_image_file,images_list,testing_categories
C,Y,Y_C.png,training,1,1,10,high,feet,color,C,F,Y,G,93,10_score.png,"Resources/Y_F.png,Resources/G_F.png,Resources/G_C.png,Resources/Y_C.png","low,low,high,high"
F,G,G_F.png,training,1,2,1,low,feet,color,C,F,Y,G,93,1_score.png,"Resources/Y_F.png,Resources/G_F.png,Resources/G_C.png,Resources/Y_C.png","low,low,high,high"
F,Y,Y_F.png,training,1,3,2,low,feet,color,C,F,Y,G,93,2_score.png,"Resources/Y_F.png,Resources/G_F.png,Resources/G_C.png,Resources/Y_C.png","low,low,high,high"
C,G,G_C.png,training,1,4,7,high,feet,color,C,F,Y,G,93,7_score.png,"Resources/Y_F.png,Resources/G_F.png,Resources/G_C.png,Resources/Y_C.png","low,low,high,high"
F,Y,Y_F.png,training,2,5,5,low,feet,color,C,F,Y,G,93,5_score.png,"Resources/Y_F.png,Resources/G_F.png,Resources/G_C.png,Resources/Y_C.png","low,low,high,high"
C,Y,Y_C.png,training,2,6,6,high,feet,color,C,F,Y,G,93,6_score.png,"Resources/Y_F.png,Resources/G_F.png,Resources/G_C.png,Resources/Y_C.png","low,low,high,high"
C,G,G_C.png,training,2,7,5,high,feet,color,C,F,Y,G,93,5_score.png,"Resources/Y_F.png,Resources/G_F.png,Resources/G_C.png,Resources/Y_C.png","low,low,high,high"
F,G,G_F.png,training,2,8,3,low,feet,color,C,F,Y,G,93,3_score.png,"Resources/Y_F.png,Resources/G_F.png,Resources/G_C.png,Resources/Y_C.png","low,low,high,high"
F,Y,Y_F.png,training,3,9,6,low,feet,color,C,F,Y,G,93,6_score.png,"Resources/Y_F.png,Resources/G_F.png,Resources/G_C.png,Resources/Y_C.png","low,low,high,high"
C,Y,Y_C.png,training,3,10,10,high,feet,color,C,F,Y,G,93,10_score.png,"Resources/Y_F.png,Resources/G_F.png,Resources/G_C.png,Resources/Y_C.png","low,low,high,high"
C,G,G_C.png,training,3,11,5,high,feet,color,C,F,Y,G,93,5_score.png,"Resources/Y_F.png,Resources/G_F.png,Resources/G_C.png,Resources/Y_C.png","low,low,high,high"
F,G,G_F.png,training,3,12,5,low,feet,color,C,F,Y,G,93,5_score.png,"Resources/Y_F.png,Resources/G_F.png,Resources/G_C.png,Resources/Y_C.png","low,low,high,high"
F,Y,Y_F.png,training,4,13,1,low,feet,color,C,F,Y,G,93,1_score.png,"Resources/Y_F.png,Resources/G_F.png,Resources/G_C.png,Resources/Y_C.png","low,low,high,high"
C,G,G_C.png,training,4,14,8,high,feet,color,C,F,Y,G,93,8_score.png,"Resources/Y_F.png,Resources/G_F.png,Resources/G_C.png,Resources/Y_C.png","low,low,high,high"
C,Y,Y_C.png,training,4,15,5,high,feet,color,C,F,Y,G,93,5_score.png,"Resources/Y_F.png,Resources/G_F.png,Resources/G_C.png,Resources/Y_C.png","low,low,high,high"
F,G,G_F.png,training,4,16,4,low,feet,color,C,F,Y,G,93,4_score.png,"Resources/Y_F.png,Resources/G_F.png,Resources/G_C.png,Resources/Y_C.png","low,low,high,high"
