feet,color,image_file,phase,rep,trial_num,fertility_score,category,relevant_dim,irrelevant_dim,feet_high,feet_low,color_high,color_low,participant_id,rep_image_file,images_list,testing_categories
F,G,G_F.png,training,1,1,4,high,feet,color,F,C,Y,G,159,4_score.png,"Resources/G_F.png,Resources/G_C.png,Resources/Y_F.png,Resources/Y_C.png","high,low,high,low"
F,Y,Y_F.png,training,1,2,8,high,feet,color,F,C,Y,G,159,8_score.png,"Resources/G_F.png,Resources/G_C.png,Resources/Y_F.png,Resources/Y_C.png","high,low,high,low"
C,Y,Y_C.png,training,1,3,5,low,feet,color,F,C,Y,G,159,5_score.png,"Resources/G_F.png,Resources/G_C.png,Resources/Y_F.png,Resources/Y_C.png","high,low,high,low"
C,G,G_C.png,training,1,4,5,low,feet,color,F,C,Y,G,159,5_score.png,"Resources/G_F.png,Resources/G_C.png,Resources/Y_F.png,Resources/Y_C.png","high,low,high,low"
C,G,G_C.png,training,2,5,3,low,feet,color,F,C,Y,G,159,3_score.png,"Resources/G_F.png,Resources/G_C.png,Resources/Y_F.png,Resources/Y_C.png","high,low,high,low"
F,Y,Y_F.png,training,2,6,4,high,feet,color,F,C,Y,G,159,4_score.png,"Resources/G_F.png,Resources/G_C.png,Resources/Y_F.png,Resources/Y_C.png","high,low,high,low"
F,G,G_F.png,training,2,7,8,high,feet,color,F,C,Y,G,159,8_score.png,"Resources/G_F.png,Resources/G_C.png,Resources/Y_F.png,Resources/Y_C.png","high,low,high,low"
C,Y,Y_C.png,training,2,8,5,low,feet,color,F,C,Y,G,159,5_score.png,"Resources/G_F.png,Resources/G_C.png,Resources/Y_F.png,Resources/Y_C.png","high,low,high,low"
F,G,G_F.png,training,3,9,9,high,feet,color,F,C,Y,G,159,9_score.png,"Resources/G_F.png,Resources/G_C.png,Resources/Y_F.png,Resources/Y_C.png","high,low,high,low"
F,Y,Y_F.png,training,3,10,8,high,feet,color,F,C,Y,G,159,8_score.png,"Resources/G_F.png,Resources/G_C.png,Resources/Y_F.png,Resources/Y_C.png","high,low,high,low"
C,Y,Y_C.png,training,3,11,5,low,feet,color,F,C,Y,G,159,5_score.png,"Resources/G_F.png,Resources/G_C.png,Resources/Y_F.png,Resources/Y_C.png","high,low,high,low"
C,G,G_C.png,training,3,12,5,low,feet,color,F,C,Y,G,159,5_score.png,"Resources/G_F.png,Resources/G_C.png,Resources/Y_F.png,Resources/Y_C.png","high,low,high,low"
C,Y,Y_C.png,training,4,13,4,low,feet,color,F,C,Y,G,159,4_score.png,"Resources/G_F.png,Resources/G_C.png,Resources/Y_F.png,Resources/Y_C.png","high,low,high,low"
F,Y,Y_F.png,training,4,14,9,high,feet,color,F,C,Y,G,159,9_score.png,"Resources/G_F.png,Resources/G_C.png,Resources/Y_F.png,Resources/Y_C.png","high,low,high,low"
F,G,G_F.png,training,4,15,7,high,feet,color,F,C,Y,G,159,7_score.png,"Resources/G_F.png,Resources/G_C.png,Resources/Y_F.png,Resources/Y_C.png","high,low,high,low"
C,G,G_C.png,training,4,16,2,low,feet,color,F,C,Y,G,159,2_score.png,"Resources/G_F.png,Resources/G_C.png,Resources/Y_F.png,Resources/Y_C.png","high,low,high,low"
