feet,color,image_file,phase,rep,trial_num,fertility_score,category,relevant_dim,irrelevant_dim,feet_high,feet_low,color_high,color_low,participant_id,rep_image_file,images_list,testing_categories
F,Y,Y_F.png,training,1,1,8,high,feet,color,F,C,Y,G,99,8_score.png,"Resources/Y_F.png,Resources/Y_C.png,Resources/G_C.png,Resources/G_F.png","high,low,low,high"
F,G,G_F.png,training,1,2,9,high,feet,color,F,C,Y,G,99,9_score.png,"Resources/Y_F.png,Resources/Y_C.png,Resources/G_C.png,Resources/G_F.png","high,low,low,high"
C,Y,Y_C.png,training,1,3,7,low,feet,color,F,C,Y,G,99,7_score.png,"Resources/Y_F.png,Resources/Y_C.png,Resources/G_C.png,Resources/G_F.png","high,low,low,high"
C,G,G_C.png,training,1,4,1,low,feet,color,F,C,Y,G,99,1_score.png,"Resources/Y_F.png,Resources/Y_C.png,Resources/G_C.png,Resources/G_F.png","high,low,low,high"
F,Y,Y_F.png,training,2,5,7,high,feet,color,F,C,Y,G,99,7_score.png,"Resources/Y_F.png,Resources/Y_C.png,Resources/G_C.png,Resources/G_F.png","high,low,low,high"
F,G,G_F.png,training,2,6,6,high,feet,color,F,C,Y,G,99,6_score.png,"Resources/Y_F.png,Resources/Y_C.png,Resources/G_C.png,Resources/G_F.png","high,low,low,high"
C,G,G_C.png,training,2,7,5,low,feet,color,F,C,Y,G,99,5_score.png,"Resources/Y_F.png,Resources/Y_C.png,Resources/G_C.png,Resources/G_F.png","high,low,low,high"
C,Y,Y_C.png,training,2,8,2,low,feet,color,F,C,Y,G,99,2_score.png,"Resources/Y_F.png,Resources/Y_C.png,Resources/G_C.png,Resources/G_F.png","high,low,low,high"
F,Y,Y_F.png,training,3,9,10,high,feet,color,F,C,Y,G,99,10_score.png,"Resources/Y_F.png,Resources/Y_C.png,Resources/G_C.png,Resources/G_F.png","high,low,low,high"
C,Y,Y_C.png,training,3,10,1,low,feet,color,F,C,Y,G,99,1_score.png,"Resources/Y_F.png,Resources/Y_C.png,Resources/G_C.png,Resources/G_F.png","high,low,low,high"
C,G,G_C.png,training,3,11,3,low,feet,color,F,C,Y,G,99,3_score.png,"Resources/Y_F.png,Resources/Y_C.png,Resources/G_C.png,Resources/G_F.png","high,low,low,high"
F,G,G_F.png,training,3,12,8,high,feet,color,F,C,Y,G,99,8_score.png,"Resources/Y_F.png,Resources/Y_C.png,Resources/G_C.png,Resources/G_F.png","high,low,low,high"
C,Y,Y_C.png,training,4,13,5,low,feet,color,F,C,Y,G,99,5_score.png,"Resources/Y_F.png,Resources/Y_C.png,Resources/G_C.png,Resources/G_F.png","high,low,low,high"
C,G,G_C.png,training,4,14,1,low,feet,color,F,C,Y,G,99,1_score.png,"Resources/Y_F.png,Resources/Y_C.png,Resources/G_C.png,Resources/G_F.png","high,low,low,high"
F,G,G_F.png,training,4,15,7,high,feet,color,F,C,Y,G,99,7_score.png,"Resources/Y_F.png,Resources/Y_C.png,Resources/G_C.png,Resources/G_F.png","high,low,low,high"
F,Y,Y_F.png,training,4,16,5,high,feet,color,F,C,Y,G,99,5_score.png,"Resources/Y_F.png,Resources/Y_C.png,Resources/G_C.png,Resources/G_F.png","high,low,low,high"
