feet,color,image_file,phase,rep,trial_num,fertility_score,category,relevant_dim,irrelevant_dim,feet_high,feet_low,color_high,color_low,participant_id,rep_image_file,images_list,testing_categories
F,Y,Y_F.png,training,1,1,8,low,feet,color,C,F,Y,G,129,8_score.png,"Resources/G_C.png,Resources/Y_C.png,Resources/G_F.png,Resources/Y_F.png","high,high,low,low"
C,G,G_C.png,training,1,2,7,high,feet,color,C,F,Y,G,129,7_score.png,"Resources/G_C.png,Resources/Y_C.png,Resources/G_F.png,Resources/Y_F.png","high,high,low,low"
F,G,G_F.png,training,1,3,2,low,feet,color,C,F,Y,G,129,2_score.png,"Resources/G_C.png,Resources/Y_C.png,Resources/G_F.png,Resources/Y_F.png","high,high,low,low"
C,Y,Y_C.png,training,1,4,6,high,feet,color,C,F,Y,G,129,6_score.png,"Resources/G_C.png,Resources/Y_C.png,Resources/G_F.png,Resources/Y_F.png","high,high,low,low"
C,Y,Y_C.png,training,2,5,8,high,feet,color,C,F,Y,G,129,8_score.png,"Resources/G_C.png,Resources/Y_C.png,Resources/G_F.png,Resources/Y_F.png","high,high,low,low"
F,Y,Y_F.png,training,2,6,7,low,feet,color,C,F,Y,G,129,7_score.png,"Resources/G_C.png,Resources/Y_C.png,Resources/G_F.png,Resources/Y_F.png","high,high,low,low"
C,G,G_C.png,training,2,7,10,high,feet,color,C,F,Y,G,129,10_score.png,"Resources/G_C.png,Resources/Y_C.png,Resources/G_F.png,Resources/Y_F.png","high,high,low,low"
F,G,G_F.png,training,2,8,4,low,feet,color,C,F,Y,G,129,4_score.png,"Resources/G_C.png,Resources/Y_C.png,Resources/G_F.png,Resources/Y_F.png","high,high,low,low"
C,G,G_C.png,training,3,9,7,high,feet,color,C,F,Y,G,129,7_score.png,"Resources/G_C.png,Resources/Y_C.png,Resources/G_F.png,Resources/Y_F.png","high,high,low,low"
F,G,G_F.png,training,3,10,2,low,feet,color,C,F,Y,G,129,2_score.png,"Resources/G_C.png,Resources/Y_C.png,Resources/G_F.png,Resources/Y_F.png","high,high,low,low"
F,Y,Y_F.png,training,3,11,5,low,feet,color,C,F,Y,G,129,5_score.png,"Resources/G_C.png,Resources/Y_C.png,Resources/G_F.png,Resources/Y_F.png","high,high,low,low"
C,Y,Y_C.png,training,3,12,10,high,feet,color,C,F,Y,G,129,10_score.png,"Resources/G_C.png,Resources/Y_C.png,Resources/G_F.png,Resources/Y_F.png","high,high,low,low"
C,Y,Y_C.png,training,4,13,7,high,feet,color,C,F,Y,G,129,7_score.png,"Resources/G_C.png,Resources/Y_C.png,Resources/G_F.png,Resources/Y_F.png","high,high,low,low"
C,G,G_C.png,training,4,14,5,high,feet,color,C,F,Y,G,129,5_score.png,"Resources/G_C.png,Resources/Y_C.png,Resources/G_F.png,Resources/Y_F.png","high,high,low,low"
F,Y,Y_F.png,training,4,15,2,low,feet,color,C,F,Y,G,129,2_score.png,"Resources/G_C.png,Resources/Y_C.png,Resources/G_F.png,Resources/Y_F.png","high,high,low,low"
F,G,G_F.png,training,4,16,5,low,feet,color,C,F,Y,G,129,5_score.png,"Resources/G_C.png,Resources/Y_C.png,Resources/G_F.png,Resources/Y_F.png","high,high,low,low"
