feet,color,image_file,phase,rep,trial_num,fertility_score,category,relevant_dim,irrelevant_dim,feet_high,feet_low,color_high,color_low,participant_id,rep_image_file,images_list,testing_categories
F,Y,Y_F.png,training,1,1,7,high,feet,color,F,C,G,Y,199,7_score.png,"Resources/G_C.png,Resources/G_F.png,Resources/Y_F.png,Resources/Y_C.png","low,high,high,low"
C,G,G_C.png,training,1,2,2,low,feet,color,F,C,G,Y,199,2_score.png,"Resources/G_C.png,Resources/G_F.png,Resources/Y_F.png,Resources/Y_C.png","low,high,high,low"
F,G,G_F.png,training,1,3,7,high,feet,color,F,C,G,Y,199,7_score.png,"Resources/G_C.png,Resources/G_F.png,Resources/Y_F.png,Resources/Y_C.png","low,high,high,low"
C,Y,Y_C.png,training,1,4,1,low,feet,color,F,C,G,Y,199,1_score.png,"Resources/G_C.png,Resources/G_F.png,Resources/Y_F.png,Resources/Y_C.png","low,high,high,low"
F,G,G_F.png,training,2,5,10,high,feet,color,F,C,G,Y,199,10_score.png,"Resources/G_C.png,Resources/G_F.png,Resources/Y_F.png,Resources/Y_C.png","low,high,high,low"
F,Y,Y_F.png,training,2,6,8,high,feet,color,F,C,G,Y,199,8_score.png,"Resources/G_C.png,Resources/G_F.png,Resources/Y_F.png,Resources/Y_C.png","low,high,high,low"
C,Y,Y_C.png,training,2,7,3,low,feet,color,F,C,G,Y,199,3_score.png,"Resources/G_C.png,Resources/G_F.png,Resources/Y_F.png,Resources/Y_C.png","low,high,high,low"
C,G,G_C.png,training,2,8,2,low,feet,color,F,C,G,Y,199,2_score.png,"Resources/G_C.png,Resources/G_F.png,Resources/Y_F.png,Resources/Y_C.png","low,high,high,low"
C,G,G_C.png,training,3,9,7,low,feet,color,F,C,G,Y,199,7_score.png,"Resources/G_C.png,Resources/G_F.png,Resources/Y_F.png,Resources/Y_C.png","low,high,high,low"
F,G,G_F.png,training,3,10,5,high,feet,color,F,C,G,Y,199,5_score.png,"Resources/G_C.png,Resources/G_F.png,Resources/Y_F.png,Resources/Y_C.png","low,high,high,low"
C,Y,Y_C.png,training,3,11,3,low,feet,color,F,C,G,Y,199,3_score.png,"Resources/G_C.png,Resources/G_F.png,Resources/Y_F.png,Resources/Y_C.png","low,high,high,low"
F,Y,Y_F.png,training,3,12,4,high,feet,color,F,C,G,Y,199,4_score.png,"Resources/G_C.png,Resources/G_F.png,Resources/Y_F.png,Resources/Y_C.png","low,high,high,low"
C,G,G_C.png,training,4,13,7,low,feet,color,F,C,G,Y,199,7_score.png,"Resources/G_C.png,Resources/G_F.png,Resources/Y_F.png,Resources/Y_C.png","low,high,high,low"
F,Y,Y_F.png,training,4,14,8,high,feet,color,F,C,G,Y,199,8_score.png,"Resources/G_C.png,Resources/G_F.png,Resources/Y_F.png,Resources/Y_C.png","low,high,high,low"
C,Y,Y_C.png,training,4,15,8,low,feet,color,F,C,G,Y,199,8_score.png,"Resources/G_C.png,Resources/G_F.png,Resources/Y_F.png,Resources/Y_C.png","low,high,high,low"
F,G,G_F.png,training,4,16,9,high,feet,color,F,C,G,Y,199,9_score.png,"Resources/G_C.png,Resources/G_F.png,Resources/Y_F.png,Resources/Y_C.png","low,high,high,low"
