feet,color,image_file,phase,rep,trial_num,fertility_score,category,relevant_dim,irrelevant_dim,feet_high,feet_low,color_high,color_low,participant_id,rep_image_file,images_list,testing_categories
C,Y,Y_C.png,training,1,1,1,low,feet,color,F,C,G,Y,163,1_score.png,"Resources/Y_F.png,Resources/G_F.png,Resources/G_C.png,Resources/Y_C.png","high,high,low,low"
F,Y,Y_F.png,training,1,2,5,high,feet,color,F,C,G,Y,163,5_score.png,"Resources/Y_F.png,Resources/G_F.png,Resources/G_C.png,Resources/Y_C.png","high,high,low,low"
F,G,G_F.png,training,1,3,7,high,feet,color,F,C,G,Y,163,7_score.png,"Resources/Y_F.png,Resources/G_F.png,Resources/G_C.png,Resources/Y_C.png","high,high,low,low"
C,G,G_C.png,training,1,4,6,low,feet,color,F,C,G,Y,163,6_score.png,"Resources/Y_F.png,Resources/G_F.png,Resources/G_C.png,Resources/Y_C.png","high,high,low,low"
C,Y,Y_C.png,training,2,5,2,low,feet,color,F,C,G,Y,163,2_score.png,"Resources/Y_F.png,Resources/G_F.png,Resources/G_C.png,Resources/Y_C.png","high,high,low,low"
C,G,G_C.png,training,2,6,3,low,feet,color,F,C,G,Y,163,3_score.png,"Resources/Y_F.png,Resources/G_F.png,Resources/G_C.png,Resources/Y_C.png","high,high,low,low"
F,Y,Y_F.png,training,2,7,9,high,feet,color,F,C,G,Y,163,9_score.png,"Resources/Y_F.png,Resources/G_F.png,Resources/G_C.png,Resources/Y_C.png","high,high,low,low"
F,G,G_F.png,training,2,8,9,high,feet,color,F,C,G,Y,163,9_score.png,"Resources/Y_F.png,Resources/G_F.png,Resources/G_C.png,Resources/Y_C.png","high,high,low,low"
F,Y,Y_F.png,training,3,9,5,high,feet,color,F,C,G,Y,163,5_score.png,"Resources/Y_F.png,Resources/G_F.png,Resources/G_C.png,Resources/Y_C.png","high,high,low,low"
C,G,G_C.png,training,3,10,6,low,feet,color,F,C,G,Y,163,6_score.png,"Resources/Y_F.png,Resources/G_F.png,Resources/G_C.png,Resources/Y_C.png","high,high,low,low"
F,G,G_F.png,training,3,11,6,high,feet,color,F,C,G,Y,163,6_score.png,"Resources/Y_F.png,Resources/G_F.png,Resources/G_C.png,Resources/Y_C.png","high,high,low,low"
C,Y,Y_C.png,training,3,12,7,low,feet,color,F,C,G,Y,163,7_score.png,"Resources/Y_F.png,Resources/G_F.png,Resources/G_C.png,Resources/Y_C.png","high,high,low,low"
C,Y,Y_C.png,training,4,13,1,low,feet,color,F,C,G,Y,163,1_score.png,"Resources/Y_F.png,Resources/G_F.png,Resources/G_C.png,Resources/Y_C.png","high,high,low,low"
C,G,G_C.png,training,4,14,4,low,feet,color,F,C,G,Y,163,4_score.png,"Resources/Y_F.png,Resources/G_F.png,Resources/G_C.png,Resources/Y_C.png","high,high,low,low"
F,G,G_F.png,training,4,15,3,high,feet,color,F,C,G,Y,163,3_score.png,"Resources/Y_F.png,Resources/G_F.png,Resources/G_C.png,Resources/Y_C.png","high,high,low,low"
F,Y,Y_F.png,training,4,16,6,high,feet,color,F,C,G,Y,163,6_score.png,"Resources/Y_F.png,Resources/G_F.png,Resources/G_C.png,Resources/Y_C.png","high,high,low,low"
