feet,color,image_file,phase,rep,trial_num,fertility_score,category,relevant_dim,irrelevant_dim,feet_high,feet_low,color_high,color_low,participant_id,rep_image_file,images_list,testing_categories
C,Y,Y_C.png,training,1,1,4,low,feet,color,F,C,Y,G,79,4_score.png,"Resources/Y_C.png,Resources/Y_F.png,Resources/G_F.png,Resources/G_C.png","low,high,high,low"
F,Y,Y_F.png,training,1,2,9,high,feet,color,F,C,Y,G,79,9_score.png,"Resources/Y_C.png,Resources/Y_F.png,Resources/G_F.png,Resources/G_C.png","low,high,high,low"
C,G,G_C.png,training,1,3,4,low,feet,color,F,C,Y,G,79,4_score.png,"Resources/Y_C.png,Resources/Y_F.png,Resources/G_F.png,Resources/G_C.png","low,high,high,low"
F,G,G_F.png,training,1,4,7,high,feet,color,F,C,Y,G,79,7_score.png,"Resources/Y_C.png,Resources/Y_F.png,Resources/G_F.png,Resources/G_C.png","low,high,high,low"
C,Y,Y_C.png,training,2,5,3,low,feet,color,F,C,Y,G,79,3_score.png,"Resources/Y_C.png,Resources/Y_F.png,Resources/G_F.png,Resources/G_C.png","low,high,high,low"
F,Y,Y_F.png,training,2,6,10,high,feet,color,F,C,Y,G,79,10_score.png,"Resources/Y_C.png,Resources/Y_F.png,Resources/G_F.png,Resources/G_C.png","low,high,high,low"
C,G,G_C.png,training,2,7,1,low,feet,color,F,C,Y,G,79,1_score.png,"Resources/Y_C.png,Resources/Y_F.png,Resources/G_F.png,Resources/G_C.png","low,high,high,low"
F,G,G_F.png,training,2,8,9,high,feet,color,F,C,Y,G,79,9_score.png,"Resources/Y_C.png,Resources/Y_F.png,Resources/G_F.png,Resources/G_C.png","low,high,high,low"
F,Y,Y_F.png,training,3,9,9,high,feet,color,F,C,Y,G,79,9_score.png,"Resources/Y_C.png,Resources/Y_F.png,Resources/G_F.png,Resources/G_C.png","low,high,high,low"
C,Y,Y_C.png,training,3,10,1,low,feet,color,F,C,Y,G,79,1_score.png,"Resources/Y_C.png,Resources/Y_F.png,Resources/G_F.png,Resources/G_C.png","low,high,high,low"
C,G,G_C.png,training,3,11,5,low,feet,color,F,C,Y,G,79,5_score.png,"Resources/Y_C.png,Resources/Y_F.png,Resources/G_F.png,Resources/G_C.png","low,high,high,low"
F,G,G_F.png,training,3,12,5,high,feet,color,F,C,Y,G,79,5_score.png,"Resources/Y_C.png,Resources/Y_F.png,Resources/G_F.png,Resources/G_C.png","low,high,high,low"
C,G,G_C.png,training,4,13,1,low,feet,color,F,C,Y,G,79,1_score.png,"Resources/Y_C.png,Resources/Y_F.png,Resources/G_F.png,Resources/G_C.png","low,high,high,low"
C,Y,Y_C.png,training,4,14,2,low,feet,color,F,C,Y,G,79,2_score.png,"Resources/Y_C.png,Resources/Y_F.png,Resources/G_F.png,Resources/G_C.png","low,high,high,low"
F,Y,Y_F.png,training,4,15,10,high,feet,color,F,C,Y,G,79,10_score.png,"Resources/Y_C.png,Resources/Y_F.png,Resources/G_F.png,Resources/G_C.png","low,high,high,low"
F,G,G_F.png,training,4,16,7,high,feet,color,F,C,Y,G,79,7_score.png,"Resources/Y_C.png,Resources/Y_F.png,Resources/G_F.png,Resources/G_C.png","low,high,high,low"
