feet,color,image_file,phase,rep,trial_num,fertility_score,category,relevant_dim,irrelevant_dim,feet_high,feet_low,color_high,color_low,participant_id,rep_image_file,images_list,testing_categories
F,G,G_F.png,training,1,1,4,high,feet,color,F,C,G,Y,43,4_score.png,"Resources/Y_C.png,Resources/G_C.png,Resources/G_F.png,Resources/Y_F.png","low,low,high,high"
C,Y,Y_C.png,training,1,2,2,low,feet,color,F,C,G,Y,43,2_score.png,"Resources/Y_C.png,Resources/G_C.png,Resources/G_F.png,Resources/Y_F.png","low,low,high,high"
F,Y,Y_F.png,training,1,3,7,high,feet,color,F,C,G,Y,43,7_score.png,"Resources/Y_C.png,Resources/G_C.png,Resources/G_F.png,Resources/Y_F.png","low,low,high,high"
C,G,G_C.png,training,1,4,4,low,feet,color,F,C,G,Y,43,4_score.png,"Resources/Y_C.png,Resources/G_C.png,Resources/G_F.png,Resources/Y_F.png","low,low,high,high"
F,G,G_F.png,training,2,5,6,high,feet,color,F,C,G,Y,43,6_score.png,"Resources/Y_C.png,Resources/G_C.png,Resources/G_F.png,Resources/Y_F.png","low,low,high,high"
F,Y,Y_F.png,training,2,6,6,high,feet,color,F,C,G,Y,43,6_score.png,"Resources/Y_C.png,Resources/G_C.png,Resources/G_F.png,Resources/Y_F.png","low,low,high,high"
C,G,G_C.png,training,2,7,3,low,feet,color,F,C,G,Y,43,3_score.png,"Resources/Y_C.png,Resources/G_C.png,Resources/G_F.png,Resources/Y_F.png","low,low,high,high"
C,Y,Y_C.png,training,2,8,5,low,feet,color,F,C,G,Y,43,5_score.png,"Resources/Y_C.png,Resources/G_C.png,Resources/G_F.png,Resources/Y_F.png","low,low,high,high"
F,G,G_F.png,training,3,9,9,high,feet,color,F,C,G,Y,43,9_score.png,"Resources/Y_C.png,Resources/G_C.png,Resources/G_F.png,Resources/Y_F.png","low,low,high,high"
F,Y,Y_F.png,training,3,10,6,high,feet,color,F,C,G,Y,43,6_score.png,"Resources/Y_C.png,Resources/G_C.png,Resources/G_F.png,Resources/Y_F.png","low,low,high,high"
C,G,G_C.png,training,3,11,5,low,feet,color,F,C,G,Y,43,5_score.png,"Resources/Y_C.png,Resources/G_C.png,Resources/G_F.png,Resources/Y_F.png","low,low,high,high"
C,Y,Y_C.png,training,3,12,2,low,feet,color,F,C,G,Y,43,2_score.png,"Resources/Y_C.png,Resources/G_C.png,Resources/G_F.png,Resources/Y_F.png","low,low,high,high"
F,G,G_F.png,training,4,13,8,high,feet,color,F,C,G,Y,43,8_score.png,"Resources/Y_C.png,Resources/G_C.png,Resources/G_F.png,Resources/Y_F.png","low,low,high,high"
C,Y,Y_C.png,training,4,14,6,low,feet,color,F,C,G,Y,43,6_score.png,"Resources/Y_C.png,Resources/G_C.png,Resources/G_F.png,Resources/Y_F.png","low,low,high,high"
C,G,G_C.png,training,4,15,7,low,feet,color,F,C,G,Y,43,7_score.png,"Resources/Y_C.png,Resources/G_C.png,Resources/G_F.png,Resources/Y_F.png","low,low,high,high"
F,Y,Y_F.png,training,4,16,4,high,feet,color,F,C,G,Y,43,4_score.png,"Resources/Y_C.png,Resources/G_C.png,Resources/G_F.png,Resources/Y_F.png","low,low,high,high"
