feet,color,image_file,phase,rep,trial_num,fertility_score,category,relevant_dim,irrelevant_dim,feet_high,feet_low,color_high,color_low,participant_id,rep_image_file,images_list,testing_categories
F,Y,Y_F.png,training,1,1,9,high,feet,color,F,C,Y,G,139,9_score.png,"Resources/G_C.png,Resources/Y_F.png,Resources/G_F.png,Resources/Y_C.png","low,high,high,low"
C,Y,Y_C.png,training,1,2,8,low,feet,color,F,C,Y,G,139,8_score.png,"Resources/G_C.png,Resources/Y_F.png,Resources/G_F.png,Resources/Y_C.png","low,high,high,low"
F,G,G_F.png,training,1,3,8,high,feet,color,F,C,Y,G,139,8_score.png,"Resources/G_C.png,Resources/Y_F.png,Resources/G_F.png,Resources/Y_C.png","low,high,high,low"
C,G,G_C.png,training,1,4,4,low,feet,color,F,C,Y,G,139,4_score.png,"Resources/G_C.png,Resources/Y_F.png,Resources/G_F.png,Resources/Y_C.png","low,high,high,low"
F,Y,Y_F.png,training,2,5,7,high,feet,color,F,C,Y,G,139,7_score.png,"Resources/G_C.png,Resources/Y_F.png,Resources/G_F.png,Resources/Y_C.png","low,high,high,low"
F,G,G_F.png,training,2,6,10,high,feet,color,F,C,Y,G,139,10_score.png,"Resources/G_C.png,Resources/Y_F.png,Resources/G_F.png,Resources/Y_C.png","low,high,high,low"
C,Y,Y_C.png,training,2,7,3,low,feet,color,F,C,Y,G,139,3_score.png,"Resources/G_C.png,Resources/Y_F.png,Resources/G_F.png,Resources/Y_C.png","low,high,high,low"
C,G,G_C.png,training,2,8,1,low,feet,color,F,C,Y,G,139,1_score.png,"Resources/G_C.png,Resources/Y_F.png,Resources/G_F.png,Resources/Y_C.png","low,high,high,low"
C,G,G_C.png,training,3,9,1,low,feet,color,F,C,Y,G,139,1_score.png,"Resources/G_C.png,Resources/Y_F.png,Resources/G_F.png,Resources/Y_C.png","low,high,high,low"
F,Y,Y_F.png,training,3,10,9,high,feet,color,F,C,Y,G,139,9_score.png,"Resources/G_C.png,Resources/Y_F.png,Resources/G_F.png,Resources/Y_C.png","low,high,high,low"
C,Y,Y_C.png,training,3,11,6,low,feet,color,F,C,Y,G,139,6_score.png,"Resources/G_C.png,Resources/Y_F.png,Resources/G_F.png,Resources/Y_C.png","low,high,high,low"
F,G,G_F.png,training,3,12,5,high,feet,color,F,C,Y,G,139,5_score.png,"Resources/G_C.png,Resources/Y_F.png,Resources/G_F.png,Resources/Y_C.png","low,high,high,low"
F,G,G_F.png,training,4,13,6,high,feet,color,F,C,Y,G,139,6_score.png,"Resources/G_C.png,Resources/Y_F.png,Resources/G_F.png,Resources/Y_C.png","low,high,high,low"
C,G,G_C.png,training,4,14,5,low,feet,color,F,C,Y,G,139,5_score.png,"Resources/G_C.png,Resources/Y_F.png,Resources/G_F.png,Resources/Y_C.png","low,high,high,low"
F,Y,Y_F.png,training,4,15,6,high,feet,color,F,C,Y,G,139,6_score.png,"Resources/G_C.png,Resources/Y_F.png,Resources/G_F.png,Resources/Y_C.png","low,high,high,low"
C,Y,Y_C.png,training,4,16,1,low,feet,color,F,C,Y,G,139,1_score.png,"Resources/G_C.png,Resources/Y_F.png,Resources/G_F.png,Resources/Y_C.png","low,high,high,low"
