feet,color,image_file,phase,rep,trial_num,fertility_score,category,relevant_dim,irrelevant_dim,feet_high,feet_low,color_high,color_low,participant_id,rep_image_file,images_list,testing_categories
F,Y,Y_F.png,training,1,1,9,low,feet,color,C,F,Y,G,13,9_score.png,"Resources/Y_C.png,Resources/Y_F.png,Resources/G_F.png,Resources/G_C.png","high,low,low,high"
F,G,G_F.png,training,1,2,2,low,feet,color,C,F,Y,G,13,2_score.png,"Resources/Y_C.png,Resources/Y_F.png,Resources/G_F.png,Resources/G_C.png","high,low,low,high"
C,G,G_C.png,training,1,3,10,high,feet,color,C,F,Y,G,13,10_score.png,"Resources/Y_C.png,Resources/Y_F.png,Resources/G_F.png,Resources/G_C.png","high,low,low,high"
C,Y,Y_C.png,training,1,4,10,high,feet,color,C,F,Y,G,13,10_score.png,"Resources/Y_C.png,Resources/Y_F.png,Resources/G_F.png,Resources/G_C.png","high,low,low,high"
F,Y,Y_F.png,training,2,5,1,low,feet,color,C,F,Y,G,13,1_score.png,"Resources/Y_C.png,Resources/Y_F.png,Resources/G_F.png,Resources/G_C.png","high,low,low,high"
C,Y,Y_C.png,training,2,6,10,high,feet,color,C,F,Y,G,13,10_score.png,"Resources/Y_C.png,Resources/Y_F.png,Resources/G_F.png,Resources/G_C.png","high,low,low,high"
C,G,G_C.png,training,2,7,8,high,feet,color,C,F,Y,G,13,8_score.png,"Resources/Y_C.png,Resources/Y_F.png,Resources/G_F.png,Resources/G_C.png","high,low,low,high"
F,G,G_F.png,training,2,8,8,low,feet,color,C,F,Y,G,13,8_score.png,"Resources/Y_C.png,Resources/Y_F.png,Resources/G_F.png,Resources/G_C.png","high,low,low,high"
F,Y,Y_F.png,training,3,9,6,low,feet,color,C,F,Y,G,13,6_score.png,"Resources/Y_C.png,Resources/Y_F.png,Resources/G_F.png,Resources/G_C.png","high,low,low,high"
C,G,G_C.png,training,3,10,7,high,feet,color,C,F,Y,G,13,7_score.png,"Resources/Y_C.png,Resources/Y_F.png,Resources/G_F.png,Resources/G_C.png","high,low,low,high"
C,Y,Y_C.png,training,3,11,8,high,feet,color,C,F,Y,G,13,8_score.png,"Resources/Y_C.png,Resources/Y_F.png,Resources/G_F.png,Resources/G_C.png","high,low,low,high"
F,G,G_F.png,training,3,12,5,low,feet,color,C,F,Y,G,13,5_score.png,"Resources/Y_C.png,Resources/Y_F.png,Resources/G_F.png,Resources/G_C.png","high,low,low,high"
C,G,G_C.png,training,4,13,8,high,feet,color,C,F,Y,G,13,8_score.png,"Resources/Y_C.png,Resources/Y_F.png,Resources/G_F.png,Resources/G_C.png","high,low,low,high"
F,G,G_F.png,training,4,14,2,low,feet,color,C,F,Y,G,13,2_score.png,"Resources/Y_C.png,Resources/Y_F.png,Resources/G_F.png,Resources/G_C.png","high,low,low,high"
F,Y,Y_F.png,training,4,15,4,low,feet,color,C,F,Y,G,13,4_score.png,"Resources/Y_C.png,Resources/Y_F.png,Resources/G_F.png,Resources/G_C.png","high,low,low,high"
C,Y,Y_C.png,training,4,16,10,high,feet,color,C,F,Y,G,13,10_score.png,"Resources/Y_C.png,Resources/Y_F.png,Resources/G_F.png,Resources/G_C.png","high,low,low,high"
