feet,color,image_file,phase,rep,trial_num,fertility_score,category,relevant_dim,irrelevant_dim,feet_high,feet_low,color_high,color_low,participant_id,rep_image_file,images_list,testing_categories
C,Y,Y_C.png,training,1,1,3,low,feet,color,F,C,G,Y,207,3_score.png,"Resources/G_C.png,Resources/Y_F.png,Resources/G_F.png,Resources/Y_C.png","low,high,high,low"
C,G,G_C.png,training,1,2,5,low,feet,color,F,C,G,Y,207,5_score.png,"Resources/G_C.png,Resources/Y_F.png,Resources/G_F.png,Resources/Y_C.png","low,high,high,low"
F,G,G_F.png,training,1,3,8,high,feet,color,F,C,G,Y,207,8_score.png,"Resources/G_C.png,Resources/Y_F.png,Resources/G_F.png,Resources/Y_C.png","low,high,high,low"
F,Y,Y_F.png,training,1,4,7,high,feet,color,F,C,G,Y,207,7_score.png,"Resources/G_C.png,Resources/Y_F.png,Resources/G_F.png,Resources/Y_C.png","low,high,high,low"
C,Y,Y_C.png,training,2,5,6,low,feet,color,F,C,G,Y,207,6_score.png,"Resources/G_C.png,Resources/Y_F.png,Resources/G_F.png,Resources/Y_C.png","low,high,high,low"
F,Y,Y_F.png,training,2,6,4,high,feet,color,F,C,G,Y,207,4_score.png,"Resources/G_C.png,Resources/Y_F.png,Resources/G_F.png,Resources/Y_C.png","low,high,high,low"
C,G,G_C.png,training,2,7,6,low,feet,color,F,C,G,Y,207,6_score.png,"Resources/G_C.png,Resources/Y_F.png,Resources/G_F.png,Resources/Y_C.png","low,high,high,low"
F,G,G_F.png,training,2,8,4,high,feet,color,F,C,G,Y,207,4_score.png,"Resources/G_C.png,Resources/Y_F.png,Resources/G_F.png,Resources/Y_C.png","low,high,high,low"
F,Y,Y_F.png,training,3,9,7,high,feet,color,F,C,G,Y,207,7_score.png,"Resources/G_C.png,Resources/Y_F.png,Resources/G_F.png,Resources/Y_C.png","low,high,high,low"
C,Y,Y_C.png,training,3,10,6,low,feet,color,F,C,G,Y,207,6_score.png,"Resources/G_C.png,Resources/Y_F.png,Resources/G_F.png,Resources/Y_C.png","low,high,high,low"
C,G,G_C.png,training,3,11,1,low,feet,color,F,C,G,Y,207,1_score.png,"Resources/G_C.png,Resources/Y_F.png,Resources/G_F.png,Resources/Y_C.png","low,high,high,low"
F,G,G_F.png,training,3,12,9,high,feet,color,F,C,G,Y,207,9_score.png,"Resources/G_C.png,Resources/Y_F.png,Resources/G_F.png,Resources/Y_C.png","low,high,high,low"
C,G,G_C.png,training,4,13,3,low,feet,color,F,C,G,Y,207,3_score.png,"Resources/G_C.png,Resources/Y_F.png,Resources/G_F.png,Resources/Y_C.png","low,high,high,low"
F,G,G_F.png,training,4,14,7,high,feet,color,F,C,G,Y,207,7_score.png,"Resources/G_C.png,Resources/Y_F.png,Resources/G_F.png,Resources/Y_C.png","low,high,high,low"
F,Y,Y_F.png,training,4,15,2,high,feet,color,F,C,G,Y,207,2_score.png,"Resources/G_C.png,Resources/Y_F.png,Resources/G_F.png,Resources/Y_C.png","low,high,high,low"
C,Y,Y_C.png,training,4,16,1,low,feet,color,F,C,G,Y,207,1_score.png,"Resources/G_C.png,Resources/Y_F.png,Resources/G_F.png,Resources/Y_C.png","low,high,high,low"
