feet,color,image_file,phase,rep,trial_num,fertility_score,category,relevant_dim,irrelevant_dim,feet_high,feet_low,color_high,color_low,participant_id,rep_image_file,images_list,testing_categories
C,Y,Y_C.png,training,1,1,6,high,feet,color,C,F,G,Y,205,6_score.png,"Resources/Y_F.png,Resources/Y_C.png,Resources/G_F.png,Resources/G_C.png","low,high,low,high"
F,Y,Y_F.png,training,1,2,2,low,feet,color,C,F,G,Y,205,2_score.png,"Resources/Y_F.png,Resources/Y_C.png,Resources/G_F.png,Resources/G_C.png","low,high,low,high"
C,G,G_C.png,training,1,3,10,high,feet,color,C,F,G,Y,205,10_score.png,"Resources/Y_F.png,Resources/Y_C.png,Resources/G_F.png,Resources/G_C.png","low,high,low,high"
F,G,G_F.png,training,1,4,3,low,feet,color,C,F,G,Y,205,3_score.png,"Resources/Y_F.png,Resources/Y_C.png,Resources/G_F.png,Resources/G_C.png","low,high,low,high"
C,Y,Y_C.png,training,2,5,7,high,feet,color,C,F,G,Y,205,7_score.png,"Resources/Y_F.png,Resources/Y_C.png,Resources/G_F.png,Resources/G_C.png","low,high,low,high"
F,Y,Y_F.png,training,2,6,7,low,feet,color,C,F,G,Y,205,7_score.png,"Resources/Y_F.png,Resources/Y_C.png,Resources/G_F.png,Resources/G_C.png","low,high,low,high"
F,G,G_F.png,training,2,7,1,low,feet,color,C,F,G,Y,205,1_score.png,"Resources/Y_F.png,Resources/Y_C.png,Resources/G_F.png,Resources/G_C.png","low,high,low,high"
C,G,G_C.png,training,2,8,9,high,feet,color,C,F,G,Y,205,9_score.png,"Resources/Y_F.png,Resources/Y_C.png,Resources/G_F.png,Resources/G_C.png","low,high,low,high"
C,Y,Y_C.png,training,3,9,5,high,feet,color,C,F,G,Y,205,5_score.png,"Resources/Y_F.png,Resources/Y_C.png,Resources/G_F.png,Resources/G_C.png","low,high,low,high"
F,Y,Y_F.png,training,3,10,3,low,feet,color,C,F,G,Y,205,3_score.png,"Resources/Y_F.png,Resources/Y_C.png,Resources/G_F.png,Resources/G_C.png","low,high,low,high"
F,G,G_F.png,training,3,11,6,low,feet,color,C,F,G,Y,205,6_score.png,"Resources/Y_F.png,Resources/Y_C.png,Resources/G_F.png,Resources/G_C.png","low,high,low,high"
C,G,G_C.png,training,3,12,9,high,feet,color,C,F,G,Y,205,9_score.png,"Resources/Y_F.png,Resources/Y_C.png,Resources/G_F.png,Resources/G_C.png","low,high,low,high"
C,Y,Y_C.png,training,4,13,9,high,feet,color,C,F,G,Y,205,9_score.png,"Resources/Y_F.png,Resources/Y_C.png,Resources/G_F.png,Resources/G_C.png","low,high,low,high"
C,G,G_C.png,training,4,14,6,high,feet,color,C,F,G,Y,205,6_score.png,"Resources/Y_F.png,Resources/Y_C.png,Resources/G_F.png,Resources/G_C.png","low,high,low,high"
F,Y,Y_F.png,training,4,15,1,low,feet,color,C,F,G,Y,205,1_score.png,"Resources/Y_F.png,Resources/Y_C.png,Resources/G_F.png,Resources/G_C.png","low,high,low,high"
F,G,G_F.png,training,4,16,2,low,feet,color,C,F,G,Y,205,2_score.png,"Resources/Y_F.png,Resources/Y_C.png,Resources/G_F.png,Resources/G_C.png","low,high,low,high"
