feet,color,image_file,phase,rep,trial_num,fertility_score,category,relevant_dim,irrelevant_dim,feet_high,feet_low,color_high,color_low,participant_id,rep_image_file,images_list,testing_categories
F,G,G_F.png,training,1,1,7,high,feet,color,F,C,G,Y,151,7_score.png,"Resources/Y_F.png,Resources/G_C.png,Resources/Y_C.png,Resources/G_F.png","high,low,low,high"
C,Y,Y_C.png,training,1,2,2,low,feet,color,F,C,G,Y,151,2_score.png,"Resources/Y_F.png,Resources/G_C.png,Resources/Y_C.png,Resources/G_F.png","high,low,low,high"
C,G,G_C.png,training,1,3,5,low,feet,color,F,C,G,Y,151,5_score.png,"Resources/Y_F.png,Resources/G_C.png,Resources/Y_C.png,Resources/G_F.png","high,low,low,high"
F,Y,Y_F.png,training,1,4,7,high,feet,color,F,C,G,Y,151,7_score.png,"Resources/Y_F.png,Resources/G_C.png,Resources/Y_C.png,Resources/G_F.png","high,low,low,high"
C,Y,Y_C.png,training,2,5,1,low,feet,color,F,C,G,Y,151,1_score.png,"Resources/Y_F.png,Resources/G_C.png,Resources/Y_C.png,Resources/G_F.png","high,low,low,high"
C,G,G_C.png,training,2,6,4,low,feet,color,F,C,G,Y,151,4_score.png,"Resources/Y_F.png,Resources/G_C.png,Resources/Y_C.png,Resources/G_F.png","high,low,low,high"
F,G,G_F.png,training,2,7,4,high,feet,color,F,C,G,Y,151,4_score.png,"Resources/Y_F.png,Resources/G_C.png,Resources/Y_C.png,Resources/G_F.png","high,low,low,high"
F,Y,Y_F.png,training,2,8,4,high,feet,color,F,C,G,Y,151,4_score.png,"Resources/Y_F.png,Resources/G_C.png,Resources/Y_C.png,Resources/G_F.png","high,low,low,high"
C,G,G_C.png,training,3,9,7,low,feet,color,F,C,G,Y,151,7_score.png,"Resources/Y_F.png,Resources/G_C.png,Resources/Y_C.png,Resources/G_F.png","high,low,low,high"
F,G,G_F.png,training,3,10,10,high,feet,color,F,C,G,Y,151,10_score.png,"Resources/Y_F.png,Resources/G_C.png,Resources/Y_C.png,Resources/G_F.png","high,low,low,high"
C,Y,Y_C.png,training,3,11,7,low,feet,color,F,C,G,Y,151,7_score.png,"Resources/Y_F.png,Resources/G_C.png,Resources/Y_C.png,Resources/G_F.png","high,low,low,high"
F,Y,Y_F.png,training,3,12,10,high,feet,color,F,C,G,Y,151,10_score.png,"Resources/Y_F.png,Resources/G_C.png,Resources/Y_C.png,Resources/G_F.png","high,low,low,high"
F,G,G_F.png,training,4,13,6,high,feet,color,F,C,G,Y,151,6_score.png,"Resources/Y_F.png,Resources/G_C.png,Resources/Y_C.png,Resources/G_F.png","high,low,low,high"
F,Y,Y_F.png,training,4,14,7,high,feet,color,F,C,G,Y,151,7_score.png,"Resources/Y_F.png,Resources/G_C.png,Resources/Y_C.png,Resources/G_F.png","high,low,low,high"
C,G,G_C.png,training,4,15,7,low,feet,color,F,C,G,Y,151,7_score.png,"Resources/Y_F.png,Resources/G_C.png,Resources/Y_C.png,Resources/G_F.png","high,low,low,high"
C,Y,Y_C.png,training,4,16,3,low,feet,color,F,C,G,Y,151,3_score.png,"Resources/Y_F.png,Resources/G_C.png,Resources/Y_C.png,Resources/G_F.png","high,low,low,high"
