feet,color,image_file,phase,rep,trial_num,fertility_score,category,relevant_dim,irrelevant_dim,feet_high,feet_low,color_high,color_low,participant_id,rep_image_file,images_list,testing_categories
C,Y,Y_C.png,training,1,1,7,high,feet,color,C,F,G,Y,41,7_score.png,"Resources/Y_F.png,Resources/G_F.png,Resources/G_C.png,Resources/Y_C.png","low,low,high,high"
F,Y,Y_F.png,training,1,2,1,low,feet,color,C,F,G,Y,41,1_score.png,"Resources/Y_F.png,Resources/G_F.png,Resources/G_C.png,Resources/Y_C.png","low,low,high,high"
F,G,G_F.png,training,1,3,5,low,feet,color,C,F,G,Y,41,5_score.png,"Resources/Y_F.png,Resources/G_F.png,Resources/G_C.png,Resources/Y_C.png","low,low,high,high"
C,G,G_C.png,training,1,4,9,high,feet,color,C,F,G,Y,41,9_score.png,"Resources/Y_F.png,Resources/G_F.png,Resources/G_C.png,Resources/Y_C.png","low,low,high,high"
C,G,G_C.png,training,2,5,7,high,feet,color,C,F,G,Y,41,7_score.png,"Resources/Y_F.png,Resources/G_F.png,Resources/G_C.png,Resources/Y_C.png","low,low,high,high"
F,G,G_F.png,training,2,6,3,low,feet,color,C,F,G,Y,41,3_score.png,"Resources/Y_F.png,Resources/G_F.png,Resources/G_C.png,Resources/Y_C.png","low,low,high,high"
C,Y,Y_C.png,training,2,7,8,high,feet,color,C,F,G,Y,41,8_score.png,"Resources/Y_F.png,Resources/G_F.png,Resources/G_C.png,Resources/Y_C.png","low,low,high,high"
F,Y,Y_F.png,training,2,8,3,low,feet,color,C,F,G,Y,41,3_score.png,"Resources/Y_F.png,Resources/G_F.png,Resources/G_C.png,Resources/Y_C.png","low,low,high,high"
F,Y,Y_F.png,training,3,9,2,low,feet,color,C,F,G,Y,41,2_score.png,"Resources/Y_F.png,Resources/G_F.png,Resources/G_C.png,Resources/Y_C.png","low,low,high,high"
C,G,G_C.png,training,3,10,8,high,feet,color,C,F,G,Y,41,8_score.png,"Resources/Y_F.png,Resources/G_F.png,Resources/G_C.png,Resources/Y_C.png","low,low,high,high"
F,G,G_F.png,training,3,11,7,low,feet,color,C,F,G,Y,41,7_score.png,"Resources/Y_F.png,Resources/G_F.png,Resources/G_C.png,Resources/Y_C.png","low,low,high,high"
C,Y,Y_C.png,training,3,12,5,high,feet,color,C,F,G,Y,41,5_score.png,"Resources/Y_F.png,Resources/G_F.png,Resources/G_C.png,Resources/Y_C.png","low,low,high,high"
F,Y,Y_F.png,training,4,13,4,low,feet,color,C,F,G,Y,41,4_score.png,"Resources/Y_F.png,Resources/G_F.png,Resources/G_C.png,Resources/Y_C.png","low,low,high,high"
C,G,G_C.png,training,4,14,10,high,feet,color,C,F,G,Y,41,10_score.png,"Resources/Y_F.png,Resources/G_F.png,Resources/G_C.png,Resources/Y_C.png","low,low,high,high"
F,G,G_F.png,training,4,15,3,low,feet,color,C,F,G,Y,41,3_score.png,"Resources/Y_F.png,Resources/G_F.png,Resources/G_C.png,Resources/Y_C.png","low,low,high,high"
C,Y,Y_C.png,training,4,16,7,high,feet,color,C,F,G,Y,41,7_score.png,"Resources/Y_F.png,Resources/G_F.png,Resources/G_C.png,Resources/Y_C.png","low,low,high,high"
