feet,color,image_file,phase,rep,trial_num,fertility_score,category,relevant_dim,irrelevant_dim,feet_high,feet_low,color_high,color_low,participant_id,rep_image_file,images_list,testing_categories
F,G,G_F.png,training,1,1,8,high,feet,color,F,C,G,Y,119,8_score.png,"Resources/Y_F.png,Resources/Y_C.png,Resources/G_C.png,Resources/G_F.png","high,low,low,high"
C,Y,Y_C.png,training,1,2,1,low,feet,color,F,C,G,Y,119,1_score.png,"Resources/Y_F.png,Resources/Y_C.png,Resources/G_C.png,Resources/G_F.png","high,low,low,high"
C,G,G_C.png,training,1,3,2,low,feet,color,F,C,G,Y,119,2_score.png,"Resources/Y_F.png,Resources/Y_C.png,Resources/G_C.png,Resources/G_F.png","high,low,low,high"
F,Y,Y_F.png,training,1,4,7,high,feet,color,F,C,G,Y,119,7_score.png,"Resources/Y_F.png,Resources/Y_C.png,Resources/G_C.png,Resources/G_F.png","high,low,low,high"
C,Y,Y_C.png,training,2,5,6,low,feet,color,F,C,G,Y,119,6_score.png,"Resources/Y_F.png,Resources/Y_C.png,Resources/G_C.png,Resources/G_F.png","high,low,low,high"
F,G,G_F.png,training,2,6,8,high,feet,color,F,C,G,Y,119,8_score.png,"Resources/Y_F.png,Resources/Y_C.png,Resources/G_C.png,Resources/G_F.png","high,low,low,high"
C,G,G_C.png,training,2,7,2,low,feet,color,F,C,G,Y,119,2_score.png,"Resources/Y_F.png,Resources/Y_C.png,Resources/G_C.png,Resources/G_F.png","high,low,low,high"
F,Y,Y_F.png,training,2,8,5,high,feet,color,F,C,G,Y,119,5_score.png,"Resources/Y_F.png,Resources/Y_C.png,Resources/G_C.png,Resources/G_F.png","high,low,low,high"
F,G,G_F.png,training,3,9,9,high,feet,color,F,C,G,Y,119,9_score.png,"Resources/Y_F.png,Resources/Y_C.png,Resources/G_C.png,Resources/G_F.png","high,low,low,high"
F,Y,Y_F.png,training,3,10,10,high,feet,color,F,C,G,Y,119,10_score.png,"Resources/Y_F.png,Resources/Y_C.png,Resources/G_C.png,Resources/G_F.png","high,low,low,high"
C,Y,Y_C.png,training,3,11,5,low,feet,color,F,C,G,Y,119,5_score.png,"Resources/Y_F.png,Resources/Y_C.png,Resources/G_C.png,Resources/G_F.png","high,low,low,high"
C,G,G_C.png,training,3,12,6,low,feet,color,F,C,G,Y,119,6_score.png,"Resources/Y_F.png,Resources/Y_C.png,Resources/G_C.png,Resources/G_F.png","high,low,low,high"
C,Y,Y_C.png,training,4,13,3,low,feet,color,F,C,G,Y,119,3_score.png,"Resources/Y_F.png,Resources/Y_C.png,Resources/G_C.png,Resources/G_F.png","high,low,low,high"
F,Y,Y_F.png,training,4,14,6,high,feet,color,F,C,G,Y,119,6_score.png,"Resources/Y_F.png,Resources/Y_C.png,Resources/G_C.png,Resources/G_F.png","high,low,low,high"
F,G,G_F.png,training,4,15,6,high,feet,color,F,C,G,Y,119,6_score.png,"Resources/Y_F.png,Resources/Y_C.png,Resources/G_C.png,Resources/G_F.png","high,low,low,high"
C,G,G_C.png,training,4,16,7,low,feet,color,F,C,G,Y,119,7_score.png,"Resources/Y_F.png,Resources/Y_C.png,Resources/G_C.png,Resources/G_F.png","high,low,low,high"
