feet,color,image_file,phase,rep,trial_num,fertility_score,category,relevant_dim,irrelevant_dim,feet_high,feet_low,color_high,color_low,participant_id,rep_image_file,images_list,testing_categories
C,Y,Y_C.png,training,1,1,7,high,feet,color,C,F,Y,G,121,7_score.png,"Resources/G_F.png,Resources/Y_C.png,Resources/G_C.png,Resources/Y_F.png","low,high,high,low"
F,G,G_F.png,training,1,2,3,low,feet,color,C,F,Y,G,121,3_score.png,"Resources/G_F.png,Resources/Y_C.png,Resources/G_C.png,Resources/Y_F.png","low,high,high,low"
F,Y,Y_F.png,training,1,3,4,low,feet,color,C,F,Y,G,121,4_score.png,"Resources/G_F.png,Resources/Y_C.png,Resources/G_C.png,Resources/Y_F.png","low,high,high,low"
C,G,G_C.png,training,1,4,6,high,feet,color,C,F,Y,G,121,6_score.png,"Resources/G_F.png,Resources/Y_C.png,Resources/G_C.png,Resources/Y_F.png","low,high,high,low"
C,Y,Y_C.png,training,2,5,7,high,feet,color,C,F,Y,G,121,7_score.png,"Resources/G_F.png,Resources/Y_C.png,Resources/G_C.png,Resources/Y_F.png","low,high,high,low"
F,G,G_F.png,training,2,6,1,low,feet,color,C,F,Y,G,121,1_score.png,"Resources/G_F.png,Resources/Y_C.png,Resources/G_C.png,Resources/Y_F.png","low,high,high,low"
F,Y,Y_F.png,training,2,7,4,low,feet,color,C,F,Y,G,121,4_score.png,"Resources/G_F.png,Resources/Y_C.png,Resources/G_C.png,Resources/Y_F.png","low,high,high,low"
C,G,G_C.png,training,2,8,5,high,feet,color,C,F,Y,G,121,5_score.png,"Resources/G_F.png,Resources/Y_C.png,Resources/G_C.png,Resources/Y_F.png","low,high,high,low"
C,Y,Y_C.png,training,3,9,8,high,feet,color,C,F,Y,G,121,8_score.png,"Resources/G_F.png,Resources/Y_C.png,Resources/G_C.png,Resources/Y_F.png","low,high,high,low"
F,Y,Y_F.png,training,3,10,7,low,feet,color,C,F,Y,G,121,7_score.png,"Resources/G_F.png,Resources/Y_C.png,Resources/G_C.png,Resources/Y_F.png","low,high,high,low"
C,G,G_C.png,training,3,11,7,high,feet,color,C,F,Y,G,121,7_score.png,"Resources/G_F.png,Resources/Y_C.png,Resources/G_C.png,Resources/Y_F.png","low,high,high,low"
F,G,G_F.png,training,3,12,3,low,feet,color,C,F,Y,G,121,3_score.png,"Resources/G_F.png,Resources/Y_C.png,Resources/G_C.png,Resources/Y_F.png","low,high,high,low"
F,G,G_F.png,training,4,13,4,low,feet,color,C,F,Y,G,121,4_score.png,"Resources/G_F.png,Resources/Y_C.png,Resources/G_C.png,Resources/Y_F.png","low,high,high,low"
F,Y,Y_F.png,training,4,14,5,low,feet,color,C,F,Y,G,121,5_score.png,"Resources/G_F.png,Resources/Y_C.png,Resources/G_C.png,Resources/Y_F.png","low,high,high,low"
C,Y,Y_C.png,training,4,15,9,high,feet,color,C,F,Y,G,121,9_score.png,"Resources/G_F.png,Resources/Y_C.png,Resources/G_C.png,Resources/Y_F.png","low,high,high,low"
C,G,G_C.png,training,4,16,6,high,feet,color,C,F,Y,G,121,6_score.png,"Resources/G_F.png,Resources/Y_C.png,Resources/G_C.png,Resources/Y_F.png","low,high,high,low"
