feet,color,image_file,phase,rep,trial_num,fertility_score,category,relevant_dim,irrelevant_dim,feet_high,feet_low,color_high,color_low,participant_id,rep_image_file,images_list,testing_categories
F,Y,Y_F.png,training,1,1,6,low,feet,color,C,F,G,Y,101,6_score.png,"Resources/Y_C.png,Resources/G_C.png,Resources/Y_F.png,Resources/G_F.png","high,high,low,low"
C,Y,Y_C.png,training,1,2,6,high,feet,color,C,F,G,Y,101,6_score.png,"Resources/Y_C.png,Resources/G_C.png,Resources/Y_F.png,Resources/G_F.png","high,high,low,low"
F,G,G_F.png,training,1,3,1,low,feet,color,C,F,G,Y,101,1_score.png,"Resources/Y_C.png,Resources/G_C.png,Resources/Y_F.png,Resources/G_F.png","high,high,low,low"
C,G,G_C.png,training,1,4,8,high,feet,color,C,F,G,Y,101,8_score.png,"Resources/Y_C.png,Resources/G_C.png,Resources/Y_F.png,Resources/G_F.png","high,high,low,low"
F,Y,Y_F.png,training,2,5,1,low,feet,color,C,F,G,Y,101,1_score.png,"Resources/Y_C.png,Resources/G_C.png,Resources/Y_F.png,Resources/G_F.png","high,high,low,low"
F,G,G_F.png,training,2,6,3,low,feet,color,C,F,G,Y,101,3_score.png,"Resources/Y_C.png,Resources/G_C.png,Resources/Y_F.png,Resources/G_F.png","high,high,low,low"
C,G,G_C.png,training,2,7,9,high,feet,color,C,F,G,Y,101,9_score.png,"Resources/Y_C.png,Resources/G_C.png,Resources/Y_F.png,Resources/G_F.png","high,high,low,low"
C,Y,Y_C.png,training,2,8,7,high,feet,color,C,F,G,Y,101,7_score.png,"Resources/Y_C.png,Resources/G_C.png,Resources/Y_F.png,Resources/G_F.png","high,high,low,low"
C,Y,Y_C.png,training,3,9,8,high,feet,color,C,F,G,Y,101,8_score.png,"Resources/Y_C.png,Resources/G_C.png,Resources/Y_F.png,Resources/G_F.png","high,high,low,low"
F,G,G_F.png,training,3,10,4,low,feet,color,C,F,G,Y,101,4_score.png,"Resources/Y_C.png,Resources/G_C.png,Resources/Y_F.png,Resources/G_F.png","high,high,low,low"
C,G,G_C.png,training,3,11,9,high,feet,color,C,F,G,Y,101,9_score.png,"Resources/Y_C.png,Resources/G_C.png,Resources/Y_F.png,Resources/G_F.png","high,high,low,low"
F,Y,Y_F.png,training,3,12,4,low,feet,color,C,F,G,Y,101,4_score.png,"Resources/Y_C.png,Resources/G_C.png,Resources/Y_F.png,Resources/G_F.png","high,high,low,low"
C,Y,Y_C.png,training,4,13,7,high,feet,color,C,F,G,Y,101,7_score.png,"Resources/Y_C.png,Resources/G_C.png,Resources/Y_F.png,Resources/G_F.png","high,high,low,low"
F,G,G_F.png,training,4,14,7,low,feet,color,C,F,G,Y,101,7_score.png,"Resources/Y_C.png,Resources/G_C.png,Resources/Y_F.png,Resources/G_F.png","high,high,low,low"
C,G,G_C.png,training,4,15,9,high,feet,color,C,F,G,Y,101,9_score.png,"Resources/Y_C.png,Resources/G_C.png,Resources/Y_F.png,Resources/G_F.png","high,high,low,low"
F,Y,Y_F.png,training,4,16,4,low,feet,color,C,F,G,Y,101,4_score.png,"Resources/Y_C.png,Resources/G_C.png,Resources/Y_F.png,Resources/G_F.png","high,high,low,low"
