feet,color,image_file,phase,rep,trial_num,fertility_score,category,relevant_dim,irrelevant_dim,feet_high,feet_low,color_high,color_low,participant_id,rep_image_file,images_list,testing_categories
C,Y,Y_C.png,training,1,1,7,high,feet,color,C,F,Y,G,33,7_score.png,"Resources/G_F.png,Resources/G_C.png,Resources/Y_C.png,Resources/Y_F.png","low,high,high,low"
C,G,G_C.png,training,1,2,9,high,feet,color,C,F,Y,G,33,9_score.png,"Resources/G_F.png,Resources/G_C.png,Resources/Y_C.png,Resources/Y_F.png","low,high,high,low"
F,Y,Y_F.png,training,1,3,7,low,feet,color,C,F,Y,G,33,7_score.png,"Resources/G_F.png,Resources/G_C.png,Resources/Y_C.png,Resources/Y_F.png","low,high,high,low"
F,G,G_F.png,training,1,4,3,low,feet,color,C,F,Y,G,33,3_score.png,"Resources/G_F.png,Resources/G_C.png,Resources/Y_C.png,Resources/Y_F.png","low,high,high,low"
F,G,G_F.png,training,2,5,6,low,feet,color,C,F,Y,G,33,6_score.png,"Resources/G_F.png,Resources/G_C.png,Resources/Y_C.png,Resources/Y_F.png","low,high,high,low"
C,G,G_C.png,training,2,6,6,high,feet,color,C,F,Y,G,33,6_score.png,"Resources/G_F.png,Resources/G_C.png,Resources/Y_C.png,Resources/Y_F.png","low,high,high,low"
C,Y,Y_C.png,training,2,7,8,high,feet,color,C,F,Y,G,33,8_score.png,"Resources/G_F.png,Resources/G_C.png,Resources/Y_C.png,Resources/Y_F.png","low,high,high,low"
F,Y,Y_F.png,training,2,8,2,low,feet,color,C,F,Y,G,33,2_score.png,"Resources/G_F.png,Resources/G_C.png,Resources/Y_C.png,Resources/Y_F.png","low,high,high,low"
F,Y,Y_F.png,training,3,9,1,low,feet,color,C,F,Y,G,33,1_score.png,"Resources/G_F.png,Resources/G_C.png,Resources/Y_C.png,Resources/Y_F.png","low,high,high,low"
F,G,G_F.png,training,3,10,1,low,feet,color,C,F,Y,G,33,1_score.png,"Resources/G_F.png,Resources/G_C.png,Resources/Y_C.png,Resources/Y_F.png","low,high,high,low"
C,Y,Y_C.png,training,3,11,8,high,feet,color,C,F,Y,G,33,8_score.png,"Resources/G_F.png,Resources/G_C.png,Resources/Y_C.png,Resources/Y_F.png","low,high,high,low"
C,G,G_C.png,training,3,12,5,high,feet,color,C,F,Y,G,33,5_score.png,"Resources/G_F.png,Resources/G_C.png,Resources/Y_C.png,Resources/Y_F.png","low,high,high,low"
F,G,G_F.png,training,4,13,1,low,feet,color,C,F,Y,G,33,1_score.png,"Resources/G_F.png,Resources/G_C.png,Resources/Y_C.png,Resources/Y_F.png","low,high,high,low"
F,Y,Y_F.png,training,4,14,5,low,feet,color,C,F,Y,G,33,5_score.png,"Resources/G_F.png,Resources/G_C.png,Resources/Y_C.png,Resources/Y_F.png","low,high,high,low"
C,Y,Y_C.png,training,4,15,7,high,feet,color,C,F,Y,G,33,7_score.png,"Resources/G_F.png,Resources/G_C.png,Resources/Y_C.png,Resources/Y_F.png","low,high,high,low"
C,G,G_C.png,training,4,16,5,high,feet,color,C,F,Y,G,33,5_score.png,"Resources/G_F.png,Resources/G_C.png,Resources/Y_C.png,Resources/Y_F.png","low,high,high,low"
