feet,color,image_file,phase,rep,trial_num,fertility_score,category,relevant_dim,irrelevant_dim,feet_high,feet_low,color_high,color_low,participant_id,rep_image_file,images_list,testing_categories
F,G,G_F.png,training,1,1,1,low,feet,color,C,F,Y,G,117,1_score.png,"Resources/Y_C.png,Resources/G_F.png,Resources/Y_F.png,Resources/G_C.png","high,low,low,high"
F,Y,Y_F.png,training,1,2,5,low,feet,color,C,F,Y,G,117,5_score.png,"Resources/Y_C.png,Resources/G_F.png,Resources/Y_F.png,Resources/G_C.png","high,low,low,high"
C,Y,Y_C.png,training,1,3,8,high,feet,color,C,F,Y,G,117,8_score.png,"Resources/Y_C.png,Resources/G_F.png,Resources/Y_F.png,Resources/G_C.png","high,low,low,high"
C,G,G_C.png,training,1,4,7,high,feet,color,C,F,Y,G,117,7_score.png,"Resources/Y_C.png,Resources/G_F.png,Resources/Y_F.png,Resources/G_C.png","high,low,low,high"
F,Y,Y_F.png,training,2,5,3,low,feet,color,C,F,Y,G,117,3_score.png,"Resources/Y_C.png,Resources/G_F.png,Resources/Y_F.png,Resources/G_C.png","high,low,low,high"
C,G,G_C.png,training,2,6,10,high,feet,color,C,F,Y,G,117,10_score.png,"Resources/Y_C.png,Resources/G_F.png,Resources/Y_F.png,Resources/G_C.png","high,low,low,high"
C,Y,Y_C.png,training,2,7,10,high,feet,color,C,F,Y,G,117,10_score.png,"Resources/Y_C.png,Resources/G_F.png,Resources/Y_F.png,Resources/G_C.png","high,low,low,high"
F,G,G_F.png,training,2,8,3,low,feet,color,C,F,Y,G,117,3_score.png,"Resources/Y_C.png,Resources/G_F.png,Resources/Y_F.png,Resources/G_C.png","high,low,low,high"
F,G,G_F.png,training,3,9,1,low,feet,color,C,F,Y,G,117,1_score.png,"Resources/Y_C.png,Resources/G_F.png,Resources/Y_F.png,Resources/G_C.png","high,low,low,high"
C,Y,Y_C.png,training,3,10,5,high,feet,color,C,F,Y,G,117,5_score.png,"Resources/Y_C.png,Resources/G_F.png,Resources/Y_F.png,Resources/G_C.png","high,low,low,high"
C,G,G_C.png,training,3,11,6,high,feet,color,C,F,Y,G,117,6_score.png,"Resources/Y_C.png,Resources/G_F.png,Resources/Y_F.png,Resources/G_C.png","high,low,low,high"
F,Y,Y_F.png,training,3,12,2,low,feet,color,C,F,Y,G,117,2_score.png,"Resources/Y_C.png,Resources/G_F.png,Resources/Y_F.png,Resources/G_C.png","high,low,low,high"
C,Y,Y_C.png,training,4,13,9,high,feet,color,C,F,Y,G,117,9_score.png,"Resources/Y_C.png,Resources/G_F.png,Resources/Y_F.png,Resources/G_C.png","high,low,low,high"
F,G,G_F.png,training,4,14,5,low,feet,color,C,F,Y,G,117,5_score.png,"Resources/Y_C.png,Resources/G_F.png,Resources/Y_F.png,Resources/G_C.png","high,low,low,high"
C,G,G_C.png,training,4,15,5,high,feet,color,C,F,Y,G,117,5_score.png,"Resources/Y_C.png,Resources/G_F.png,Resources/Y_F.png,Resources/G_C.png","high,low,low,high"
F,Y,Y_F.png,training,4,16,5,low,feet,color,C,F,Y,G,117,5_score.png,"Resources/Y_C.png,Resources/G_F.png,Resources/Y_F.png,Resources/G_C.png","high,low,low,high"
