tail,color,shape,image_file,phase,rep,trial_num,food_amount,category,relevant_dim_1,relevant_dim_2,irrelevant_dim,shape_high,shape_low,color_high,color_low,tail_rel,color_rel,shape_rel,tail_high,tail_low,participant_id,food_image_file,images_list,testing_categories
T,Y,S,T_Y_S.png,training,1,1,7,high,shape,color,tail,S,C,Y,B,I1,H2,H1,N,T,26,7_food.png,"Resources/N_Y_S.png,Resources/N_Y_C.png,Resources/N_B_S.png,Resources/T_Y_C.png,Resources/T_Y_S.png,Resources/N_B_C.png,Resources/T_B_C.png,Resources/T_B_S.png","high,medium,medium,medium,high,low,low,medium"
T,B,C,T_B_C.png,training,1,2,2,low,shape,color,tail,S,C,Y,B,I1,L2,L1,N,T,26,2_food.png,"Resources/N_Y_S.png,Resources/N_Y_C.png,Resources/N_B_S.png,Resources/T_Y_C.png,Resources/T_Y_S.png,Resources/N_B_C.png,Resources/T_B_C.png,Resources/T_B_S.png","high,medium,medium,medium,high,low,low,medium"
N,Y,S,N_Y_S.png,training,1,3,7,high,shape,color,tail,S,C,Y,B,I2,H2,H1,N,T,26,7_food.png,"Resources/N_Y_S.png,Resources/N_Y_C.png,Resources/N_B_S.png,Resources/T_Y_C.png,Resources/T_Y_S.png,Resources/N_B_C.png,Resources/T_B_C.png,Resources/T_B_S.png","high,medium,medium,medium,high,low,low,medium"
N,B,C,N_B_C.png,training,1,4,4,low,shape,color,tail,S,C,Y,B,I2,L2,L1,N,T,26,4_food.png,"Resources/N_Y_S.png,Resources/N_Y_C.png,Resources/N_B_S.png,Resources/T_Y_C.png,Resources/T_Y_S.png,Resources/N_B_C.png,Resources/T_B_C.png,Resources/T_B_S.png","high,medium,medium,medium,high,low,low,medium"
N,Y,C,N_Y_C.png,training,1,5,7,medium,shape,color,tail,S,C,Y,B,I2,H2,L1,N,T,26,7_food.png,"Resources/N_Y_S.png,Resources/N_Y_C.png,Resources/N_B_S.png,Resources/T_Y_C.png,Resources/T_Y_S.png,Resources/N_B_C.png,Resources/T_B_C.png,Resources/T_B_S.png","high,medium,medium,medium,high,low,low,medium"
T,B,S,T_B_S.png,training,1,6,5,medium,shape,color,tail,S,C,Y,B,I1,L2,H1,N,T,26,5_food.png,"Resources/N_Y_S.png,Resources/N_Y_C.png,Resources/N_B_S.png,Resources/T_Y_C.png,Resources/T_Y_S.png,Resources/N_B_C.png,Resources/T_B_C.png,Resources/T_B_S.png","high,medium,medium,medium,high,low,low,medium"
T,Y,C,T_Y_C.png,training,1,7,5,medium,shape,color,tail,S,C,Y,B,I1,H2,L1,N,T,26,5_food.png,"Resources/N_Y_S.png,Resources/N_Y_C.png,Resources/N_B_S.png,Resources/T_Y_C.png,Resources/T_Y_S.png,Resources/N_B_C.png,Resources/T_B_C.png,Resources/T_B_S.png","high,medium,medium,medium,high,low,low,medium"
N,B,S,N_B_S.png,training,1,8,7,medium,shape,color,tail,S,C,Y,B,I2,L2,H1,N,T,26,7_food.png,"Resources/N_Y_S.png,Resources/N_Y_C.png,Resources/N_B_S.png,Resources/T_Y_C.png,Resources/T_Y_S.png,Resources/N_B_C.png,Resources/T_B_C.png,Resources/T_B_S.png","high,medium,medium,medium,high,low,low,medium"
T,Y,S,T_Y_S.png,training,2,9,7,high,shape,color,tail,S,C,Y,B,I1,H2,H1,N,T,26,7_food.png,"Resources/N_Y_S.png,Resources/N_Y_C.png,Resources/N_B_S.png,Resources/T_Y_C.png,Resources/T_Y_S.png,Resources/N_B_C.png,Resources/T_B_C.png,Resources/T_B_S.png","high,medium,medium,medium,high,low,low,medium"
N,B,C,N_B_C.png,training,2,10,3,low,shape,color,tail,S,C,Y,B,I2,L2,L1,N,T,26,3_food.png,"Resources/N_Y_S.png,Resources/N_Y_C.png,Resources/N_B_S.png,Resources/T_Y_C.png,Resources/T_Y_S.png,Resources/N_B_C.png,Resources/T_B_C.png,Resources/T_B_S.png","high,medium,medium,medium,high,low,low,medium"
T,B,S,T_B_S.png,training,2,11,2,medium,shape,color,tail,S,C,Y,B,I1,L2,H1,N,T,26,2_food.png,"Resources/N_Y_S.png,Resources/N_Y_C.png,Resources/N_B_S.png,Resources/T_Y_C.png,Resources/T_Y_S.png,Resources/N_B_C.png,Resources/T_B_C.png,Resources/T_B_S.png","high,medium,medium,medium,high,low,low,medium"
T,B,C,T_B_C.png,training,2,12,3,low,shape,color,tail,S,C,Y,B,I1,L2,L1,N,T,26,3_food.png,"Resources/N_Y_S.png,Resources/N_Y_C.png,Resources/N_B_S.png,Resources/T_Y_C.png,Resources/T_Y_S.png,Resources/N_B_C.png,Resources/T_B_C.png,Resources/T_B_S.png","high,medium,medium,medium,high,low,low,medium"
T,Y,C,T_Y_C.png,training,2,13,6,medium,shape,color,tail,S,C,Y,B,I1,H2,L1,N,T,26,6_food.png,"Resources/N_Y_S.png,Resources/N_Y_C.png,Resources/N_B_S.png,Resources/T_Y_C.png,Resources/T_Y_S.png,Resources/N_B_C.png,Resources/T_B_C.png,Resources/T_B_S.png","high,medium,medium,medium,high,low,low,medium"
N,Y,C,N_Y_C.png,training,2,14,4,medium,shape,color,tail,S,C,Y,B,I2,H2,L1,N,T,26,4_food.png,"Resources/N_Y_S.png,Resources/N_Y_C.png,Resources/N_B_S.png,Resources/T_Y_C.png,Resources/T_Y_S.png,Resources/N_B_C.png,Resources/T_B_C.png,Resources/T_B_S.png","high,medium,medium,medium,high,low,low,medium"
N,Y,S,N_Y_S.png,training,2,15,7,high,shape,color,tail,S,C,Y,B,I2,H2,H1,N,T,26,7_food.png,"Resources/N_Y_S.png,Resources/N_Y_C.png,Resources/N_B_S.png,Resources/T_Y_C.png,Resources/T_Y_S.png,Resources/N_B_C.png,Resources/T_B_C.png,Resources/T_B_S.png","high,medium,medium,medium,high,low,low,medium"
N,B,S,N_B_S.png,training,2,16,3,medium,shape,color,tail,S,C,Y,B,I2,L2,H1,N,T,26,3_food.png,"Resources/N_Y_S.png,Resources/N_Y_C.png,Resources/N_B_S.png,Resources/T_Y_C.png,Resources/T_Y_S.png,Resources/N_B_C.png,Resources/T_B_C.png,Resources/T_B_S.png","high,medium,medium,medium,high,low,low,medium"
N,Y,C,N_Y_C.png,training,3,17,7,medium,shape,color,tail,S,C,Y,B,I2,H2,L1,N,T,26,7_food.png,"Resources/N_Y_S.png,Resources/N_Y_C.png,Resources/N_B_S.png,Resources/T_Y_C.png,Resources/T_Y_S.png,Resources/N_B_C.png,Resources/T_B_C.png,Resources/T_B_S.png","high,medium,medium,medium,high,low,low,medium"
T,B,C,T_B_C.png,training,3,18,5,low,shape,color,tail,S,C,Y,B,I1,L2,L1,N,T,26,5_food.png,"Resources/N_Y_S.png,Resources/N_Y_C.png,Resources/N_B_S.png,Resources/T_Y_C.png,Resources/T_Y_S.png,Resources/N_B_C.png,Resources/T_B_C.png,Resources/T_B_S.png","high,medium,medium,medium,high,low,low,medium"
T,Y,S,T_Y_S.png,training,3,19,4,high,shape,color,tail,S,C,Y,B,I1,H2,H1,N,T,26,4_food.png,"Resources/N_Y_S.png,Resources/N_Y_C.png,Resources/N_B_S.png,Resources/T_Y_C.png,Resources/T_Y_S.png,Resources/N_B_C.png,Resources/T_B_C.png,Resources/T_B_S.png","high,medium,medium,medium,high,low,low,medium"
N,B,S,N_B_S.png,training,3,20,7,medium,shape,color,tail,S,C,Y,B,I2,L2,H1,N,T,26,7_food.png,"Resources/N_Y_S.png,Resources/N_Y_C.png,Resources/N_B_S.png,Resources/T_Y_C.png,Resources/T_Y_S.png,Resources/N_B_C.png,Resources/T_B_C.png,Resources/T_B_S.png","high,medium,medium,medium,high,low,low,medium"
N,Y,S,N_Y_S.png,training,3,21,7,high,shape,color,tail,S,C,Y,B,I2,H2,H1,N,T,26,7_food.png,"Resources/N_Y_S.png,Resources/N_Y_C.png,Resources/N_B_S.png,Resources/T_Y_C.png,Resources/T_Y_S.png,Resources/N_B_C.png,Resources/T_B_C.png,Resources/T_B_S.png","high,medium,medium,medium,high,low,low,medium"
T,Y,C,T_Y_C.png,training,3,22,5,medium,shape,color,tail,S,C,Y,B,I1,H2,L1,N,T,26,5_food.png,"Resources/N_Y_S.png,Resources/N_Y_C.png,Resources/N_B_S.png,Resources/T_Y_C.png,Resources/T_Y_S.png,Resources/N_B_C.png,Resources/T_B_C.png,Resources/T_B_S.png","high,medium,medium,medium,high,low,low,medium"
N,B,C,N_B_C.png,training,3,23,4,low,shape,color,tail,S,C,Y,B,I2,L2,L1,N,T,26,4_food.png,"Resources/N_Y_S.png,Resources/N_Y_C.png,Resources/N_B_S.png,Resources/T_Y_C.png,Resources/T_Y_S.png,Resources/N_B_C.png,Resources/T_B_C.png,Resources/T_B_S.png","high,medium,medium,medium,high,low,low,medium"
T,B,S,T_B_S.png,training,3,24,7,medium,shape,color,tail,S,C,Y,B,I1,L2,H1,N,T,26,7_food.png,"Resources/N_Y_S.png,Resources/N_Y_C.png,Resources/N_B_S.png,Resources/T_Y_C.png,Resources/T_Y_S.png,Resources/N_B_C.png,Resources/T_B_C.png,Resources/T_B_S.png","high,medium,medium,medium,high,low,low,medium"
