tail,color,shape,image_file,phase,rep,trial_num,food_amount,category,relevant_dim_1,relevant_dim_2,irrelevant_dim,shape_high,shape_low,color_high,color_low,tail_rel,color_rel,shape_rel,tail_high,tail_low,participant_id,food_image_file,images_list,testing_categories
N,B,C,N_B_C.png,training,1,1,9,high,shape,color,tail,C,S,B,Y,I1,H2,H1,T,N,134,9_food.png,"Resources/T_B_C.png,Resources/T_Y_C.png,Resources/T_B_S.png,Resources/N_B_C.png,Resources/N_B_S.png,Resources/N_Y_S.png,Resources/T_Y_S.png,Resources/N_Y_C.png","high,medium,medium,high,medium,low,low,medium"
N,Y,C,N_Y_C.png,training,1,2,3,medium,shape,color,tail,C,S,B,Y,I1,L2,H1,T,N,134,3_food.png,"Resources/T_B_C.png,Resources/T_Y_C.png,Resources/T_B_S.png,Resources/N_B_C.png,Resources/N_B_S.png,Resources/N_Y_S.png,Resources/T_Y_S.png,Resources/N_Y_C.png","high,medium,medium,high,medium,low,low,medium"
T,Y,S,T_Y_S.png,training,1,3,2,low,shape,color,tail,C,S,B,Y,I2,L2,L1,T,N,134,2_food.png,"Resources/T_B_C.png,Resources/T_Y_C.png,Resources/T_B_S.png,Resources/N_B_C.png,Resources/N_B_S.png,Resources/N_Y_S.png,Resources/T_Y_S.png,Resources/N_Y_C.png","high,medium,medium,high,medium,low,low,medium"
T,B,C,T_B_C.png,training,1,4,9,high,shape,color,tail,C,S,B,Y,I2,H2,H1,T,N,134,9_food.png,"Resources/T_B_C.png,Resources/T_Y_C.png,Resources/T_B_S.png,Resources/N_B_C.png,Resources/N_B_S.png,Resources/N_Y_S.png,Resources/T_Y_S.png,Resources/N_Y_C.png","high,medium,medium,high,medium,low,low,medium"
N,B,S,N_B_S.png,training,1,5,2,medium,shape,color,tail,C,S,B,Y,I1,H2,L1,T,N,134,2_food.png,"Resources/T_B_C.png,Resources/T_Y_C.png,Resources/T_B_S.png,Resources/N_B_C.png,Resources/N_B_S.png,Resources/N_Y_S.png,Resources/T_Y_S.png,Resources/N_Y_C.png","high,medium,medium,high,medium,low,low,medium"
T,B,S,T_B_S.png,training,1,6,7,medium,shape,color,tail,C,S,B,Y,I2,H2,L1,T,N,134,7_food.png,"Resources/T_B_C.png,Resources/T_Y_C.png,Resources/T_B_S.png,Resources/N_B_C.png,Resources/N_B_S.png,Resources/N_Y_S.png,Resources/T_Y_S.png,Resources/N_Y_C.png","high,medium,medium,high,medium,low,low,medium"
N,Y,S,N_Y_S.png,training,1,7,3,low,shape,color,tail,C,S,B,Y,I1,L2,L1,T,N,134,3_food.png,"Resources/T_B_C.png,Resources/T_Y_C.png,Resources/T_B_S.png,Resources/N_B_C.png,Resources/N_B_S.png,Resources/N_Y_S.png,Resources/T_Y_S.png,Resources/N_Y_C.png","high,medium,medium,high,medium,low,low,medium"
T,Y,C,T_Y_C.png,training,1,8,4,medium,shape,color,tail,C,S,B,Y,I2,L2,H1,T,N,134,4_food.png,"Resources/T_B_C.png,Resources/T_Y_C.png,Resources/T_B_S.png,Resources/N_B_C.png,Resources/N_B_S.png,Resources/N_Y_S.png,Resources/T_Y_S.png,Resources/N_Y_C.png","high,medium,medium,high,medium,low,low,medium"
T,B,S,T_B_S.png,training,2,9,5,medium,shape,color,tail,C,S,B,Y,I2,H2,L1,T,N,134,5_food.png,"Resources/T_B_C.png,Resources/T_Y_C.png,Resources/T_B_S.png,Resources/N_B_C.png,Resources/N_B_S.png,Resources/N_Y_S.png,Resources/T_Y_S.png,Resources/N_Y_C.png","high,medium,medium,high,medium,low,low,medium"
T,Y,S,T_Y_S.png,training,2,10,1,low,shape,color,tail,C,S,B,Y,I2,L2,L1,T,N,134,1_food.png,"Resources/T_B_C.png,Resources/T_Y_C.png,Resources/T_B_S.png,Resources/N_B_C.png,Resources/N_B_S.png,Resources/N_Y_S.png,Resources/T_Y_S.png,Resources/N_Y_C.png","high,medium,medium,high,medium,low,low,medium"
