tail,color,shape,image_file,phase,rep,trial_num,food_amount,category,relevant_dim_1,relevant_dim_2,irrelevant_dim,tail_high,tail_low,shape_high,shape_low,tail_rel,color_rel,shape_rel,color_high,color_low,participant_id,food_image_file,images_list,testing_categories
N,B,S,N_B_S.png,training,1,1,4,medium,tail,shape,color,N,T,C,S,H1,I2,L2,B,Y,136,4_food.png,"Resources/T_Y_S.png,Resources/T_B_S.png,Resources/T_B_C.png,Resources/N_B_C.png,Resources/N_Y_S.png,Resources/N_Y_C.png,Resources/T_Y_C.png,Resources/N_B_S.png","low,low,medium,high,medium,high,medium,medium"
N,Y,C,N_Y_C.png,training,1,2,6,high,tail,shape,color,N,T,C,S,H1,I1,H2,B,Y,136,6_food.png,"Resources/T_Y_S.png,Resources/T_B_S.png,Resources/T_B_C.png,Resources/N_B_C.png,Resources/N_Y_S.png,Resources/N_Y_C.png,Resources/T_Y_C.png,Resources/N_B_S.png","low,low,medium,high,medium,high,medium,medium"
T,B,S,T_B_S.png,training,1,3,7,low,tail,shape,color,N,T,C,S,L1,I2,L2,B,Y,136,7_food.png,"Resources/T_Y_S.png,Resources/T_B_S.png,Resources/T_B_C.png,Resources/N_B_C.png,Resources/N_Y_S.png,Resources/N_Y_C.png,Resources/T_Y_C.png,Resources/N_B_S.png","low,low,medium,high,medium,high,medium,medium"
T,B,C,T_B_C.png,training,1,4,3,medium,tail,shape,color,N,T,C,S,L1,I2,H2,B,Y,136,3_food.png,"Resources/T_Y_S.png,Resources/T_B_S.png,Resources/T_B_C.png,Resources/N_B_C.png,Resources/N_Y_S.png,Resources/N_Y_C.png,Resources/T_Y_C.png,Resources/N_B_S.png","low,low,medium,high,medium,high,medium,medium"
T,Y,C,T_Y_C.png,training,1,5,7,medium,tail,shape,color,N,T,C,S,L1,I1,H2,B,Y,136,7_food.png,"Resources/T_Y_S.png,Resources/T_B_S.png,Resources/T_B_C.png,Resources/N_B_C.png,Resources/N_Y_S.png,Resources/N_Y_C.png,Resources/T_Y_C.png,Resources/N_B_S.png","low,low,medium,high,medium,high,medium,medium"
N,Y,S,N_Y_S.png,training,1,6,3,medium,tail,shape,color,N,T,C,S,H1,I1,L2,B,Y,136,3_food.png,"Resources/T_Y_S.png,Resources/T_B_S.png,Resources/T_B_C.png,Resources/N_B_C.png,Resources/N_Y_S.png,Resources/N_Y_C.png,Resources/T_Y_C.png,Resources/N_B_S.png","low,low,medium,high,medium,high,medium,medium"
T,Y,S,T_Y_S.png,training,1,7,5,low,tail,shape,color,N,T,C,S,L1,I1,L2,B,Y,136,5_food.png,"Resources/T_Y_S.png,Resources/T_B_S.png,Resources/T_B_C.png,Resources/N_B_C.png,Resources/N_Y_S.png,Resources/N_Y_C.png,Resources/T_Y_C.png,Resources/N_B_S.png","low,low,medium,high,medium,high,medium,medium"
N,B,C,N_B_C.png,training,1,8,9,high,tail,shape,color,N,T,C,S,H1,I2,H2,B,Y,136,9_food.png,"Resources/T_Y_S.png,Resources/T_B_S.png,Resources/T_B_C.png,Resources/N_B_C.png,Resources/N_Y_S.png,Resources/N_Y_C.png,Resources/T_Y_C.png,Resources/N_B_S.png","low,low,medium,high,medium,high,medium,medium"
T,Y,S,T_Y_S.png,training,2,9,1,low,tail,shape,color,N,T,C,S,L1,I1,L2,B,Y,136,1_food.png,"Resources/T_Y_S.png,Resources/T_B_S.png,Resources/T_B_C.png,Resources/N_B_C.png,Resources/N_Y_S.png,Resources/N_Y_C.png,Resources/T_Y_C.png,Resources/N_B_S.png","low,low,medium,high,medium,high,medium,medium"
T,B,S,T_B_S.png,training,2,10,4,low,tail,shape,color,N,T,C,S,L1,I2,L2,B,Y,136,4_food.png,"Resources/T_Y_S.png,Resources/T_B_S.png,Resources/T_B_C.png,Resources/N_B_C.png,Resources/N_Y_S.png,Resources/N_Y_C.png,Resources/T_Y_C.png,Resources/N_B_S.png","low,low,medium,high,medium,high,medium,medium"
N,Y,C,N_Y_C.png,training,2,11,6,high,tail,shape,color,N,T,C,S,H1,I1,H2,B,Y,136,6_food.png,"Resources/T_Y_S.png,Resources/T_B_S.png,Resources/T_B_C.png,Resources/N_B_C.png,Resources/N_Y_S.png,Resources/N_Y_C.png,Resources/T_Y_C.png,Resources/N_B_S.png","low,low,medium,high,medium,high,medium,medium"
N,Y,S,N_Y_S.png,training,2,12,4,medium,tail,shape,color,N,T,C,S,H1,I1,L2,B,Y,136,4_food.png,"Resources/T_Y_S.png,Resources/T_B_S.png,Resources/T_B_C.png,Resources/N_B_C.png,Resources/N_Y_S.png,Resources/N_Y_C.png,Resources/T_Y_C.png,Resources/N_B_S.png","low,low,medium,high,medium,high,medium,medium"
N,B,S,N_B_S.png,training,2,13,5,medium,tail,shape,color,N,T,C,S,H1,I2,L2,B,Y,136,5_food.png,"Resources/T_Y_S.png,Resources/T_B_S.png,Resources/T_B_C.png,Resources/N_B_C.png,Resources/N_Y_S.png,Resources/N_Y_C.png,Resources/T_Y_C.png,Resources/N_B_S.png","low,low,medium,high,medium,high,medium,medium"
