tail,color,shape,image_file,phase,rep,trial_num,food_amount,category,relevant_dim_1,relevant_dim_2,irrelevant_dim,tail_high,tail_low,shape_high,shape_low,tail_rel,color_rel,shape_rel,color_high,color_low,participant_id,food_image_file,images_list,testing_categories
T,B,S,T_B_S.png,training,1,1,3,low,tail,shape,color,N,T,C,S,L1,I2,L2,Y,B,103,3_food.png,"Resources/N_B_S.png,Resources/N_Y_C.png,Resources/T_Y_S.png,Resources/N_Y_S.png,Resources/T_B_C.png,Resources/N_B_C.png,Resources/T_Y_C.png,Resources/T_B_S.png","medium,high,low,medium,medium,high,medium,low"
T,Y,C,T_Y_C.png,training,1,2,7,medium,tail,shape,color,N,T,C,S,L1,I1,H2,Y,B,103,7_food.png,"Resources/N_B_S.png,Resources/N_Y_C.png,Resources/T_Y_S.png,Resources/N_Y_S.png,Resources/T_B_C.png,Resources/N_B_C.png,Resources/T_Y_C.png,Resources/T_B_S.png","medium,high,low,medium,medium,high,medium,low"
N,Y,S,N_Y_S.png,training,1,3,6,medium,tail,shape,color,N,T,C,S,H1,I1,L2,Y,B,103,6_food.png,"Resources/N_B_S.png,Resources/N_Y_C.png,Resources/T_Y_S.png,Resources/N_Y_S.png,Resources/T_B_C.png,Resources/N_B_C.png,Resources/T_Y_C.png,Resources/T_B_S.png","medium,high,low,medium,medium,high,medium,low"
T,Y,S,T_Y_S.png,training,1,4,3,low,tail,shape,color,N,T,C,S,L1,I1,L2,Y,B,103,3_food.png,"Resources/N_B_S.png,Resources/N_Y_C.png,Resources/T_Y_S.png,Resources/N_Y_S.png,Resources/T_B_C.png,Resources/N_B_C.png,Resources/T_Y_C.png,Resources/T_B_S.png","medium,high,low,medium,medium,high,medium,low"
T,B,C,T_B_C.png,training,1,5,3,medium,tail,shape,color,N,T,C,S,L1,I2,H2,Y,B,103,3_food.png,"Resources/N_B_S.png,Resources/N_Y_C.png,Resources/T_Y_S.png,Resources/N_Y_S.png,Resources/T_B_C.png,Resources/N_B_C.png,Resources/T_Y_C.png,Resources/T_B_S.png","medium,high,low,medium,medium,high,medium,low"
N,B,S,N_B_S.png,training,1,6,2,medium,tail,shape,color,N,T,C,S,H1,I2,L2,Y,B,103,2_food.png,"Resources/N_B_S.png,Resources/N_Y_C.png,Resources/T_Y_S.png,Resources/N_Y_S.png,Resources/T_B_C.png,Resources/N_B_C.png,Resources/T_Y_C.png,Resources/T_B_S.png","medium,high,low,medium,medium,high,medium,low"
N,B,C,N_B_C.png,training,1,7,6,high,tail,shape,color,N,T,C,S,H1,I2,H2,Y,B,103,6_food.png,"Resources/N_B_S.png,Resources/N_Y_C.png,Resources/T_Y_S.png,Resources/N_Y_S.png,Resources/T_B_C.png,Resources/N_B_C.png,Resources/T_Y_C.png,Resources/T_B_S.png","medium,high,low,medium,medium,high,medium,low"
N,Y,C,N_Y_C.png,training,1,8,7,high,tail,shape,color,N,T,C,S,H1,I1,H2,Y,B,103,7_food.png,"Resources/N_B_S.png,Resources/N_Y_C.png,Resources/T_Y_S.png,Resources/N_Y_S.png,Resources/T_B_C.png,Resources/N_B_C.png,Resources/T_Y_C.png,Resources/T_B_S.png","medium,high,low,medium,medium,high,medium,low"
N,B,S,N_B_S.png,training,2,9,3,medium,tail,shape,color,N,T,C,S,H1,I2,L2,Y,B,103,3_food.png,"Resources/N_B_S.png,Resources/N_Y_C.png,Resources/T_Y_S.png,Resources/N_Y_S.png,Resources/T_B_C.png,Resources/N_B_C.png,Resources/T_Y_C.png,Resources/T_B_S.png","medium,high,low,medium,medium,high,medium,low"
T,Y,S,T_Y_S.png,training,2,10,2,low,tail,shape,color,N,T,C,S,L1,I1,L2,Y,B,103,2_food.png,"Resources/N_B_S.png,Resources/N_Y_C.png,Resources/T_Y_S.png,Resources/N_Y_S.png,Resources/T_B_C.png,Resources/N_B_C.png,Resources/T_Y_C.png,Resources/T_B_S.png","medium,high,low,medium,medium,high,medium,low"
