tail,color,shape,image_file,phase,rep,trial_num,food_amount,category,relevant_dim_1,relevant_dim_2,irrelevant_dim,shape_high,shape_low,color_high,color_low,tail_rel,color_rel,shape_rel,tail_high,tail_low,participant_id,food_image_file,images_list,testing_categories
N,Y,C,N_Y_C.png,training,1,1,5,medium,shape,color,tail,S,C,Y,B,I2,H2,L1,T,N,114,5_food.png,"Resources/N_B_S.png,Resources/N_Y_S.png,Resources/N_Y_C.png,Resources/T_B_S.png,Resources/N_B_C.png,Resources/T_Y_C.png,Resources/T_B_C.png,Resources/T_Y_S.png","medium,high,medium,medium,low,medium,low,high"
N,B,C,N_B_C.png,training,1,2,3,low,shape,color,tail,S,C,Y,B,I2,L2,L1,T,N,114,3_food.png,"Resources/N_B_S.png,Resources/N_Y_S.png,Resources/N_Y_C.png,Resources/T_B_S.png,Resources/N_B_C.png,Resources/T_Y_C.png,Resources/T_B_C.png,Resources/T_Y_S.png","medium,high,medium,medium,low,medium,low,high"
N,B,S,N_B_S.png,training,1,3,7,medium,shape,color,tail,S,C,Y,B,I2,L2,H1,T,N,114,7_food.png,"Resources/N_B_S.png,Resources/N_Y_S.png,Resources/N_Y_C.png,Resources/T_B_S.png,Resources/N_B_C.png,Resources/T_Y_C.png,Resources/T_B_C.png,Resources/T_Y_S.png","medium,high,medium,medium,low,medium,low,high"
T,Y,C,T_Y_C.png,training,1,4,8,medium,shape,color,tail,S,C,Y,B,I1,H2,L1,T,N,114,8_food.png,"Resources/N_B_S.png,Resources/N_Y_S.png,Resources/N_Y_C.png,Resources/T_B_S.png,Resources/N_B_C.png,Resources/T_Y_C.png,Resources/T_B_C.png,Resources/T_Y_S.png","medium,high,medium,medium,low,medium,low,high"
N,Y,S,N_Y_S.png,training,1,5,6,high,shape,color,tail,S,C,Y,B,I2,H2,H1,T,N,114,6_food.png,"Resources/N_B_S.png,Resources/N_Y_S.png,Resources/N_Y_C.png,Resources/T_B_S.png,Resources/N_B_C.png,Resources/T_Y_C.png,Resources/T_B_C.png,Resources/T_Y_S.png","medium,high,medium,medium,low,medium,low,high"
T,B,C,T_B_C.png,training,1,6,2,low,shape,color,tail,S,C,Y,B,I1,L2,L1,T,N,114,2_food.png,"Resources/N_B_S.png,Resources/N_Y_S.png,Resources/N_Y_C.png,Resources/T_B_S.png,Resources/N_B_C.png,Resources/T_Y_C.png,Resources/T_B_C.png,Resources/T_Y_S.png","medium,high,medium,medium,low,medium,low,high"
T,B,S,T_B_S.png,training,1,7,5,medium,shape,color,tail,S,C,Y,B,I1,L2,H1,T,N,114,5_food.png,"Resources/N_B_S.png,Resources/N_Y_S.png,Resources/N_Y_C.png,Resources/T_B_S.png,Resources/N_B_C.png,Resources/T_Y_C.png,Resources/T_B_C.png,Resources/T_Y_S.png","medium,high,medium,medium,low,medium,low,high"
T,Y,S,T_Y_S.png,training,1,8,8,high,shape,color,tail,S,C,Y,B,I1,H2,H1,T,N,114,8_food.png,"Resources/N_B_S.png,Resources/N_Y_S.png,Resources/N_Y_C.png,Resources/T_B_S.png,Resources/N_B_C.png,Resources/T_Y_C.png,Resources/T_B_C.png,Resources/T_Y_S.png","medium,high,medium,medium,low,medium,low,high"
T,B,C,T_B_C.png,training,2,9,1,low,shape,color,tail,S,C,Y,B,I1,L2,L1,T,N,114,1_food.png,"Resources/N_B_S.png,Resources/N_Y_S.png,Resources/N_Y_C.png,Resources/T_B_S.png,Resources/N_B_C.png,Resources/T_Y_C.png,Resources/T_B_C.png,Resources/T_Y_S.png","medium,high,medium,medium,low,medium,low,high"
T,Y,S,T_Y_S.png,training,2,10,7,high,shape,color,tail,S,C,Y,B,I1,H2,H1,T,N,114,7_food.png,"Resources/N_B_S.png,Resources/N_Y_S.png,Resources/N_Y_C.png,Resources/T_B_S.png,Resources/N_B_C.png,Resources/T_Y_C.png,Resources/T_B_C.png,Resources/T_Y_S.png","medium,high,medium,medium,low,medium,low,high"
N,Y,C,N_Y_C.png,training,2,11,4,medium,shape,color,tail,S,C,Y,B,I2,H2,L1,T,N,114,4_food.png,"Resources/N_B_S.png,Resources/N_Y_S.png,Resources/N_Y_C.png,Resources/T_B_S.png,Resources/N_B_C.png,Resources/T_Y_C.png,Resources/T_B_C.png,Resources/T_Y_S.png","medium,high,medium,medium,low,medium,low,high"
