tail,color,shape,image_file,phase,rep,trial_num,food_amount,category,relevant_dim_1,relevant_dim_2,irrelevant_dim,shape_high,shape_low,color_high,color_low,tail_rel,color_rel,shape_rel,tail_high,tail_low,participant_id,food_image_file,images_list,testing_categories
T,Y,S,T_Y_S.png,training,1,1,2,low,shape,color,tail,C,S,B,Y,I1,L2,L1,T,N,91,2_food.png,"Resources/T_Y_S.png,Resources/T_B_C.png,Resources/N_Y_C.png,Resources/T_B_S.png,Resources/N_Y_S.png,Resources/T_Y_C.png,Resources/N_B_C.png,Resources/N_B_S.png","low,high,medium,medium,low,medium,high,medium"
N,B,S,N_B_S.png,training,1,2,7,medium,shape,color,tail,C,S,B,Y,I2,H2,L1,T,N,91,7_food.png,"Resources/T_Y_S.png,Resources/T_B_C.png,Resources/N_Y_C.png,Resources/T_B_S.png,Resources/N_Y_S.png,Resources/T_Y_C.png,Resources/N_B_C.png,Resources/N_B_S.png","low,high,medium,medium,low,medium,high,medium"
T,B,C,T_B_C.png,training,1,3,6,high,shape,color,tail,C,S,B,Y,I1,H2,H1,T,N,91,6_food.png,"Resources/T_Y_S.png,Resources/T_B_C.png,Resources/N_Y_C.png,Resources/T_B_S.png,Resources/N_Y_S.png,Resources/T_Y_C.png,Resources/N_B_C.png,Resources/N_B_S.png","low,high,medium,medium,low,medium,high,medium"
T,B,S,T_B_S.png,training,1,4,7,medium,shape,color,tail,C,S,B,Y,I1,H2,L1,T,N,91,7_food.png,"Resources/T_Y_S.png,Resources/T_B_C.png,Resources/N_Y_C.png,Resources/T_B_S.png,Resources/N_Y_S.png,Resources/T_Y_C.png,Resources/N_B_C.png,Resources/N_B_S.png","low,high,medium,medium,low,medium,high,medium"
N,B,C,N_B_C.png,training,1,5,3,high,shape,color,tail,C,S,B,Y,I2,H2,H1,T,N,91,3_food.png,"Resources/T_Y_S.png,Resources/T_B_C.png,Resources/N_Y_C.png,Resources/T_B_S.png,Resources/N_Y_S.png,Resources/T_Y_C.png,Resources/N_B_C.png,Resources/N_B_S.png","low,high,medium,medium,low,medium,high,medium"
T,Y,C,T_Y_C.png,training,1,6,5,medium,shape,color,tail,C,S,B,Y,I1,L2,H1,T,N,91,5_food.png,"Resources/T_Y_S.png,Resources/T_B_C.png,Resources/N_Y_C.png,Resources/T_B_S.png,Resources/N_Y_S.png,Resources/T_Y_C.png,Resources/N_B_C.png,Resources/N_B_S.png","low,high,medium,medium,low,medium,high,medium"
N,Y,C,N_Y_C.png,training,1,7,5,medium,shape,color,tail,C,S,B,Y,I2,L2,H1,T,N,91,5_food.png,"Resources/T_Y_S.png,Resources/T_B_C.png,Resources/N_Y_C.png,Resources/T_B_S.png,Resources/N_Y_S.png,Resources/T_Y_C.png,Resources/N_B_C.png,Resources/N_B_S.png","low,high,medium,medium,low,medium,high,medium"
N,Y,S,N_Y_S.png,training,1,8,3,low,shape,color,tail,C,S,B,Y,I2,L2,L1,T,N,91,3_food.png,"Resources/T_Y_S.png,Resources/T_B_C.png,Resources/N_Y_C.png,Resources/T_B_S.png,Resources/N_Y_S.png,Resources/T_Y_C.png,Resources/N_B_C.png,Resources/N_B_S.png","low,high,medium,medium,low,medium,high,medium"
N,B,C,N_B_C.png,training,2,9,6,high,shape,color,tail,C,S,B,Y,I2,H2,H1,T,N,91,6_food.png,"Resources/T_Y_S.png,Resources/T_B_C.png,Resources/N_Y_C.png,Resources/T_B_S.png,Resources/N_Y_S.png,Resources/T_Y_C.png,Resources/N_B_C.png,Resources/N_B_S.png","low,high,medium,medium,low,medium,high,medium"
N,Y,C,N_Y_C.png,training,2,10,4,medium,shape,color,tail,C,S,B,Y,I2,L2,H1,T,N,91,4_food.png,"Resources/T_Y_S.png,Resources/T_B_C.png,Resources/N_Y_C.png,Resources/T_B_S.png,Resources/N_Y_S.png,Resources/T_Y_C.png,Resources/N_B_C.png,Resources/N_B_S.png","low,high,medium,medium,low,medium,high,medium"
T,B,S,T_B_S.png,training,2,11,4,medium,shape,color,tail,C,S,B,Y,I1,H2,L1,T,N,91,4_food.png,"Resources/T_Y_S.png,Resources/T_B_C.png,Resources/N_Y_C.png,Resources/T_B_S.png,Resources/N_Y_S.png,Resources/T_Y_C.png,Resources/N_B_C.png,Resources/N_B_S.png","low,high,medium,medium,low,medium,high,medium"
N,Y,S,N_Y_S.png,training,2,12,2,low,shape,color,tail,C,S,B,Y,I2,L2,L1,T,N,91,2_food.png,"Resources/T_Y_S.png,Resources/T_B_C.png,Resources/N_Y_C.png,Resources/T_B_S.png,Resources/N_Y_S.png,Resources/T_Y_C.png,Resources/N_B_C.png,Resources/N_B_S.png","low,high,medium,medium,low,medium,high,medium"
N,B,S,N_B_S.png,training,2,13,5,medium,shape,color,tail,C,S,B,Y,I2,H2,L1,T,N,91,5_food.png,"Resources/T_Y_S.png,Resources/T_B_C.png,Resources/N_Y_C.png,Resources/T_B_S.png,Resources/N_Y_S.png,Resources/T_Y_C.png,Resources/N_B_C.png,Resources/N_B_S.png","low,high,medium,medium,low,medium,high,medium"
T,Y,C,T_Y_C.png,training,2,14,5,medium,shape,color,tail,C,S,B,Y,I1,L2,H1,T,N,91,5_food.png,"Resources/T_Y_S.png,Resources/T_B_C.png,Resources/N_Y_C.png,Resources/T_B_S.png,Resources/N_Y_S.png,Resources/T_Y_C.png,Resources/N_B_C.png,Resources/N_B_S.png","low,high,medium,medium,low,medium,high,medium"
