tail,color,shape,image_file,phase,rep,trial_num,food_amount,category,relevant_dim_1,relevant_dim_2,irrelevant_dim,tail_high,tail_low,shape_high,shape_low,tail_rel,color_rel,shape_rel,color_high,color_low,participant_id,food_image_file,images_list,testing_categories
N,Y,C,N_Y_C.png,training,1,1,2,low,tail,shape,color,T,N,S,C,L1,I2,L2,B,Y,63,2_food.png,"Resources/T_B_C.png,Resources/T_Y_S.png,Resources/N_Y_S.png,Resources/N_B_S.png,Resources/N_Y_C.png,Resources/N_B_C.png,Resources/T_Y_C.png,Resources/T_B_S.png","medium,high,medium,medium,low,low,medium,high"
T,B,S,T_B_S.png,training,1,2,6,high,tail,shape,color,T,N,S,C,H1,I1,H2,B,Y,63,6_food.png,"Resources/T_B_C.png,Resources/T_Y_S.png,Resources/N_Y_S.png,Resources/N_B_S.png,Resources/N_Y_C.png,Resources/N_B_C.png,Resources/T_Y_C.png,Resources/T_B_S.png","medium,high,medium,medium,low,low,medium,high"
T,Y,C,T_Y_C.png,training,1,3,4,medium,tail,shape,color,T,N,S,C,H1,I2,L2,B,Y,63,4_food.png,"Resources/T_B_C.png,Resources/T_Y_S.png,Resources/N_Y_S.png,Resources/N_B_S.png,Resources/N_Y_C.png,Resources/N_B_C.png,Resources/T_Y_C.png,Resources/T_B_S.png","medium,high,medium,medium,low,low,medium,high"
N,B,S,N_B_S.png,training,1,4,5,medium,tail,shape,color,T,N,S,C,L1,I1,H2,B,Y,63,5_food.png,"Resources/T_B_C.png,Resources/T_Y_S.png,Resources/N_Y_S.png,Resources/N_B_S.png,Resources/N_Y_C.png,Resources/N_B_C.png,Resources/T_Y_C.png,Resources/T_B_S.png","medium,high,medium,medium,low,low,medium,high"
T,Y,S,T_Y_S.png,training,1,5,6,high,tail,shape,color,T,N,S,C,H1,I2,H2,B,Y,63,6_food.png,"Resources/T_B_C.png,Resources/T_Y_S.png,Resources/N_Y_S.png,Resources/N_B_S.png,Resources/N_Y_C.png,Resources/N_B_C.png,Resources/T_Y_C.png,Resources/T_B_S.png","medium,high,medium,medium,low,low,medium,high"
N,B,C,N_B_C.png,training,1,6,2,low,tail,shape,color,T,N,S,C,L1,I1,L2,B,Y,63,2_food.png,"Resources/T_B_C.png,Resources/T_Y_S.png,Resources/N_Y_S.png,Resources/N_B_S.png,Resources/N_Y_C.png,Resources/N_B_C.png,Resources/T_Y_C.png,Resources/T_B_S.png","medium,high,medium,medium,low,low,medium,high"
N,Y,S,N_Y_S.png,training,1,7,5,medium,tail,shape,color,T,N,S,C,L1,I2,H2,B,Y,63,5_food.png,"Resources/T_B_C.png,Resources/T_Y_S.png,Resources/N_Y_S.png,Resources/N_B_S.png,Resources/N_Y_C.png,Resources/N_B_C.png,Resources/T_Y_C.png,Resources/T_B_S.png","medium,high,medium,medium,low,low,medium,high"
T,B,C,T_B_C.png,training,1,8,8,medium,tail,shape,color,T,N,S,C,H1,I1,L2,B,Y,63,8_food.png,"Resources/T_B_C.png,Resources/T_Y_S.png,Resources/N_Y_S.png,Resources/N_B_S.png,Resources/N_Y_C.png,Resources/N_B_C.png,Resources/T_Y_C.png,Resources/T_B_S.png","medium,high,medium,medium,low,low,medium,high"
T,B,S,T_B_S.png,training,2,9,6,high,tail,shape,color,T,N,S,C,H1,I1,H2,B,Y,63,6_food.png,"Resources/T_B_C.png,Resources/T_Y_S.png,Resources/N_Y_S.png,Resources/N_B_S.png,Resources/N_Y_C.png,Resources/N_B_C.png,Resources/T_Y_C.png,Resources/T_B_S.png","medium,high,medium,medium,low,low,medium,high"
T,Y,S,T_Y_S.png,training,2,10,6,high,tail,shape,color,T,N,S,C,H1,I2,H2,B,Y,63,6_food.png,"Resources/T_B_C.png,Resources/T_Y_S.png,Resources/N_Y_S.png,Resources/N_B_S.png,Resources/N_Y_C.png,Resources/N_B_C.png,Resources/T_Y_C.png,Resources/T_B_S.png","medium,high,medium,medium,low,low,medium,high"
