tail,color,shape,image_file,phase,rep,trial_num,food_amount,category,relevant_dim_1,relevant_dim_2,irrelevant_dim,shape_high,shape_low,color_high,color_low,tail_rel,color_rel,shape_rel,tail_high,tail_low,participant_id,food_image_file,images_list,testing_categories
N,Y,C,N_Y_C.png,training,1,1,2,low,shape,color,tail,S,C,B,Y,I2,L2,L1,T,N,108,2_food.png,"Resources/T_B_C.png,Resources/T_Y_S.png,Resources/N_Y_C.png,Resources/T_B_S.png,Resources/N_B_S.png,Resources/N_B_C.png,Resources/N_Y_S.png,Resources/T_Y_C.png","medium,medium,low,high,high,medium,medium,low"
N,Y,S,N_Y_S.png,training,1,2,5,medium,shape,color,tail,S,C,B,Y,I2,L2,H1,T,N,108,5_food.png,"Resources/T_B_C.png,Resources/T_Y_S.png,Resources/N_Y_C.png,Resources/T_B_S.png,Resources/N_B_S.png,Resources/N_B_C.png,Resources/N_Y_S.png,Resources/T_Y_C.png","medium,medium,low,high,high,medium,medium,low"
T,Y,S,T_Y_S.png,training,1,3,4,medium,shape,color,tail,S,C,B,Y,I1,L2,H1,T,N,108,4_food.png,"Resources/T_B_C.png,Resources/T_Y_S.png,Resources/N_Y_C.png,Resources/T_B_S.png,Resources/N_B_S.png,Resources/N_B_C.png,Resources/N_Y_S.png,Resources/T_Y_C.png","medium,medium,low,high,high,medium,medium,low"
T,B,S,T_B_S.png,training,1,4,8,high,shape,color,tail,S,C,B,Y,I1,H2,H1,T,N,108,8_food.png,"Resources/T_B_C.png,Resources/T_Y_S.png,Resources/N_Y_C.png,Resources/T_B_S.png,Resources/N_B_S.png,Resources/N_B_C.png,Resources/N_Y_S.png,Resources/T_Y_C.png","medium,medium,low,high,high,medium,medium,low"
N,B,S,N_B_S.png,training,1,5,6,high,shape,color,tail,S,C,B,Y,I2,H2,H1,T,N,108,6_food.png,"Resources/T_B_C.png,Resources/T_Y_S.png,Resources/N_Y_C.png,Resources/T_B_S.png,Resources/N_B_S.png,Resources/N_B_C.png,Resources/N_Y_S.png,Resources/T_Y_C.png","medium,medium,low,high,high,medium,medium,low"
T,Y,C,T_Y_C.png,training,1,6,4,low,shape,color,tail,S,C,B,Y,I1,L2,L1,T,N,108,4_food.png,"Resources/T_B_C.png,Resources/T_Y_S.png,Resources/N_Y_C.png,Resources/T_B_S.png,Resources/N_B_S.png,Resources/N_B_C.png,Resources/N_Y_S.png,Resources/T_Y_C.png","medium,medium,low,high,high,medium,medium,low"
T,B,C,T_B_C.png,training,1,7,4,medium,shape,color,tail,S,C,B,Y,I1,H2,L1,T,N,108,4_food.png,"Resources/T_B_C.png,Resources/T_Y_S.png,Resources/N_Y_C.png,Resources/T_B_S.png,Resources/N_B_S.png,Resources/N_B_C.png,Resources/N_Y_S.png,Resources/T_Y_C.png","medium,medium,low,high,high,medium,medium,low"
N,B,C,N_B_C.png,training,1,8,4,medium,shape,color,tail,S,C,B,Y,I2,H2,L1,T,N,108,4_food.png,"Resources/T_B_C.png,Resources/T_Y_S.png,Resources/N_Y_C.png,Resources/T_B_S.png,Resources/N_B_S.png,Resources/N_B_C.png,Resources/N_Y_S.png,Resources/T_Y_C.png","medium,medium,low,high,high,medium,medium,low"
T,Y,C,T_Y_C.png,training,2,9,3,low,shape,color,tail,S,C,B,Y,I1,L2,L1,T,N,108,3_food.png,"Resources/T_B_C.png,Resources/T_Y_S.png,Resources/N_Y_C.png,Resources/T_B_S.png,Resources/N_B_S.png,Resources/N_B_C.png,Resources/N_Y_S.png,Resources/T_Y_C.png","medium,medium,low,high,high,medium,medium,low"
N,B,C,N_B_C.png,training,2,10,3,medium,shape,color,tail,S,C,B,Y,I2,H2,L1,T,N,108,3_food.png,"Resources/T_B_C.png,Resources/T_Y_S.png,Resources/N_Y_C.png,Resources/T_B_S.png,Resources/N_B_S.png,Resources/N_B_C.png,Resources/N_Y_S.png,Resources/T_Y_C.png","medium,medium,low,high,high,medium,medium,low"
