tail,color,shape,image_file,phase,rep,trial_num,food_amount,category,relevant_dim_1,relevant_dim_2,irrelevant_dim,tail_high,tail_low,shape_high,shape_low,tail_rel,color_rel,shape_rel,color_high,color_low,participant_id,food_image_file,images_list,testing_categories
N,B,S,N_B_S.png,training,1,1,6,medium,tail,shape,color,N,T,C,S,H1,I2,L2,B,Y,105,6_food.png,"Resources/T_B_S.png,Resources/N_Y_S.png,Resources/N_Y_C.png,Resources/N_B_C.png,Resources/T_B_C.png,Resources/T_Y_C.png,Resources/T_Y_S.png,Resources/N_B_S.png","low,medium,high,high,medium,medium,low,medium"
T,B,S,T_B_S.png,training,1,2,4,low,tail,shape,color,N,T,C,S,L1,I2,L2,B,Y,105,4_food.png,"Resources/T_B_S.png,Resources/N_Y_S.png,Resources/N_Y_C.png,Resources/N_B_C.png,Resources/T_B_C.png,Resources/T_Y_C.png,Resources/T_Y_S.png,Resources/N_B_S.png","low,medium,high,high,medium,medium,low,medium"
T,B,C,T_B_C.png,training,1,3,5,medium,tail,shape,color,N,T,C,S,L1,I2,H2,B,Y,105,5_food.png,"Resources/T_B_S.png,Resources/N_Y_S.png,Resources/N_Y_C.png,Resources/N_B_C.png,Resources/T_B_C.png,Resources/T_Y_C.png,Resources/T_Y_S.png,Resources/N_B_S.png","low,medium,high,high,medium,medium,low,medium"
T,Y,C,T_Y_C.png,training,1,4,6,medium,tail,shape,color,N,T,C,S,L1,I1,H2,B,Y,105,6_food.png,"Resources/T_B_S.png,Resources/N_Y_S.png,Resources/N_Y_C.png,Resources/N_B_C.png,Resources/T_B_C.png,Resources/T_Y_C.png,Resources/T_Y_S.png,Resources/N_B_S.png","low,medium,high,high,medium,medium,low,medium"
N,Y,C,N_Y_C.png,training,1,5,8,high,tail,shape,color,N,T,C,S,H1,I1,H2,B,Y,105,8_food.png,"Resources/T_B_S.png,Resources/N_Y_S.png,Resources/N_Y_C.png,Resources/N_B_C.png,Resources/T_B_C.png,Resources/T_Y_C.png,Resources/T_Y_S.png,Resources/N_B_S.png","low,medium,high,high,medium,medium,low,medium"
N,B,C,N_B_C.png,training,1,6,7,high,tail,shape,color,N,T,C,S,H1,I2,H2,B,Y,105,7_food.png,"Resources/T_B_S.png,Resources/N_Y_S.png,Resources/N_Y_C.png,Resources/N_B_C.png,Resources/T_B_C.png,Resources/T_Y_C.png,Resources/T_Y_S.png,Resources/N_B_S.png","low,medium,high,high,medium,medium,low,medium"
N,Y,S,N_Y_S.png,training,1,7,3,medium,tail,shape,color,N,T,C,S,H1,I1,L2,B,Y,105,3_food.png,"Resources/T_B_S.png,Resources/N_Y_S.png,Resources/N_Y_C.png,Resources/N_B_C.png,Resources/T_B_C.png,Resources/T_Y_C.png,Resources/T_Y_S.png,Resources/N_B_S.png","low,medium,high,high,medium,medium,low,medium"
T,Y,S,T_Y_S.png,training,1,8,4,low,tail,shape,color,N,T,C,S,L1,I1,L2,B,Y,105,4_food.png,"Resources/T_B_S.png,Resources/N_Y_S.png,Resources/N_Y_C.png,Resources/N_B_C.png,Resources/T_B_C.png,Resources/T_Y_C.png,Resources/T_Y_S.png,Resources/N_B_S.png","low,medium,high,high,medium,medium,low,medium"
T,B,S,T_B_S.png,training,2,9,4,low,tail,shape,color,N,T,C,S,L1,I2,L2,B,Y,105,4_food.png,"Resources/T_B_S.png,Resources/N_Y_S.png,Resources/N_Y_C.png,Resources/N_B_C.png,Resources/T_B_C.png,Resources/T_Y_C.png,Resources/T_Y_S.png,Resources/N_B_S.png","low,medium,high,high,medium,medium,low,medium"
N,Y,S,N_Y_S.png,training,2,10,4,medium,tail,shape,color,N,T,C,S,H1,I1,L2,B,Y,105,4_food.png,"Resources/T_B_S.png,Resources/N_Y_S.png,Resources/N_Y_C.png,Resources/N_B_C.png,Resources/T_B_C.png,Resources/T_Y_C.png,Resources/T_Y_S.png,Resources/N_B_S.png","low,medium,high,high,medium,medium,low,medium"
N,B,S,N_B_S.png,training,2,11,5,medium,tail,shape,color,N,T,C,S,H1,I2,L2,B,Y,105,5_food.png,"Resources/T_B_S.png,Resources/N_Y_S.png,Resources/N_Y_C.png,Resources/N_B_C.png,Resources/T_B_C.png,Resources/T_Y_C.png,Resources/T_Y_S.png,Resources/N_B_S.png","low,medium,high,high,medium,medium,low,medium"
T,Y,S,T_Y_S.png,training,2,12,2,low,tail,shape,color,N,T,C,S,L1,I1,L2,B,Y,105,2_food.png,"Resources/T_B_S.png,Resources/N_Y_S.png,Resources/N_Y_C.png,Resources/N_B_C.png,Resources/T_B_C.png,Resources/T_Y_C.png,Resources/T_Y_S.png,Resources/N_B_S.png","low,medium,high,high,medium,medium,low,medium"
